Date,Actual Open,Actual High,Actual Low,Actual Close,Predicted Open,Predicted High,Predicted Low,Predicted Close
07-10-2019,2664.699951,2682,2608.199951,2674.75,2693.4207,2721.5564,2657.6572,2688.8794
09-10-2019,2680,2690,2583,2604.350098,2691.256,2719.5396,2655.6306,2686.8674
10-10-2019,2604.350098,2635,2581.149902,2601.850098,2675.4297,2703.616,2639.924,2671.0967
11-10-2019,2614.850098,2635,2567.899902,2597.850098,2628.7212,2656.4333,2593.3425,2624.3416
14-10-2019,2590,2628.449951,2571.850098,2609.199951,2603.4194,2631.1409,2568.249,2599.1978
15-10-2019,2620.149902,2699.949951,2610,2675.699951,2598.0789,2626.06,2563.1611,2594.0444
16-10-2019,2692.399902,2692.399902,2592.300049,2602.350098,2605.992,2634.2805,2571.3235,2602.066
17-10-2019,2609,2644,2582,2629.199951,2663.5547,2692.6562,2629.1038,2659.7527
18-10-2019,2629,2662.050049,2605.850098,2646.149902,2620.5452,2648.7397,2586.1394,2616.2085
22-10-2019,2660,2713.449951,2641.199951,2674.649902,2621.8655,2650.129,2587.533,2617.4663
23-10-2019,2670.050049,2738,2634,2712.899902,2636.7139,2665.1785,2602.445,2632.256
24-10-2019,2730,2749.75,2650,2696,2671.4954,2700.3228,2637.263,2666.9653
25-10-2019,2705,2708,2630,2657.550049,2695.5088,2724.385,2661.24,2690.7397
29-10-2019,2684.5,2720,2665.75,2701.550049,2688.8672,2717.3623,2654.5056,2683.7466
30-10-2019,2717,2717,2677,2684.5,2661.2761,2689.2773,2626.8206,2655.886
31-10-2019,2695,2716,2689.449951,2704.199951,2695.147,2723.6812,2660.6782,2689.8838
01-11-2019,2708,2759,2671.100098,2707.149902,2689.3062,2717.611,2654.776,2683.867
04-11-2019,2712,2714.949951,2638,2643.5,2707.4553,2735.9497,2672.885,2702.026
05-11-2019,2659,2679,2638.050049,2665,2708.6404,2737.0195,2674.0098,2703.1072
06-11-2019,2660,2696.899902,2641,2678.350098,2656.8418,2684.4604,2622.1409,2651.0796
07-11-2019,2670,2673.5,2643,2660.850098,2664.6565,2692.6453,2629.9988,2659.1636
08-11-2019,2660.800049,2692,2640.649902,2646.949951,2680.7065,2709.0107,2646.095,2675.389
11-11-2019,2635,2656.949951,2585.649902,2594,2668.2102,2696.3179,2633.6033,2662.8782
13-11-2019,2585,2627.699951,2575.399902,2589.100098,2669.6768,2697.864,2635.08,2664.465
14-11-2019,2595,2608.149902,2577,2591.649902,2620.9067,2648.467,2586.2876,2615.6162
15-11-2019,2600,2614.949951,2530.25,2543.199951,2602.9197,2630.5393,2568.3665,2597.882
18-11-2019,2546,2552.5,2496.75,2502.899902,2596.079,2623.8787,2561.634,2591.3015
19-11-2019,2520,2520,2463.100098,2468.949951,2563.3594,2590.9004,2529.0251,2558.6523
20-11-2019,2478,2485,2436.300049,2470.5,2516.9778,2544.1628,2482.7817,2512.3384
21-11-2019,2477,2499.899902,2436.550049,2443.449951,2480.728,2507.8215,2446.7288,2476.2764
22-11-2019,2449.949951,2458.399902,2426,2441.600098,2462.771,2490.0369,2429.0205,2458.5732
25-11-2019,2458,2499,2427.699951,2479,2455.4758,2482.9592,2421.984,2451.4824
26-11-2019,2489,2514.75,2471.5,2494.600098,2448.4531,2476.0344,2415.1838,2444.5696
27-11-2019,2495.899902,2534,2491.550049,2523.25,2481.0693,2509.2375,2447.9915,2477.4172
28-11-2019,2517,2520,2460,2466.300049,2492.6956,2520.8877,2459.7249,2488.9324
29-11-2019,2476.75,2483.75,2424,2433.550049,2514.9373,2543.2786,2482.0015,2511.0742
02-12-2019,2431,2447,2400,2406.949951,2483.0393,2510.7024,2450.0466,2478.7852
03-12-2019,2402,2434.899902,2400,2422.399902,2455.2092,2482.5251,2422.154,2450.8315
04-12-2019,2420,2458.75,2412,2439,2426.9219,2454.014,2393.8413,2422.5498
05-12-2019,2445,2475,2391,2396.600098,2431.138,2458.552,2398.0974,2427.0261
06-12-2019,2411,2416.600098,2351,2362.199951,2451.422,2479.2454,2418.448,2447.5479
09-12-2019,2376.699951,2395,2359.600098,2381.75,2429.0112,2456.4587,2396.0684,2425.0164
10-12-2019,2400,2406.100098,2322,2330,2382.3997,2409.2603,2349.4697,2378.2676
11-12-2019,2337,2343.949951,2263,2296.300049,2389.2122,2416.482,2356.3464,2385.4124
12-12-2019,2312,2344.399902,2307.350098,2334.050049,2360.0896,2387.0608,2327.2979,2356.2632
13-12-2019,2348,2359,2320.199951,2338.149902,2306.3757,2332.7751,2273.6648,2302.4336
16-12-2019,2340.25,2347.949951,2304.149902,2308.449951,2329.6438,2356.8042,2297.0889,2326.172
17-12-2019,2318,2328.25,2297,2304.949951,2340.6875,2368.0974,2308.3052,2337.313
18-12-2019,2314.949951,2320,2290.050049,2311.949951,2324.3843,2351.5217,2292.1143,2320.8574
19-12-2019,2311.100098,2376.600098,2295.75,2363.699951,2323.201,2350.378,2290.9995,2319.6948
20-12-2019,2369,2425,2365,2393.199951,2322.427,2349.6172,2290.2722,2318.9204
23-12-2019,2400,2435.350098,2381.399902,2420.100098,2354.8455,2382.519,2322.7456,2351.4802
24-12-2019,2419.949951,2448.550049,2419.050049,2432.649902,2381.6948,2409.5725,2349.6338,2378.2292
26-12-2019,2432.649902,2454.949951,2425.050049,2438.649902,2401.9792,2429.8896,2369.907,2398.2925
27-12-2019,2450,2458,2421.5,2442.449951,2428.0618,2456.085,2395.9292,2424.1814
30-12-2019,2446,2485,2441,2479.050049,2441.5632,2469.4885,2409.3188,2437.428
31-12-2019,2466.5,2474,2433.449951,2443.050049,2451.2253,2479.058,2418.8328,2446.9124
01-01-2020,2454.899902,2462.550049,2427.350098,2432.550049,2484.9768,2513.1167,2452.4312,2480.6924
02-01-2020,2447.800049,2452,2417.050049,2429.449951,2463.4138,2490.9785,2430.6812,2458.8499
03-01-2020,2420,2449,2415,2432.350098,2455.8557,2483.3054,2422.9583,2451.3357
06-01-2020,2428.949951,2428.949951,2360.050049,2368.149902,2449.4202,2476.8367,2416.4055,2445.022
07-01-2020,2378,2399.899902,2337,2348.050049,2444.6094,2472.0457,2411.53,2440.3662
08-01-2020,2322,2345.050049,2310.550049,2317.550049,2390.5642,2417.3108,2357.4421,2386.21
09-01-2020,2341,2365,2326.100098,2354.550049,2364.5437,2391.2793,2331.4583,2360.4407
10-01-2020,2357,2387.699951,2351,2363.449951,2329.0015,2355.5703,2296.0193,2325.0642
13-01-2020,2382.899902,2382.899902,2352.350098,2366.75,2355.022,2382.3706,2322.224,2351.6082
14-01-2020,2367,2418.800049,2361.050049,2411.399902,2372.4854,2400.1555,2339.8684,2369.2412
15-01-2020,2419.949951,2480.550049,2414,2476.300049,2377.4436,2405.113,2344.9355,2374.1772
16-01-2020,2474.949951,2474.949951,2427,2434.5,2415.3813,2443.5195,2382.9236,2412.2456
17-01-2020,2445,2474.899902,2421.600098,2454,2467.6045,2496.2217,2435.1326,2464.4727
20-01-2020,2454,2459.649902,2410.100098,2415.600098,2446.0745,2473.944,2413.479,2442.4329
21-01-2020,2410,2412.649902,2375,2398.699951,2459.6772,2487.6233,2426.9333,2455.978
22-01-2020,2408.699951,2410,2379,2399.050049,2438.5557,2466.0667,2405.656,2434.6348
23-01-2020,2397,2434.850098,2380,2429.75,2410.3677,2437.53,2377.3489,2406.3662
24-01-2020,2440,2474.800049,2427.100098,2468.649902,2408.4424,2435.782,2375.382,2404.6365
27-01-2020,2456,2498.5,2425.050049,2455.75,2433.0571,2460.8872,2400.0186,2429.5317
28-01-2020,2456.75,2508.949951,2440,2468.850098,2473.495,2501.8438,2440.4841,2470.1523
29-01-2020,2484,2510,2470,2486.350098,2469.035,2497.0642,2435.993,2465.474
30-01-2020,2486.949951,2522,2464,2482.300049,2474.8833,2502.8801,2441.7913,2471.2478
31-01-2020,2508,2521.899902,2492.050049,2501.850098,2487.3396,2515.4163,2454.1978,2483.6516
03-02-2020,2391,2469,2358,2376.149902,2487.4348,2515.391,2454.2393,2483.6003
04-02-2020,2412,2484.600098,2400.800049,2462.050049,2504.7883,2532.923,2471.548,2500.9336
05-02-2020,2472,2478.899902,2345.550049,2373.25,2399.726,2426.2124,2366.4053,2395.175
06-02-2020,2395,2427,2355,2411.300049,2443.4878,2471.126,2410.26,2439.5464
07-02-2020,2480,2496,2421.350098,2443.449951,2372.2056,2398.8367,2339.0945,2367.8093
10-02-2020,2449.5,2457.449951,2375.149902,2385.699951,2377.9558,2405.0745,2345.0586,2373.801
11-02-2020,2415,2443.350098,2390,2396.449951,2417.201,2445.0532,2384.5806,2413.2085
12-02-2020,2410,2430,2400,2423.050049,2375.8223,2402.9143,2343.3928,2371.2954
13-02-2020,2419,2441.300049,2401,2408.949951,2404.041,2431.6597,2371.7605,2399.643
14-02-2020,2424,2437.800049,2351.100098,2356.5,2434.0198,2461.9514,2401.8127,2429.6387
17-02-2020,2335,2335,2269.550049,2283.350098,2440.0447,2467.8127,2407.8015,2435.5266
18-02-2020,2283.199951,2283.199951,2225,2252.649902,2400.7017,2427.7214,2368.3367,2395.9226
19-02-2020,2274,2278,2227.050049,2251.600098,2312.6594,2338.4985,2280.1528,2307.599
20-02-2020,2267,2276,2235.449951,2240.25,2266.6206,2292.3386,2234.0781,2261.8916
24-02-2020,2220,2220,2175,2184.199951,2259.542,2285.7375,2227.111,2255.3804
25-02-2020,2190.199951,2214,2164.050049,2184.149902,2255.3684,2281.8643,2223.1301,2251.577
26-02-2020,2180,2195,2136,2142.550049,2200.6072,2226.4802,2168.5398,2196.7122
27-02-2020,2147.899902,2158.649902,2101,2110.25,2199.549,2225.8108,2167.6533,2196.0452
28-02-2020,2080,2110,2033.949951,2051.75,2167.942,2193.9282,2136.2153,2164.438
02-03-2020,2100,2110,1961,1975.449951,2132.0105,2157.705,2100.42,2128.499
03-03-2020,1976,2063.850098,1976,2054.850098,2074.243,2099.3433,2042.7734,2070.5571
04-03-2020,2070,2073.350098,2000.5,2046.349976,2004.6028,2029.049,1973.2429,2000.7281
05-03-2020,2061.699951,2093.100098,2052.300049,2063.899902,2043.6183,2069.2942,2012.4617,2040.4745
06-03-2020,1971,2053.449951,1971,2038.300049,2039.8989,2065.6062,2009.0206,2036.7109
09-03-2020,1995,2011.5,1915.300049,1956.050049,2080.8838,2107.2656,2050.2117,2077.9485
11-03-2020,1968,2049.800049,1948.900024,2036.050049,2052.8254,2078.5176,2022.2637,2049.4534
12-03-2020,1956,1978.949951,1793.75,1907.199951,1994.9807,2019.7233,1964.3636,1991.1803
13-03-2020,1761,1943,1535,1883.949951,2054.2288,2080.2002,2023.5746,2051.1416
16-03-2020,1818,1845,1775.300049,1783.5,1912.2865,1935.7528,1881.6105,1907.865
17-03-2020,1783,1903.599976,1756.349976,1841.150024,1819.9279,1842.4827,1789.064,1815.2184
18-03-2020,1841,1860,1666,1681.150024,1804.8314,1827.9712,1773.9484,1800.6909
19-03-2020,1648,1789,1561.949951,1712.449951,1863.201,1887.8351,1832.5613,1859.9939
20-03-2020,1725,1845.699951,1675,1815.699951,1749.3715,1771.9937,1718.9644,1745.082
23-03-2020,1634.150024,1673.150024,1520,1616,1729.2294,1751.9777,1698.8093,1725.215
24-03-2020,1650,1754.099976,1475,1627.050049,1819.4233,1844.0195,1789.1812,1816.5208
25-03-2020,1560,1683.5,1525.300049,1667.650024,1652.1301,1673.4917,1622.0231,1647.4144
26-03-2020,1689.900024,1827.949951,1645.599976,1801.900024,1666.0117,1688.2194,1635.6804,1662.0499
27-03-2020,1815,1830.349976,1640.599976,1661.199951,1669.9713,1692.5001,1639.7109,1666.3213
30-03-2020,1635,1640,1542.300049,1553.5,1806.9019,1831.8474,1776.8516,1804.566
31-03-2020,1593,1633.75,1565,1596.449951,1723.9912,1746.834,1694.1962,1720.2665
01-04-2020,1590.099976,1647.349976,1565,1639.650024,1603.1481,1623.8716,1573.0684,1598.2275
03-04-2020,1610.050049,1623,1543.150024,1582.050049,1630.4036,1652.2303,1600.0056,1626.2804
07-04-2020,1630,1789,1623.650024,1769.199951,1656.1587,1678.6693,1625.8256,1652.4285
08-04-2020,1702,1883.800049,1700,1821.650024,1612.6862,1634.4261,1582.4523,1608.4553
09-04-2020,1879.150024,2013.400024,1853,1990.900024,1763.3701,1787.9208,1733.2682,1760.6566
13-04-2020,1952,2023.5,1888.050049,1919.050049,1832.9663,1858.0673,1803.2798,1830.2234
15-04-2020,1940,1974,1811.699951,1824.099976,1975.6202,2002.3538,1946.145,1973.2892
16-04-2020,1800,1807.449951,1752.550049,1782.650024,1940.0056,1965.0455,1910.5853,1936.2789
17-04-2020,1839.949951,1875,1812,1835.900024,1865.1414,1888.5269,1835.3649,1860.2983
20-04-2020,1874.949951,1879.949951,1787.050049,1805.849976,1790.903,1813.2487,1760.6729,1785.4949
21-04-2020,1785.099976,1838.900024,1758,1827.550049,1849.2638,1873.1628,1818.7969,1844.8212
22-04-2020,1800,1905,1796.900024,1887.650024,1828.6781,1852.2861,1798.2793,1824.0505
23-04-2020,1900,1923.449951,1855,1865,1812.4232,1835.9028,1782.0697,1807.7388
24-04-2020,1842.5,1939.400024,1840,1894.800049,1877.9569,1902.6991,1847.7466,1873.915
27-04-2020,1909,1949,1897.449951,1935.199951,1862.954,1887.196,1832.9574,1858.4752
28-04-2020,1950.300049,1972.800049,1915.599976,1943.099976,1889.4236,1914.029,1859.515,1885.0247
29-04-2020,1966.25,2018.5,1941,1970.25,1928.4086,1953.4757,1898.5919,1924.1306
30-04-2020,2017.099976,2198.100098,1975,2166.699951,1952.0968,1977.2499,1922.3214,1947.758
04-05-2020,2051,2074.949951,1985,2000.699951,1991.3507,2016.8536,1961.5457,1987.1102
05-05-2020,2034,2051,1945.150024,1965.349976,2123.2856,2150.522,2093.4688,2119.705
06-05-2020,1981,2058.899902,1933.25,2026.75,1996.0261,2020.35,1966.1117,1990.7064
07-05-2020,2000,2051.399902,1983.400024,2000.300049,1977.0332,2001.2626,1946.7715,1971.7563
08-05-2020,2040,2040,1955,1962.599976,2013.8435,2038.929,1983.4426,2009.0928
11-05-2020,2015,2134.800049,1990,2088.649902,1997.9194,2022.7242,1967.5027,1993.0524
12-05-2020,2093,2134,2020,2114.300049,1979.385,2003.9728,1948.9287,1974.5045
13-05-2020,2199.850098,2265,2148,2187.600098,2067.7883,2093.9382,2037.4062,2063.6936
14-05-2020,2135.949951,2255,2118.699951,2241.350098,2038.5767,2063.8792,2008.3473,2033.8162
15-05-2020,2249,2249,2170,2193.550049,2141.933,2168.7966,2111.7988,2137.668
18-05-2020,2197,2218.5,2060.149902,2070.550049,2152.7134,2179.1665,2122.6982,2147.804
19-05-2020,2119,2127.949951,2062.800049,2073.5,2155.6592,2181.7815,2125.6094,2150.2493
20-05-2020,2059,2067.800049,1991.349976,2023.599976,2080.6267,2105.3474,2050.4365,2074.347
21-05-2020,2043,2130,2020,2119.5,2069.833,2094.6772,2039.4819,2063.6943
22-05-2020,2119,2159.899902,2083.850098,2150.600098,2022.025,2046.3308,1991.611,2015.7334
26-05-2020,2158,2169.899902,2101,2113.649902,2076.374,2101.925,2046.0176,2070.857
27-05-2020,2125,2187,2115.25,2175.649902,2100.8577,2126.709,2070.6714,2095.4785
28-05-2020,2197.600098,2335,2166.149902,2298.100098,2100.1658,2125.815,2070.0718,2094.6616
29-05-2020,,,,,2155.7017,2182.1074,2125.6292,2150.575
