Dates,Headlines
16 Dec 2010,IndusInd Bank has support at Rs 220: Mehta
10 Dec 2010,Prefer IndusInd Bank for long term: Mehta
07 Dec 2010,Prefer largecap banking stocks: Devang Mehta
01 Dec 2010,Buy realty stocks with long term prospective: Nanavati
30 Nov 2010,Buy IndusInd Bank with a target of Rs 308: Gujral
29 Nov 2010,Buy IndusInd Bank on dip: Anu Jain
24 Nov 2010,IndusInd Bank has target of Rs 308: Gujral
12 Nov 2010,"Vora bullish on IndusInd Bank, Yes Bank"
11 Nov 2010,IndusInd Bank has target of Rs 320-325: Thacker
02 Nov 2010,IndusInd Bank can touch Rs 305-310: Thacker
01 Nov 2010,ING Vysya Bank has strong support at Rs 380: Gujral
19 Oct 2010,Expect NIMs to trend upwards ahead: IndusInd Bank
15 Oct 2010,IDFC sees 20% return from Infy in next 6 months
13 Oct 2010,IndusInd Bank reports Rs 854.08 cr profit for quarter ended Sep 2010
11 Oct 2010,IndusInd Bank can touch Rs 310-320: Jatinder Sharma
11 Oct 2010,IndusInd Bank Q2 net profit rises at Rs 133 cr
06 Oct 2010,Buy IndusInd Bank: Gujral
04 Oct 2010,"Buy IndusInd Bank, says Tulsian"
23 Sep 2010,IndusInd Bank has good support at Rs 238: Bhambwani
17 Sep 2010,Buy IndusInd Bank on all declines: Gujral
16 Sep 2010,Hold IndusInd Bank: Mitesh Thacker
16 Sep 2010,IndusInd Bank share sale raises USD 250 million
16 Sep 2010,IndusInd Bank launches QIP to raise $ 215-250mn; stk up 5%
06 Sep 2010,Hold IndusInd Bank; target of Rs 234: Asit C. Mehta
03 Sep 2010,Buy IndusInd Bank on dips: Gujral
27 Aug 2010,IndusInd Bank can go upto Rs 253: Gujral
26 Aug 2010,Hold IndusInd Bank around Rs 229-232: Jain
26 Aug 2010,Enter IndusInd Bank: Anu Jain
30 Jul 2010,Earnings Review: June quarter a mix bag for India Inc
21 Jul 2010,"Add IndusInd Bank, Yes Bank in portfolio: Choksey"
13 Jul 2010,Buy IndusInd Bank; target of Rs 255: Anand Rathi
12 Jul 2010,"Irani positive HDFC Bank, Axis Bank"
09 Jul 2010,IndusInd Bank to raise Rs 10 billion by Dec
09 Jul 2010,IndusInd Bank's PE rerating may happen soon: Mehta
09 Jul 2010,IndusInd Bank has target of Rs 250: Hathiramani
09 Jul 2010,IndusInd Bank Q1 net profit up 38% at Rs 119 cr
09 Jul 2010,Indusind Bank Q1 net profit seen up 24.85% at Rs 108 cr
23 Jun 2010,IndusInd Bank has target of Rs 225: Gujral
22 Jun 2010,IndusInd Bank target at Rs 225: Gujral
16 Dec 2009,Buy IndusInd Bank; target of Rs 160: IndiaInfoline
11 Dec 2009,IndusInd Bank trades in range of Rs 120-145: Thacker
09 Dec 2009,IndusInd Bank has target of Rs 155-160: Thacker
04 Dec 2009,Buy IndusInd Bank above Rs 140: Sukhani
03 Dec 2009,IndusInd Bank can test Rs 145-150: Mitesh Thacker
14 Oct 2009,IndusInd Bank Q2 net profit up 130.9% at Rs 77.8 cr
14 Oct 2009,Indusind Bank Q2 net profit seen up 58.64% to Rs 53.4 cr
11 Sep 2009,Buy IndusInd Bank with a target of Rs 112-115: M Thacker
13 Aug 2009,See more appetite for bank's QIP from investors: IndusInd
11 Aug 2009,QIP bonanza: IndusInd raises $100m via 13% stake sale
21 Jul 2009,Buy IndusInd Bank on dips: Sukhani
20 Jul 2009,Keep Rs 75 stoploss in IndusInd Bank: Mohoni
09 Jul 2009,IndusInd Bank has resistance at Rs 92-95: Bose
09 Jul 2009,IndusInd Bank has support at Rs 72: Gujral
08 Jul 2009,Don't buy IndusInd Bank: Sukhani
08 Jul 2009,NPAs improved drastically in FY09; now at 1%: IndusInd Bank
08 Jul 2009,IndusInd Bank Q1 net profit up at Rs 86.5 cr
24 Jun 2009,Buy IndusInd Bank at Rs 82-83: M Thacker
22 Jun 2009,Banksï¿½ credit to realty sector expands in 2008-09
19 Jun 2009,Will raise $75-100m via QIPs: IndusInd Bank
16 Jun 2009,IndusInd Bank can go upto Rs 85: M Thacker
11 Jun 2009,IndusInd Bank has support at Rs 67: Gujral
20 May 2009,IndusInd Bank can test Rs 90-100: R Shah
06 May 2009,Limited upside in IndusInd Bank: P Sekhar
06 May 2009,IndusInd Bank can test Rs 62: Mathew
05 May 2009,No plans to raise capital in next six months: IndusInd Bank
05 May 2009,IndusInd Bank Q4 net profit up 249% at Rs 50.5 cr
09 Mar 2009,IndusInd Bank may buy RBS' Indian operations
19 Jan 2009,IndusInd Bank-CRISIL sign MoU on bank loan ratings
15 Jan 2009,"IndusInd Bank Q3 Net Profit at Rs 45.06cr, up by 80%"
15 Jan 2009,See full-year advances grow at 25%: IndusInd Bank
15 Jan 2009,IndusInd Bank Q3 net profit at Rs 45.06 cr
01 Jan 2009,ICRA reaffirms the highest rating A1+ for IndusInd Bank
