Time,Dates,Sources,Headlines
11.37 am , 25 Jun 2018 ,   Source: Moneycontrol.com,"Buy Torrent Pharma, target Rs 1540: Rajesh Palviya"
9.43 pm , 15 Jun 2018 ,   Source: PTI,Lavender Investments buys Torrent Pharma stake worth Rs 133 cr
3.07 pm , 13 Jun 2018 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1584: HDFC Securities
2.43 pm , 12 Jun 2018 ,   Source: Moneycontrol.com,Hold Torrent Pharmaceuticals; target of Rs 1333: Edelweiss
5.13 pm , 11 Jun 2018 ,   Source: Moneycontrol.com,Buy Torrent Pharmaceuticals; target of Rs 1485: Khambatta Securities
2.45 pm , 04 Jun 2018 ,   Source: Moneycontrol.com,Buy Torrent Pharma between Rs 1430-1400: Rajesh Palviya
1.19 pm , 20 Apr 2018 ,   Source: Moneycontrol.com,Torrent Pharma Q4 PAT seen up 1.3% YoY to Rs. 210 cr: HDFC Securities
6.54 pm , 16 Apr 2018 ,   Source: Moneycontrol.com,Torrent Pharmaceuticals Q4 PAT may dip 37.3% YoY to Rs. 129.3 cr: Edelweiss
3.44 pm , 19 Mar 2018 ,   Source: CNBC-TV18,Remain focused on companies with exposure to Indian markets: IIFL
4.37 pm , 14 Mar 2018 ,   Source: Moneycontrol.com,News Highlights: Facebook bans far-right group; all-woman crew of Indian Navy begins return journey
1.58 pm , 14 Mar 2018 ,   Source: Moneycontrol.com,"Torrent Pharma in talks to raise Rs 1,500 crore for Sanofi generics business bid: Report"
6.15 pm , 09 Mar 2018 ,   Source: Moneycontrol.com,"News Highlights: SC says passive euthanasia permissible, Karti sent to CBI custody for 3 more days"
3.10 pm , 05 Mar 2018 ,   Source: CNBC-TV18,"Buy Blue Star, Sun Pharma, LIC Housing Finance: Ashwani Gujral"
6.03 pm , 01 Mar 2018 ,   Source: PTI,Torrent shareholders clear hike in borrowing limit to Rs 15k crore
11.44 pm , 08 Feb 2018 ,   Source: Moneycontrol.com,"Torrent Pharmaceuticals board meeting on February 08, 2018"
3.25 pm , 25 Jan 2018 ,   Source: PTI,"Torrent Pharma board okays hiking borrowing limit to Rs 15,000 cr"
3.52 pm , 15 Dec 2017 ,   Source: PTI,"Torrent Pharma raises Rs 1,000 cr via NCDs"
3.52 pm , 14 Dec 2017 ,   Source: PTI,Torrent completes acquisition of Unichem's branded business
1.34 pm , 14 Dec 2017 ,   Source: Moneycontrol.com,Torrent Pharma completes acquisition of branded formulation biz of Unichem Lab
4.51 pm , 14 Nov 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharmaceuticals; target of Rs 1390: Edelweiss
12.19 pm , 07 Nov 2017 ,   Source: CNBC-TV18,Will continue to pursue inorganic growth in India & US: Torrent Pharma
1.53 pm , 06 Nov 2017 ,   Source: PTI,Torrent Pharma gets green nod for Rs 300 cr project
10.05 am , 06 Nov 2017 ,   Source: CNBC-TV18,Unichem-Torrent deal positive for both companies: Surajit Pal
8.03 am , 06 Nov 2017 ,   Source: Moneycontrol.com,Torrent sharpens focus on Indian market with Unichem’s brands – time to lock in?
6.57 am , 06 Nov 2017 ,   Source: Moneycontrol.com,News as-it-happened: Union ministers to highlight govt's fight against black money
3.30 pm , 04 Nov 2017 ,   Source: Moneycontrol.com,"Torrent Pharma buys out Unichem, while Divis gets USFDA clearance; stocks in the sector on fire"
9.14 pm , 03 Nov 2017 ,   Source: CNBC-TV18,M&A in 2017: Best in a decade
6.43 pm , 03 Nov 2017 ,   Source: PTI,Torrent Pharma Q2 net dips 1.44% to Rs 204 cr
5.42 pm , 03 Nov 2017 ,   Source: Moneycontrol.com,Torrent Pharma Q2 profit declines 1.4% to Rs 204 crore on pricing pressures in US business
5.19 pm , 03 Nov 2017 ,   Source: Moneycontrol.com,"Torrent to acquire Unichem's domestic branded business for Rs 3,600 crore"
4.48 pm , 27 Oct 2017 ,   Source: CNBC-TV18,Torrent Pharma in talks to buy Unichem's domestic business: Sources
2.58 pm , 21 Oct 2017 ,   Source: Moneycontrol.com,This week in pharma: Quiet Diwali for stocks as analysts predict challenging Q2
3.35 pm , 18 Oct 2017 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Just Dial: Sandeep Wagle"
6.22 pm , 13 Oct 2017 ,   Source: Moneycontrol.com,Torrent Pharmaceuticals Q2 PAT seen up 13.9% YoY to Rs. 235.7 cr: Kotak
3.00 pm , 21 Sep 2017 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Tata Consultancy Services; sell Zee Entertainment: Ashwani Gujral"
4.13 pm , 18 Sep 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1450: Reliance Securities
9.57 am , 05 Sep 2017 ,   Source: CNBC-TV18,"Sell Torrent Pharma, Just Dial, OBC; buy JM Financial, Thomas Cook: Ashwani Gujral"
1.30 pm , 02 Aug 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1450: HDFC Securities
7.07 pm , 01 Aug 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharmaceuticals; target of Rs 1460: Edelweiss
4.27 pm , 31 Jul 2017 ,   Source: PTI,Torrent Pharmaceuticals Q1 net down 35.62% at Rs 188 cr
3.51 pm , 02 Jun 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharmaceuticals; target of Rs 1570: Edelweiss
5.41 pm , 29 May 2017 ,   Source: Moneycontrol.com,Hold Torrent Pharmaceuticals; target of Rs 1200: ICICI Direct
12.31 pm , 23 May 2017 ,   Source: CNBC-TV18,"Sell Torrent Pharma, IGL, Bank of Baroda: Sudarshan Sukhani"
7.50 pm , 12 May 2017 ,   Source: PTI,USFDA issues 4 observations for Torrent Pharma's Indrad plant
1.56 pm , 17 Apr 2017 ,   Source: Moneycontrol.com,Torrent Pharma Q4 PAT may dip 8.3% to Rs 209.9 cr: ICICI Securities
4.28 pm , 10 Apr 2017 ,   Source: CNBC-TV18,Torrent Pharma to acquire clutch of generic brands from Novartis
3.12 pm , 30 Mar 2017 ,   Source: CNBC-TV18,"Buy Torrent Pharma, JSW Energy: Mitessh Thakkar"
11.32 am , 08 Mar 2017 ,   Source: CNBC-TV18,"Buy Kotak Mahindra Bank, NMDC: Mitessh Thakkar"
9.49 am , 28 Feb 2017 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Wockhardt, HUL; sell Canara Bk: Thakkar"
7.52 am , 28 Feb 2017 ,   Source: CNBC-TV18,"Bull's Eye: Buy PNB, Torrent Pharma, GMDC; sell IDBI Bank"
9.27 pm , 23 Feb 2017 ,   Source: Moneycontrol.com,Pharma body comes up with new guidelines on data integrity
1.39 pm , 23 Feb 2017 ,   Source: Moneycontrol.com,Here’s why Deutsche Bank is upbeat on pharmaceutical sector
9.32 am , 15 Feb 2017 ,   Source: CNBC-TV18,"Buy BHEL, IGL; sell Amara Raja, Torrent Pharma: Sukhani"
1.21 pm , 14 Feb 2017 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Tech Mahindra, M&M; sell Asian Paints: LKP"
11.01 am , 09 Feb 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1730: HDFC Securities
5.14 pm , 08 Feb 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharmaceuticals; target of Rs 1625: Edelweiss
4.06 pm , 08 Feb 2017 ,   Source: Moneycontrol.com,Hold Torrent Pharmaceuticals; target of Rs 1535: Religare
1.39 pm , 08 Feb 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharmaceuticals; target of Rs 1700: Motilal Oswal
3.23 pm , 07 Feb 2017 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1475: ICICI Direct
6.22 pm , 03 Feb 2017 ,   Source: PTI,Torrent Pharma Q3 net at Rs 229 crore
2.40 pm , 03 Feb 2017 ,   Source: Moneycontrol.com,Torrent Pharmaceuticals declares interim dividend
12.31 pm , 19 Jan 2017 ,   Source: Moneycontrol.com,"Torrent Pharmaceuticals' Q3 results on Feb 03, 2017"
4.00 pm , 17 Jan 2017 ,   Source: Moneycontrol.com,Torrent Pharma Q3 PAT seen up 7.1% to Rs 220 cr: HDFC Securities
1.28 pm , 16 Jan 2017 ,   Source: Moneycontrol.com,Torrent Pharma Q3 PAT seen up 15% to Rs 238 cr: ICICI Securities
2.00 pm , 14 Jan 2017 ,   Source: Moneycontrol.com,Q3 results: Five trends to watch out from Indian drugmakers
9.00 am , 13 Jan 2017 ,   Source: Moneycontrol.com,"Buy, sell, hold: 12 stocks to watch out as earnings start"
4.26 pm , 09 Jan 2017 ,   Source: CNBC-TV18,"Buy MOIL, NMDC: Sudip Bandopadhyay"
10.47 am , 04 Jan 2017 ,   Source: CNBC-TV18,"DCB Bank can test Rs 130-135, says Ashwani Gujral"
8.22 am , 30 Dec 2016 ,   Source: Moneycontrol.com,"Buy, sell, hold: 6 stocks to watch out on 2016 last trading day"
4.51 pm , 26 Dec 2016 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1665: Edelweiss
2.52 pm , 13 Dec 2016 ,   Source: CNBC-TV18,"Buy Mindtree, Bharat Forge; sell Torrent Pharma: Sandeep Wagle"
11.30 am , 30 Nov 2016 ,   Source: CNBC-TV18,"Buy Ceat, Torrent Pharma; sell BPCL: Ashwani Gujral"
10.07 am , 30 Nov 2016 ,   Source: Moneycontrol.com,"Buy, sell, hold: 9 stocks you can watch out today"
4.18 pm , 23 Nov 2016 ,   Source: Moneycontrol.com,"Buy REC, Century Textiles, Torrent Pharma: Ashwani Gujral"
3.17 pm , 18 Nov 2016 ,   Source: CNBC-TV18,"Sell Tata Steel, SBI, Torrent Pharma: Ashwani Gujral"
7.53 am , 18 Nov 2016 ,   Source: CNBC-TV18,"Bull's Eye: Buy Just Dial, Canara Bank, Biocon, PFC, Rel Capital"
9.12 am , 10 Nov 2016 ,   Source: CNBC-TV18,"Buy SBI, Dr Reddy's Labs, Torrent Pharma, Bharat Forge: Gujral"
3.19 pm , 01 Nov 2016 ,   Source: CNBC-TV18,"Buy MOIL; sell Bharat Financial, Torrent Pharma: Ashwani Gujral"
6.20 pm , 28 Oct 2016 ,   Source: CNBC-TV18,"Tulsian's take on Eicher, other cos that reported Q2 earnings"
9.36 am , 28 Oct 2016 ,   Source: CNBC-TV18,"Sell Torrent Pharma, Godrej Ind; buy HDFC, Petronet: Gujral"
12.12 pm , 27 Oct 2016 ,   Source: CNBC-TV18,"Sell Torrent Pharma, Bharat Financial, HUL: Ashwani Gujral"
8.46 am , 27 Oct 2016 ,   Source: PTI,Torrent Pharma Q2 net dips 59% to Rs 207 cr
6.07 pm , 25 Oct 2016 ,   Source: CNBC-TV18,Torrent Pharma Q2 profit seen down 52% on low operational income
11.01 am , 21 Oct 2016 ,   Source: CNBC-TV18,"Short Torrent Pharma; buy DLF, IRB Infra: Mitesh Thacker"
3.40 pm , 20 Oct 2016 ,   Source: CNBC-TV18,"Buy Jain Irrigation, L&T; sell Torrent Pharma: Mitesh Thacker"
2.04 pm , 12 Oct 2016 ,   Source: PTI,Torrent invests Rs 188 cr to buy 75% stake in PurO Wellness
2.51 pm , 06 Oct 2016 ,   Source: CNBC-TV18,"Sell Torrent Pharma, ICICI Bank; buy HPCL: Sandeep Wagle"
1.59 pm , 06 Oct 2016 ,   Source: CNBC-TV18,"Buy Bajaj Finance, Arvind, HPCL, Torrent Pharma: Ashwani Gujral"
7.53 am , 06 Oct 2016 ,   Source: CNBC-TV18,"Bull's Eye: Buy Tata Coffee, Amara Raja, India Cements; sell Jet"
4.54 pm , 04 Oct 2016 ,   Source: CNBC-TV18,"Buy United Spirits; sell Torrent Pharma, L&T: Ashwani Gujral"
1.39 pm , 27 Sep 2016 ,   Source: CNBC-TV18,"Buy Havells, sell BEML: Sudarshan Sukhani"
11.21 am , 27 Sep 2016 ,   Source: CNBC-TV18,"Sell SBI, Bharti Airtel, Torrent Pharmaceuticals: Ashwani Gujral"
2.57 pm , 16 Sep 2016 ,   Source: CNBC-TV18,"Sell Torrent Pharma, Tata Steel, Syndicate Bank: Sandeep Wagle"
12.27 pm , 10 Sep 2016 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Aurobindo; Lupin may hit Rs 1800: Gujral"
12.09 pm , 09 Sep 2016 ,   Source: CNBC-TV18,"Buy Yes Bank, Apollo Tyres, PNB; sell HDFC, ITC: Ashwani Gujral"
11.23 am , 09 Sep 2016 ,   Source: CNBC-TV18,"Buy HCC, Bajaj Finserv, Torrent Pharma; sell Cairn: Gujral"
9.45 am , 09 Sep 2016 ,   Source: CNBC-TV18,"Buy Aurobindo Pharma, IOB; sell Jubilant Food: Mitesh Thacker"
3.26 pm , 08 Sep 2016 ,   Source: CNBC-TV18,"Go long in Torrent Pharma, Marico, Syndicate Bank: Chaturmohta"
3.23 pm , 08 Sep 2016 ,   Source: CNBC-TV18,"Buy Aurobindo Pharma, Stride Shasun, Torrent Pharma: Gujral"
2.58 pm , 26 Aug 2016 ,   Source: CNBC-TV18,"Buy Indo Count, CESC; short Torrent Pharma: Amit Harchekar"
8.12 pm , 25 Aug 2016 ,   Source: CNBC-TV18,"Here's why Tulsian is upbeat on cement cos, Torrent pharma"
2.50 pm , 23 Aug 2016 ,   Source: CNBC-TV18,"Buy YES Bank, DHFL, Torrent Pharma: Ashwani Gujral"
2.44 pm , 19 Aug 2016 ,   Source: CNBC-TV18,"Go long in Hindustan Zinc, Exide, Torrent Pharma: Chaturmohta"
3.02 pm , 18 Aug 2016 ,   Source: CNBC-TV18,"Buy UltraTech Cement, IndusInd Bank, Torrent Pharma: Wagle"
12.10 pm , 18 Aug 2016 ,   Source: CNBC-TV18,"Buy IndusInd Bank, Torrent Pharma, Gabriel India: Ashwani Gujral"
3.14 pm , 05 Aug 2016 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Ambuja Cements, Hindalco: Sandeep Wagle"
6.18 pm , 29 Jul 2016 ,   Source: CNBC-TV18,"Checkout: SP Tulsian's views on Dish TV, Alembic Pharma, sugar"
12.48 pm , 29 Jul 2016 ,   Source: Moneycontrol.com,Hold Torrent Pharma; target of Rs 1560: Religare
7.50 pm , 27 Jul 2016 ,   Source: PTI,"Torrent Pharma Q1 net slumps 55% to Rs 292 cr, US biz hurts"
3.54 pm , 27 Jul 2016 ,   Source: Moneycontrol.com,Torrent Pharmaceuticals: Outcome of AGM
11.17 am , 26 Jul 2016 ,   Source: Moneycontrol.com,"Torrent Pharma Q1 net may fall 23%, rev seen down; US biz key"
9.49 am , 25 Jul 2016 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Divis Lab, LIC Housing, Adani Ports: Sukhani"
11.55 am , 21 Jul 2016 ,   Source: CNBC-TV18,"Buy Cadila Healthcare, ACC, Torrent Pharma, BPCL: Sandeep Wagle"
4.46 pm , 20 Jul 2016 ,   Source: Moneycontrol.com,Hold Torrent Pharma; target of Rs 1560: Religare
1.04 pm , 16 Jul 2016 ,   Source: Moneycontrol.com,Torrent Pharma Q1 PAT seen down by 9.6% at Rs 322.7 cr: Religare
6.16 pm , 14 Jul 2016 ,   Source: Moneycontrol.com,Torrent Pharma Q1 PAT seen down 1.7% to Rs 350.9 cr: Edelweiss
1.39 pm , 12 Jul 2016 ,   Source: CNBC-TV18,Pick Britannia; PNC Infratech looks interesting: Pankaj Sharma
10.09 am , 08 Jul 2016 ,   Source: CNBC-TV18,"Sell REC, Idea Cellular; buy Torrent Pharma: Sandeep Wagle"
3.30 pm , 30 Jun 2016 ,   Source: PTI,Torrent Pharma to acquire Glochem's Vizag-based facility
2.03 pm , 30 Jun 2016 ,   Source: Moneycontrol.com,Torrent Pharma acquires manufacturing unit of Glochem Industries
12.11 pm , 30 Jun 2016 ,   Source: CNBC-TV18,Here are a few investment ideas from Daljeet Singh Kohli
2.54 pm , 29 Jun 2016 ,   Source: Moneycontrol.com,"Torrent Pharmaceuticals' AGM on July 27, 2016"
5.48 pm , 23 Jun 2016 ,   Source: Reuters,Sun Pharma bets on new products to boost US skincare items rise
9.37 am , 09 Jun 2016 ,   Source: CNBC-TV18,"BPCL may test Rs 1030, Torrent Pharma Rs 1480: Manoj Murlidharan"
11.59 am , 04 Jun 2016 ,   Source: CNBC-TV18,"HUL may test Rs 1050, Tata Motors Rs 550-600: Ashwani Gujral"
9.41 am , 24 May 2016 ,   Source: CNBC-TV18,"Buy Biocon, Dabur; sell Tata Steel, Ajanta Pharma: Gujral"
8.20 am , 24 May 2016 ,   Source: PTI,Torrent Pharma Q4 net at Rs 357 cr
10.43 pm , 23 May 2016 ,   Source: Moneycontrol.com,Torrent Pharmaceuticals: Outcome of board meeting
2.13 pm , 21 May 2016 ,   Source: Moneycontrol.com,"Torrent Pharma Q4 net may jump 145%, margins likely at 30%"
4.16 pm , 20 May 2016 ,   Source: CNBC-TV18,"Buy UPL, Tata Chemicals; sell Torrent Pharma: Ashwani Gujral"
11.06 am , 20 May 2016 ,   Source: CNBC-TV18,"Lupin may test Rs 1800-1900, GATI can touch Rs 155: Gujral"
1.49 pm , 06 May 2016 ,   Source: CNBC-TV18,"Buy Union Bank, Karnataka Bank, Havells: Ashwani Gujral"
9.54 am , 28 Apr 2016 ,   Source: PTI,"Torrent recalls 20,952 cartons of hypertension drug in US"
8.48 am , 22 Apr 2016 ,   Source: CNBC-TV18,6 stocks that you can bet for today
2.37 pm , 21 Apr 2016 ,   Source: CNBC-TV18,"Buy Marico, UPL, Torrent Pharma: Sudarshan Sukhani"
12.45 pm , 12 Apr 2016 ,   Source: CNBC-TV18,"Buy Jain Irrigation, midcap pharma, Rel Cap, Rel Infra: Gujral"
10.00 am , 11 Apr 2016 ,   Source: CNBC-TV18,"L&T Finance may test Rs 76, IRB Infra Rs 210: Prakash Gaba"
1.58 pm , 08 Apr 2016 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Ajanta Pharma; sell Mindtree: Ashwani Gujral"
11.45 am , 08 Apr 2016 ,   Source: CNBC-TV18,"Buy India Cements, Havells India: Ashwani Gujral"
8.54 am , 06 Apr 2016 ,   Source: CNBC-TV18,"Buy TCS, JSW Steel, Torrent Pharma, Ajanta Pharma: Gujral"
3.51 pm , 04 Apr 2016 ,   Source: CNBC-TV18,"Buy Bata India, Torrent Pharma, Jet Airways: Sandeep Wagle"
2.04 pm , 23 Mar 2016 ,   Source: PTI,"Torrent Pharma seeks enabling nod to raise Rs 10,500 cr"
1.09 pm , 23 Mar 2016 ,   Source: Moneycontrol.com,Torrent Pharma: Outcome of board meeting
4.22 pm , 20 Mar 2016 ,   Source: PTI,"Torrent Pharma plans to raise funds via QIP, others"
1.54 pm , 18 Mar 2016 ,   Source: Moneycontrol.com,Torrent Pharma's Dahej plant receives EIR from USFDA
12.31 pm , 18 Mar 2016 ,   Source: CNBC-TV18,Top buzzing stocks to trade on March 18
12.26 pm , 18 Mar 2016 ,   Source: PTI,Torrent Pharma gets establishment nod from USFDA
11.59 am , 16 Mar 2016 ,   Source: CNBC-TV18,"Buy BoB, Tata Steel; sell HUL: Ashwani Gujral"
9.41 am , 16 Mar 2016 ,   Source: CNBC-TV18,"Buy SBI, Axis Bank; Torrent Pharma may go down: Sukhani"
4.30 pm , 09 Mar 2016 ,   Source: CNBC-TV18,"Prefer Aurobindo, Ajanta Pharma, Torrent Pharma: Gujral"
11.32 am , 09 Mar 2016 ,   Source: Moneycontrol.com,Torrent Pharma declares second interim dividend
3.32 pm , 04 Mar 2016 ,   Source: CNBC-TV18,Torrent Pharma may move to Rs 1460: Gaurang Shah
10.53 am , 03 Mar 2016 ,   Source: CNBC-TV18,"Buy Cipla, Torrent Pharma, HCL Tech: Manoj Murlidharan"
9.11 am , 26 Feb 2016 ,   Source: CNBC-TV18,"Buy Sun Pharma, sell banking stocks: Ashwani Gujral"
1.33 pm , 24 Feb 2016 ,   Source: CNBC-TV18,"Sell Strides Shasun, Torrent Pharma, Aurobindo Pharma: Gujral"
10.05 am , 19 Feb 2016 ,   Source: CNBC-TV18,"Sell Asian Paints, Wockhardt; buy HUL, IndusInd Bank: Gujral"
10.02 am , 18 Feb 2016 ,   Source: CNBC-TV18,"Buy Sun Pharma, Cairn, Tata Steel, BoB, Torrent Pharma: Gujral"
3.14 pm , 17 Feb 2016 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Hindustan Unilever; sell BEML: Sukhani"
2.35 pm , 17 Feb 2016 ,   Source: CNBC-TV18,"Buy BPCL, Adani Port, Kotak Mahindra Bank: Gujral"
1.45 pm , 16 Feb 2016 ,   Source: CNBC-TV18,"Sell Torrent Pharma, Voltas; buy Bank of Baroda: Ashwani Gujral"
5.14 pm , 12 Feb 2016 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1840: Edelweiss
4.52 pm , 12 Feb 2016 ,   Source: Moneycontrol.com,Hold Torrent Pharma; target of Rs 1560: Religare
1.14 pm , 08 Feb 2016 ,   Source: CNBC-TV18,"Prefer pharma, Alembic Pharma looks interesting: Dipan Mehta"
5.03 pm , 07 Feb 2016 ,   Source: PTI,"United Spirits, 6 others to get into F&O turf from Feb 26"
6.06 pm , 05 Feb 2016 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 1741: Sharekhan
4.27 pm , 05 Feb 2016 ,   Source: CNBC-TV18,"Buy Bharat Forge, Mindtree: Sudip Bandopadhyay"
10.17 am , 05 Feb 2016 ,   Source: CNBC-TV18,Earnings Pataka: Torrent Pharma posts stellar Q3 results
9.57 pm , 04 Feb 2016 ,   Source: PTI,Torrent Pharma Q3 net zooms 3-fold to Rs 483 crore
5.09 pm , 03 Feb 2016 ,   Source: CNBC-TV18,Torrent Pharma Q3 profit seen up 40% on Abilify generic sales
9.44 pm , 22 Jan 2016 ,   Source: Moneycontrol.com,"Torrent Pharmaceuticals Q3 results on Feb 04, 2016"
2.15 pm , 12 Jan 2016 ,   Source: PTI,Torrent Pharma launches Adalimumab biosimilar in India
1.23 pm , 12 Jan 2016 ,   Source: CNBC-TV18,"Go long in Torrent Pharma, advises Gaurav Bissa"
4.35 pm , 08 Jan 2016 ,   Source: CNBC-TV18,"Hold Torrent Pharma, says Gaurang Shah"
