Time,Dates,Sources,Headlines
4.27 pm , 20 Aug 2010 ,   Source: CNBC-TV18,"Buy Torrent Pharma, Ipca Lab: Ajay Parmar"
4.54 pm , 03 Aug 2010 ,   Source: Moneycontrol.com,Torrent Pharma market performer: Karvy
11.22 pm , 10 Jul 2010 ,   Source: Moneycontrol.com,Torrent Pharma Jun qtr PAT seen up at Rs 80.1 cr: Sharekhan
1.35 pm , 19 Jun 2010 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 630: Emkay
12.12 pm , 17 Apr 2010 ,   Source: Forbes India,Indian Pharma's Second Life
3.11 pm , 11 Mar 2010 ,   Source: CNBC-TV18,Torrent Pharma has target of Rs 538: Daga 
3.23 pm , 10 Mar 2010 ,   Source: Moneycontrol.com,Buy Torrent Pharma with target of Rs 546: Firstcall
3.14 pm , 06 Jan 2010 ,   Source: CNBC-TV18,Torrent Pharma has target of Rs 480: Hemang Jani
11.44 am , 25 Nov 2009 ,   Source: Moneycontrol.com,"Torrent Pharma an outperformer, target of Rs 445: Karvy"
5.37 pm , 06 Nov 2009 ,   Source: Moneycontrol.com,"Torrent Pharmaceuticals outperformer, target Rs 455: Karvy"
3.08 pm , 07 Oct 2009 ,   Source: CNBC-TV18,Torrent Pharma has target of Rs 390: Kohli
9.18 am , 29 Sep 2009 ,   Source: Moneycontrol.com,"Buy Torrent Pharma, target of Rs 390: Emkay Global"
2.26 pm , 02 Sep 2009 ,   Source: Moneycontrol.com,"Buy Torrent Pharma, target of Rs 330: Karvy"
11.11 am , 10 Aug 2009 ,   Source: Moneycontrol.com,"Buy Torrent Pharma, target of Rs 260: Sharekhan"
10.45 am , 30 Jul 2009 ,   Source: CNBC-TV18,Torrent Pharma Q1 net profit down at Rs 15cr
4.41 pm , 20 Jul 2009 ,   Source: Moneycontrol.com,"Buy Torrent Pharma, target of Rs 235: Karvy Stock Broking"
4.18 pm , 10 Jul 2009 ,   Source: Moneycontrol.com,Torrent Jun qtr PAT seen up 8.3% at Rs 53 cr: Sharekhan
6.15 pm , 08 Jun 2009 ,   Source: Moneycontrol.com,"Buy Torrent Pharmaceuticals, target of Rs 260: Sharekhan"
10.28 am , 23 May 2009 ,   Source: Moneycontrol.com,Buy Torrent Pharma; target of Rs 210: Karvy
3.16 pm , 15 Apr 2009 ,   Source: Moneycontrol.com,"Buy Torrent Pharma, target of Rs 200: Karvy"
2.22 pm , 09 Apr 2009 ,   Source: Moneycontrol.com,Torrent Pharma Q4 PAT seen at Rs 29.9 cr: Sharekhan
9.14 am , 29 Jan 2009 ,   Source: Moneycontrol.com,Torrent Pharma Q3 net profit at Rs 50.7 cr
5.56 pm , 13 Jan 2009 ,   Source: Moneycontrol.com,"Buy Torrent Pharma, target of Rs 200: Karvy"
2.05 pm , 09 Jan 2009 ,   Source: Moneycontrol.com,Torrent Pharma Q3 PAT seen at Rs 48.1 cr: Sharekhan
3.02 pm , 18 Jun 2008 ,   Source: CNBC-TV18,Midcap pharma cos on a juggernaut: What�s the trigger?
4.00 pm , 06 May 2008 ,   Source: Moneycontrol.com,Torrent Pharma Q4 revenue down at Rs 320 cr
9.51 am , 05 Oct 2007,@,"Buy Torrent Pharma, target Rs 260: Sharekhan"
1.55 pm , 03 Oct 2007,@,"Buy Torrent Pharma, target Rs 283: Kotak PCR"
2.17 pm , 31 Jul 2007,@,Torrent Pharma Q1 net profit at Rs 27cr
12.01 pm , 25 May 2007,@,Buy Torrent Pharmaceuticals: Edelweiss
4.28 pm , 23 May 2007,@,Estimating growth rate of 22-25% for FY08: Torrent Pharma
3.20 pm , 23 May 2007,@,Torrent Pharma Q4 cons net profit up at Rs 94 cr
2.37 pm , 23 May 2007,@,"Cadila, Torrent, DRL to get govt notice for over-pricing"
4.00 pm , 23 Mar 2007,@,Is Torrent a serious contender for Merck?
4.08 pm , 24 Jan 2007,@,Torrent Pharma to further expand margins 
2.53 pm , 24 Jan 2007,@,Torrent Pharma Q3 net profit at Rs 23.5cr
