Date,Open,Close,Label
03-01-2005,72.625,72.0625,
04-01-2005,71.25,71.712502,__label__1
05-01-2005,71.25,70.906197,__label__1
06-01-2005,70.625,67.843803,__label__1
07-01-2005,68.75,69.693703,__label__2
10-01-2005,69.375,70.918701,__label__1
11-01-2005,69.012497,70.012497,__label__1
12-01-2005,69.5,67.481201,__label__1
13-01-2005,67.637497,68.768799,__label__2
14-01-2005,68.75,68.693703,__label__1
17-01-2005,65.662498,67.574997,__label__1
18-01-2005,67.25,68.343803,__label__1
19-01-2005,68.125,67.543701,__label__1
20-01-2005,61.5312,67.056297,__label__1
24-01-2005,62.75,59.299999,__label__1
25-01-2005,59.125,58.537498,__label__1
27-01-2005,60.006199,62.5,__label__2
28-01-2005,63.125,61.443699,__label__2
31-01-2005,62.5,62.099998,__label__2
01-02-2005,62.25,62.4562,__label__2
02-02-2005,64.375,62.4188,__label__2
03-02-2005,62.6875,62.787498,__label__2
04-02-2005,61.875,61.512501,__label__1
07-02-2005,61.625,61.174999,__label__2
08-02-2005,60.625,60.8563,__label__1
09-02-2005,60.8563,60.162498,__label__1
10-02-2005,60,62.337502,__label__1
11-02-2005,62.462502,60.993801,__label__2
14-02-2005,60.6875,60.737499,__label__1
15-02-2005,60.131199,61.375,__label__1
16-02-2005,61.618801,60.349998,__label__2
17-02-2005,59.375,59.943699,__label__1
18-02-2005,59.8563,58.087502,__label__1
21-02-2005,58.75,58.1063,__label__2
22-02-2005,58.75,59.237499,__label__2
23-02-2005,60.125,59.200001,__label__2
24-02-2005,59.375,59.693699,__label__2
25-02-2005,61.875,58.568699,__label__2
28-02-2005,60,57.4562,__label__2
01-03-2005,61.737499,57.5,__label__2
02-03-2005,58.625,57.512501,__label__2
03-03-2005,59.875,57.325001,__label__2
04-03-2005,57.625,57.200001,__label__2
07-03-2005,57.75,57.556301,__label__2
08-03-2005,56.9062,55.549999,__label__1
09-03-2005,57.4375,55.200001,__label__2
10-03-2005,56.4375,55.162498,__label__2
11-03-2005,59.875,54.9813,__label__2
14-03-2005,60.1875,53.900002,__label__2
15-03-2005,54.375,53.75,__label__2
16-03-2005,54.375,55.525002,__label__2
17-03-2005,55.012501,55.1437,__label__1
18-03-2005,54.924999,55,__label__1
21-03-2005,54.4375,54.837502,__label__1
22-03-2005,54,54.049999,__label__1
23-03-2005,54.862499,54.224998,__label__2
24-03-2005,55.237499,53.318699,__label__2
28-03-2005,53.75,53.7687,__label__2
29-03-2005,49.4375,55.049999,__label__1
30-03-2005,55.0438,54.681301,__label__1
31-03-2005,55,55.0438,__label__2
01-04-2005,55,55.5187,__label__1
04-04-2005,59.875,56.075001,__label__2
05-04-2005,55.631199,56.1875,__label__1
06-04-2005,56.1875,57.131199,__label__1
07-04-2005,56.0312,56.125,__label__1
08-04-2005,53.881199,56.318699,__label__1
11-04-2005,54.993801,57.368801,__label__1
12-04-2005,57.125,58.912498,__label__1
13-04-2005,58.75,58.181301,__label__1
15-04-2005,57.5,59.349998,__label__1
18-04-2005,59.125,59.1562,__label__1
19-04-2005,58.75,57.3937,__label__1
20-04-2005,57.25,58.537498,__label__1
21-04-2005,58.125,57.575001,__label__1
22-04-2005,57.7687,57.7313,__label__2
25-04-2005,57.75,57.7313,__label__2
26-04-2005,57.5,58.306301,__label__1
27-04-2005,57.887501,57.931301,__label__1
28-04-2005,57.5,57.243801,__label__1
29-04-2005,56.875,53.799999,__label__1
02-05-2005,55.125,55.5938,__label__2
03-05-2005,54.787498,55.4688,__label__1
04-05-2005,56.25,55.450001,__label__2
05-05-2005,55.5,55.575001,__label__2
06-05-2005,55.599998,56.400002,__label__2
09-05-2005,55.75,57.637501,__label__1
10-05-2005,55.75,57.3125,__label__1
11-05-2005,58.3563,58.1562,__label__2
12-05-2005,58.25,58.8563,__label__2
13-05-2005,61.25,58.974998,__label__2
16-05-2005,57.5,58.299999,__label__1
17-05-2005,59.3125,57.025002,__label__2
18-05-2005,53.25,57.1562,__label__1
19-05-2005,57.5,57.8125,__label__2
20-05-2005,57.625,57.243801,__label__1
23-05-2005,60,58.487499,__label__2
24-05-2005,58.4375,57.262501,__label__1
25-05-2005,58.125,58.75,__label__2
26-05-2005,59.375,58.9188,__label__2
27-05-2005,58.25,58.962502,__label__1
30-05-2005,57.75,58.6875,__label__1
31-05-2005,57.75,59.368801,__label__1
01-06-2005,57.75,60.0438,__label__1
02-06-2005,59.75,59.4375,__label__1
03-06-2005,59.75,58.9562,__label__2
06-06-2005,60,59.037498,__label__2
07-06-2005,59.75,59.174999,__label__2
08-06-2005,58.762501,59.549999,__label__1
09-06-2005,58.75,60.0625,__label__1
10-06-2005,57.875,59.1875,__label__1
13-06-2005,60,58.568699,__label__2
14-06-2005,58.75,59.068699,__label__2
15-06-2005,59,60.3563,__label__1
16-06-2005,60,58.9062,__label__1
17-06-2005,58.75,58.5,__label__1
20-06-2005,58.125,58.068699,__label__1
21-06-2005,58.237499,57.5625,__label__2
22-06-2005,58.125,57.537498,__label__2
23-06-2005,58.6875,59.037498,__label__2
24-06-2005,60.493801,59.150002,__label__2
27-06-2005,61.125,63.224998,__label__2
28-06-2005,63.887501,62.0625,__label__2
29-06-2005,63.5625,61.743801,__label__2
30-06-2005,62.75,61.9562,__label__2
01-07-2005,62.3125,63.506199,__label__2
04-07-2005,63.25,63.868801,__label__1
05-07-2005,64,62.75,__label__2
06-07-2005,64.375,63.662498,__label__2
07-07-2005,62.625,62.131199,__label__1
08-07-2005,62.5,62.150002,__label__2
11-07-2005,63.125,62.400002,__label__2
12-07-2005,62.5,62.075001,__label__2
13-07-2005,62.5,62.099998,__label__2
14-07-2005,61.25,62.012501,__label__1
15-07-2005,62.5,61.8937,__label__2
18-07-2005,63.75,65.724998,__label__2
19-07-2005,67.375,68.131203,__label__2
20-07-2005,68.125,67.118797,__label__1
21-07-2005,69.375,65.831299,__label__2
22-07-2005,65,65.531197,__label__1
25-07-2005,65.5,64.487503,__label__1
26-07-2005,63.762501,65.168701,__label__1
27-07-2005,68.5,68.656197,__label__2
28-07-2005,null,null,#VALUE!
29-07-2005,57,66.637497,#VALUE!
01-08-2005,66.75,67.143799,__label__2
02-08-2005,65.881203,67.156197,__label__1
03-08-2005,67.5,66.6875,__label__2
04-08-2005,66.375,68.025002,__label__1
05-08-2005,67.625,67.756203,__label__1
08-08-2005,69.625,70.031197,__label__2
09-08-2005,72.456299,70.231201,__label__2
10-08-2005,70.25,70.168701,__label__2
11-08-2005,72.125,70.993797,__label__2
12-08-2005,70,70.893799,__label__1
16-08-2005,68.318703,73.012497,__label__1
17-08-2005,72.9375,73.824997,__label__1
18-08-2005,72.125,71.306297,__label__1
19-08-2005,71.625,72.481201,__label__2
22-08-2005,72.493797,72.531197,__label__2
23-08-2005,71.25,70.081299,__label__1
24-08-2005,69.875,69.956299,__label__1
25-08-2005,70.25,70.931297,__label__2
26-08-2005,69.768799,69.449997,__label__1
29-08-2005,65.756203,68.949997,__label__1
30-08-2005,66.512497,69.375,__label__1
31-08-2005,65.125,69.487503,__label__1
01-09-2005,66.25,71.818703,__label__1
02-09-2005,71.875,71.400002,__label__2
05-09-2005,71.25,71.512497,__label__1
06-09-2005,73.5625,71.718803,__label__2
08-09-2005,72.5,70.306297,__label__2
09-09-2005,71.6875,70.162498,__label__2
12-09-2005,70.531197,71.912498,__label__2
13-09-2005,71.875,73.712502,__label__1
14-09-2005,73.75,72.574997,__label__2
15-09-2005,74.8125,72.543701,__label__2
16-09-2005,72.5,74.418701,__label__1
19-09-2005,74,75.293701,__label__1
20-09-2005,75.125,74.106201,__label__1
21-09-2005,73.75,72.568703,__label__1
22-09-2005,73.75,73.125,__label__2
23-09-2005,72.5,72.656197,__label__1
26-09-2005,70.512497,73.737503,__label__1
27-09-2005,72.5,75.0625,__label__1
28-09-2005,74.881203,75.143799,__label__1
29-09-2005,74.125,73.243797,__label__1
30-09-2005,73.75,72.643799,__label__2
03-10-2005,72.5,74.131203,__label__1
04-10-2005,73.875,80.781197,__label__1
05-10-2005,81.5,80.887497,__label__2
06-10-2005,80,79.162498,__label__1
07-10-2005,80.875,77.237503,__label__2
10-10-2005,76.256203,75.631203,__label__1
11-10-2005,73.875,74.018799,__label__1
13-10-2005,73.125,73.75,__label__1
14-10-2005,73.125,74.243797,__label__1
17-10-2005,73.75,73.862503,__label__1
18-10-2005,73.881203,74.331299,__label__2
19-10-2005,73.75,74.912498,__label__1
20-10-2005,75.625,72.5625,__label__2
21-10-2005,73.75,75,__label__2
24-10-2005,71.25,75.275002,__label__1
25-10-2005,73.906197,73.75,__label__1
26-10-2005,73.75,74.793701,__label__1
27-10-2005,73.75,73.75,__label__1
28-10-2005,73.75,73.487503,__label__1
31-10-2005,74.018799,75.168701,__label__2
02-11-2005,73.768799,75.243797,__label__1
04-11-2005,null,null,#VALUE!
07-11-2005,74.375,74.218803,#VALUE!
08-11-2005,74.0625,75.0625,__label__1
09-11-2005,74.125,74.349998,__label__1
10-11-2005,74.625,75.043701,__label__2
11-11-2005,74.125,74.681297,__label__1
