Date,Open,High,Low,Close,Volume
08/10/09,1644.150024,1682,1644.150024,1669.050049,39278
09/10/09,1625,1670,1621.199951,1645.349976,23165
12/10/09,1650,1650,1609.099976,1630.550049,66188
14/10/09,1629,1660.25,1629,1644.949951,96827
15/10/09,1655,1665,1634,1651.449951,26750
16/10/09,1665,1667,1635.050049,1643.900024,27324
20/10/09,1656,1685,1644.5,1661.050049,47689
21/10/09,1664.699951,1680,1605.25,1612.900024,70175
22/10/09,1612.849976,1650,1595,1605.650024,102814
23/10/09,1615,1618.849976,1579,1586.400024,36350
26/10/09,1605,1614,1545.199951,1594.099976,52802
27/10/09,1600,1614.900024,1580,1591.050049,66816
28/10/09,1550,1587.949951,1550,1572.75,28251
29/10/09,1555,1575,1534,1544.349976,23298
30/10/09,1575,1581.900024,1551.199951,1565.800049,26149
03/11/09,1550,1575,1480,1510.949951,61069
04/11/09,1525,1535,1452,1525.550049,41771
05/11/09,1527.949951,1565.050049,1492,1560.849976,23815
06/11/09,1575,1583,1522,1529.900024,26898
09/11/09,1543,1564.949951,1532.050049,1551.150024,25855
10/11/09,1556,1556,1489,1500.400024,104771
11/11/09,1509.900024,1519,1477,1514.550049,36728
12/11/09,1515,1534.800049,1504,1518.650024,26867
13/11/09,1521.099976,1592,1511.300049,1579.199951,66145
16/11/09,1593,1647,1593,1639.5,77636
17/11/09,1646.900024,1700,1637.099976,1679.050049,114660
18/11/09,1675,1689.800049,1655.5,1666.449951,29346
19/11/09,1699,1699,1631,1641,53179
20/11/09,1620,1676.400024,1620,1651.550049,49229
23/11/09,1660,1696,1645,1652.550049,49764
24/11/09,1659,1695,1655,1688.099976,77261
25/11/09,1695,1734,1689,1725.949951,77231
26/11/09,1727,1797.800049,1719.900024,1736.5,141184
27/11/09,1677,1764,1677,1745.699951,55219
30/11/09,1769,1775,1708,1720.900024,62540
01/12/09,1740,1752,1682.099976,1725.900024,50799
02/12/09,1765.349976,1765.349976,1703.099976,1710.150024,47132
03/12/09,1705,1720,1681.050049,1693.849976,41180
04/12/09,1690,1697,1651.25,1666.5,139226
07/12/09,1663.900024,1684,1655,1674.099976,36376
08/12/09,1674.099976,1684,1652,1671.800049,22240
09/12/09,1660,1712,1660,1700.949951,41942
10/12/09,1695,1700,1669,1674.75,53742
11/12/09,1695,1704,1661,1670.800049,32712
14/12/09,1650,1695.699951,1650,1685.449951,34068
15/12/09,1687.449951,1695,1658,1666.199951,37323
16/12/09,1656.25,1685,1644,1658.650024,18522
17/12/09,1663,1683,1645.199951,1665.050049,316806
18/12/09,1669,1695,1666.150024,1675.400024,497729
21/12/09,1674,1685,1655,1670.099976,55754
22/12/09,1698.699951,1701,1672.5,1690.099976,220567
23/12/09,1704,1719.800049,1692,1703.449951,28828
24/12/09,1709,1715,1707,1710.050049,790
29/12/09,1735,1776,1733,1743.599976,52620
30/12/09,1740,1750,1704,1707.25,45391
31/12/09,1716,1727.900024,1707.400024,1716.449951,27842
04/01/10,1739,1739,1705,1713.300049,64897
05/01/10,1730,1730,1710,1715.599976,180624
06/01/10,1720.050049,1729,1685,1695.849976,323502
07/01/10,1708.800049,1708.800049,1633.300049,1653.349976,605949
08/01/10,1655,1667.300049,1616,1646.949951,70469
