Time,Dates,Sources,Headlines
4.44 pm , 30 Dec 2011 ,   Source: CNBC-TV18,"Buy Yes Bank, sell Kotak Mahindra Bank, says Sukhani"
10.02 am , 30 Dec 2011 ,   Source: CNBC-TV18,Kotak Mahindra Bank may slip to Rs 425: Sukhani
7.01 pm , 28 Dec 2011 ,   Source: Moneycontrol.com,Sell Kotak Mahindra Bank Jan future; target Rs 438: IIFL
11.24 am , 24 Dec 2011 ,   Source: Moneycontrol.com,2012: Year of savings rate war?
6.04 pm , 20 Dec 2011 ,   Source: CNBC-TV18,"SBI, Kotak Mahindra Bank top picks in banking space: Shah"
4.12 pm , 20 Dec 2011 ,   Source: CNBC-TV18,Ashok Leyland can go below Rs 20: Sukhani
7.50 am , 20 Dec 2011 ,   Source: Moneycontrol.com,Super Six stocks you can bet on Dec 20
3.04 pm , 16 Dec 2011 ,   Source: CNBC-TV18,"Prefer Yes Bank, Kotak Mahindra for long term: Mohindar"
10.31 pm , 13 Dec 2011 ,   Source: CNBC-TV18,Are long-only funds eyeing to exit India?
10.59 am , 12 Dec 2011 ,   Source: CNBC-TV18,"Bull's Eye: Buy Geometric, ICICI Bank; short Educomp"
10.48 am , 12 Dec 2011 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Sukhani
11.14 am , 08 Dec 2011 ,   Source: CNBC-TV18,IndusInd Bank may come down to Rs 230: Jai Bala
12.45 pm , 05 Dec 2011 ,   Source: Moneycontrol.com,"Bull's Eye: Buy Escorts, SAIL, Reliance Capital"
6.34 pm , 30 Nov 2011 ,   Source: CNBC-TV18,Kotak Mahindra Bank may slip to Rs 425: Sukhani
1.57 pm , 30 Nov 2011 ,   Source: CNBC-TV18,Sell Kotak Mahindra Bank: Sukhani
9.09 am , 14 Nov 2011 ,   Source: CNBC-TV18,Go long on Kotak Mahindra Bank: Sukhani
2.20 pm , 03 Nov 2011 ,   Source: Moneycontrol.com,Federal Bank not to jump into savings rate hike war
6.41 pm , 02 Nov 2011 ,   Source: CNBC-TV18,"Axis Bank, Kotak Mahindra Bank look good bets: Diwan"
5.54 pm , 31 Oct 2011 ,   Source: CNBC-TV18,Prefer banking stocks over IT: Paul
10.43 am , 31 Oct 2011 ,   Source: CNBC-TV18,"Buy Kotak Mahindra Bank, says Anu Jain"
8.32 pm , 30 Oct 2011 ,   Source: Reuters,"Kotak Mahindra Bank raises savings interest, base rates"
2.50 pm , 25 Oct 2011 ,   Source: CNBC-TV18,Go long in Kotak Mahindra above Rs 486: Kulkarni
2.38 pm , 25 Oct 2011 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q2 cons net up 25% at Rs 433 cr
8.21 am , 25 Oct 2011 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q2 PAT seen up 24% at Rs 241.2 cr
9.20 pm , 19 Oct 2011 ,   Source: PTI,Kotak Bank drags microlender Trident to court over default
11.28 am , 05 Oct 2011 ,   Source: CNBC-TV18,Axis Bank has support at Rs 930-940: Amit Gupta
5.20 pm , 29 Sep 2011 ,   Source: CNBC-TV18,M&M has target around Rs 880: Mohindar
4.27 pm , 27 Sep 2011 ,   Source: PTI,Kotak Group gets more time to dilute 11% stake in ACE
2.56 pm , 27 Sep 2011 ,   Source: CNBC-TV18,Kotak Mahindra Bank looks good: Salil Sharma
9.35 am , 19 Sep 2011 ,   Source: CNBC-TV18,Prefer private banks over public banks: Thukral
1.25 pm , 16 Sep 2011 ,   Source: Moneycontrol.com,Hold Kotak Mahindra for long term: Ranak Merchant
6.52 pm , 06 Sep 2011 ,   Source: CNBC-TV18,Kotak Mahindra Bank may test Rs 480: Paul
1.08 pm , 30 Aug 2011 ,   Source: Moneycontrol.com,Banking license: Is there any hurdle for new entrants?
6.31 pm , 11 Aug 2011 ,   Source: Reuters,Kotak Mahindra MD sees sector loan growth below RBI target
2.55 pm , 11 Aug 2011 ,   Source: Reuters,"Kotak Mahindra sees growth from semi-urban, rural business"
1.54 pm , 10 Aug 2011 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: SP Tulsian
