Time,Dates,Sources,Headlines
1.28 pm , 20 Nov 2014 ,   Source: CNBC-TV18,Dhananjay Sinha positive on Kotak Mahindra Bank
11.01 am , 20 Nov 2014 ,   Source: CNBC-TV18,Dhirendra Tiwari positive on Kotak Mahindra Bank
8.47 am , 20 Nov 2014 ,   Source: CNBC-TV18,Here are top 10 stocks to keep an eye on November 20
1.08 pm , 11 Nov 2014 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target of Rs 1117: ICICIdirect
5.56 pm , 07 Nov 2014 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target of Rs 1111: KRChoksey
9.00 am , 07 Nov 2014 ,   Source: CNBC-TV18,Super Six: Top chart picks for November 7
3.53 pm , 22 Oct 2014 ,   Source: CNBC-TV18,"Kotak Mah Q2 nos meet estimates, experts remain bullish"
12.16 pm , 22 Oct 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q2 profit jumps 26% on other income
11.04 am , 22 Oct 2014 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q2 profit may jump 15.2% to Rs 406 cr
12.29 pm , 20 Oct 2014 ,   Source: CNBC-TV18,"Buy Kotak Bank, Arvind; sell GMR Infra fut: Manav Chopra"
9.10 am , 20 Oct 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy Arvind, Aurobindo, ICICI Bank, UPL"
8.08 pm , 29 Sep 2014 ,   Source: PTI,FTIL exits MCX; completes 15% stake sale to Kotak Mah Bk
3.23 pm , 29 Sep 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank buys 15% in MCX India
10.05 pm , 26 Sep 2014 ,   Source: PTI,S&P raises outlook of 11 FIs;maintains -ve for Syndicate Bk
10.05 pm , 26 Sep 2014 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank's Q2 results on Oct 22, 2014"
9.56 am , 22 Sep 2014 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Sudarshan Sukhani
1.26 pm , 19 Sep 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Asset Management acquires schemes of PineBridge mutual fund
10.32 am , 17 Sep 2014 ,   Source: CNBC-TV18,Dipan Mehta neutral on banking space
9.47 am , 12 Sep 2014 ,   Source: CNBC-TV18,"Short Kotak Mah Bank, buy SBI 2550 Put: Gopi Suvanam"
9.24 am , 08 Sep 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank: Outcome of board meeting
2.46 pm , 04 Sep 2014 ,   Source: CNBC-TV18,"Buy Kotak Bank, Hero Motocorp, Asian Paints: Sukhani"
7.25 pm , 27 Aug 2014 ,   Source: PTI,FTIL exits MCX by selling 5% stake for over Rs 200cr
5.42 pm , 27 Aug 2014 ,   Source: PTI,FMC okays Kotak Mahindra Bank deal to buy 15% stake in MCX
3.25 pm , 20 Aug 2014 ,   Source: CNBC-TV18,"Buy Shriram Trans, M&M Fin, Kotak Mahindra Bank: Sukhani"
9.18 pm , 18 Aug 2014 ,   Source: CNBC-TV18,MCX board approves Kotak investment; to shy away from FTIL
9.28 am , 13 Aug 2014 ,   Source: CNBC-TV18,"Buy Kotak Mahindra Bank, says Sudarshan Sukhani"
1.20 pm , 08 Aug 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank: Outcome of board meeting
12.13 pm , 07 Aug 2014 ,   Source: CNBC-TV18,Short Kotak Mahindra Bank: Chandan Taparia
8.37 am , 06 Aug 2014 ,   Source: PTI,FTIL says MCX stake sale to Kotak Bank done at 'fair' price
5.44 pm , 04 Aug 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank: Outcome of AGM
3.12 pm , 30 Jul 2014 ,   Source: CNBC-TV18,Kotak Mahindra Bank may hit Rs 1000: Kunal Bothra
8.34 pm , 25 Jul 2014 ,   Source: PTI,"RBI penalises ICICI Bank, Canara Bank, Yes Bank & 9 others"
6.47 pm , 25 Jul 2014 ,   Source: Moneycontrol.com,Motilal Oswal neutral on Kotak Mahindra Bank; target Rs 875
3.10 pm , 23 Jul 2014 ,   Source: Moneycontrol.com,Accumulate Kotak Mahindra Bank; tgt of Rs 1000: KRChoksey
11.18 am , 22 Jul 2014 ,   Source: CNBC-TV18,Kotak-MCX deal: Is cleansing in commodities market over?
4.30 pm , 21 Jul 2014 ,   Source: CNBC-TV18,Kotak deal brings stability to MCX: Ex-NCDEX chairman
1.20 pm , 21 Jul 2014 ,   Source: Moneycontrol.com,Kotak picks up stake: The worst is behind for MCX
10.43 am , 21 Jul 2014 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Sudarshan Sukhani
9.55 am , 21 Jul 2014 ,   Source: CNBC-TV18,Kotak Bank pure financial investor in MCX: Paul Parambi
8.52 am , 21 Jul 2014 ,   Source: CNBC-TV18,Kotak-MCX-FTIL deal win-win; pricing apt: ICAN Advisors
8.11 am , 21 Jul 2014 ,   Source: Moneycontrol.com,FTIL to sell 15% in MCX to Kotak Mahindra for Rs 459 cr
12.40 pm , 20 Jul 2014 ,   Source: PTI,Bajaj Fin to exit construction equipment finance biz
12.20 pm , 18 Jul 2014 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target of Rs 945: ICICIdirect
3.44 pm , 17 Jul 2014 ,   Source: Moneycontrol.com,Accumulate Kotak Mahindra Bank: Motilal Oswal
10.12 am , 17 Jul 2014 ,   Source: Moneycontrol.com,Will you buy Kotak post Q1 results? Analysts up target
9.09 am , 17 Jul 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank increases FIIs investment limit to 40%
12.09 pm , 16 Jul 2014 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank Q1 net up 11%, asset quality improves"
10.11 pm , 15 Jul 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q1 net seen rising 6.5% YoY
6.09 pm , 15 Jul 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q1 net may dip at Rs 391cr: P Lilladher
6.07 pm , 15 Jul 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Q1 net seen up 7% to Rs 431 cr: ICICIdirect
11.42 am , 15 Jul 2014 ,   Source: CNBC-TV18,"Prefer Kotak Mahindra Bank, IndusInd Bank, HDFC Bank: Irani"
2.30 pm , 10 Jul 2014 ,   Source: CNBC-TV18,India Inc gives a thumbs up to maiden Modi Budget
7.08 pm , 07 Jul 2014 ,   Source: PTI,Abu Dhabi Investment Auth sells Rs 420-cr Kotak Bank shares
3.28 pm , 07 Jul 2014 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Manas Jaiswal
12.59 pm , 07 Jul 2014 ,   Source: Moneycontrol.com,12 Budget measures to expect; stocks likely to benefit: DB
3.48 pm , 24 Jun 2014 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Yogesh Mehta
9.18 pm , 23 Jun 2014 ,   Source: PTI,"DoD meets SteelMin, merchant bankers on SAIL disinvestment"
10.08 am , 23 Jun 2014 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank's Q1 results on July 16, 2014"
1.27 pm , 18 Jun 2014 ,   Source: CNBC-TV18,Avoid Kotak Mahindra Bank: Sudarshan Sukhani
3.34 pm , 17 Jun 2014 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank's AGM on July 16, 2014"
1.16 pm , 16 Jun 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank fixes book closure for dividend & AGM
3.08 pm , 11 Jun 2014 ,   Source: CNBC-TV18,"Buy Kotak Mahindra on dips, may test Rs 960: Taparia"
3.04 pm , 11 Jun 2014 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Manas Jaiswal
12.19 pm , 10 Jun 2014 ,   Source: CNBC-TV18,FM-bankers meet: Uday Kotak suggests listing of LIC
7.06 pm , 09 Jun 2014 ,   Source: CNBC-TV18,Indian story has tremendous opportunity: Uday Kotak
8.21 am , 06 Jun 2014 ,   Source: CNBC-TV18,Super Six stocks you can bet on June 6
8.27 am , 03 Jun 2014 ,   Source: CNBC-TV18,Check out: Trading stocks for short term gain
4.33 pm , 02 Jun 2014 ,   Source: CNBC-TV18,YES Bank QIP got 6-7 large orders from FIIs: Deutsche Bank
2.04 pm , 30 May 2014 ,   Source: CNBC-TV18,Constantly looking for inorganic opportunities: KMBL
12.14 pm , 30 May 2014 ,   Source: CNBC-TV18,Kotak Trustee Co sells 3.24% stake in Kotak Mahindra Bank
7.36 pm , 28 May 2014 ,   Source: CNBC-TV18,May look at M&A or stake sale to cut holding: Uday Kotak
7.02 pm , 22 May 2014 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target of Rs 835: KRChoksey
4.34 pm , 08 May 2014 ,   Source: CNBC-TV18,Sell Kotak Mahindra Bank: Gopi Suvanam
4.48 pm , 02 May 2014 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target of Rs 770: ICICIdirect
9.48 pm , 30 Apr 2014 ,   Source: CNBC-TV18,Kotak Mahindra Bank eyeing MCX stake?
4.20 pm , 30 Apr 2014 ,   Source: CNBC-TV18,Low provisions helped Kotak meet Q4 estimates: ICICI Direct
3.54 pm , 30 Apr 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q4 net falls 7% on lower other income
2.49 pm , 30 Apr 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank recommends dividend
2.01 pm , 30 Apr 2014 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q4 PAT seen down 11% to Rs 389.5 cr
11.13 am , 30 Apr 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q4 net may dip 18% at Rs 357cr: MOST
12.30 pm , 09 Apr 2014 ,   Source: CNBC-TV18,Kotak Mahindra Bank may test Rs 840: Amit Gupta
12.30 pm , 07 Apr 2014 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank's FY14 results on April 30, 2014"
3.31 pm , 04 Apr 2014 ,   Source: PTI,Few applicants may be better at differentiated banking: RBI
3.41 pm , 01 Apr 2014 ,   Source: CNBC-TV18,Market beginning to factor in NDA victory: Uday Kotak
2.15 pm , 01 Apr 2014 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank on correction: Yogesh Mehta
9.21 pm , 31 Mar 2014 ,   Source: PTI,No decision yet on new bank licences by RBI: EC
10.57 am , 31 Mar 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank shifts its registered office
1.12 pm , 26 Mar 2014 ,   Source: CNBC-TV18,Kotak Mahindra Bank may test Rs 750-800: Amit Gupta
2.41 pm , 20 Mar 2014 ,   Source: CNBC-TV18,More banks importing gold won't aid volumes: Titan
8.27 am , 07 Mar 2014 ,   Source: CNBC-TV18,Super Six short term picks for March 07
10.25 am , 25 Feb 2014 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Siddharth Bhamre
11.51 am , 23 Feb 2014 ,   Source: PTI,Jalan panel on bank licences to hold last meeting on Feb 25
8.22 am , 14 Feb 2014 ,   Source: CNBC-TV18,Super Six stocks you can bet on February 14
3.00 pm , 10 Feb 2014 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target Rs 690: Firstcall Research
8.45 am , 04 Feb 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank hikes term deposit rates
9.22 pm , 03 Feb 2014 ,   Source: PTI,Kotak Mahindra Bank hikes term deposit rates by 25 bps
10.50 am , 27 Jan 2014 ,   Source: CNBC-TV18,Sell Kotak Mahindra Bank: Hemant Thukral
6.10 pm , 21 Jan 2014 ,   Source: CNBC-TV18,Hold Kotak Mahindra Bank: SP Tulsian
1.18 pm , 21 Jan 2014 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank Q3 disappoints, net dips 6% to Rs 340cr"
10.01 am , 21 Jan 2014 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q3 PAT seen up at Rs 362.4cr: MOST
6.23 pm , 20 Jan 2014 ,   Source: Moneycontrol.com,Kotak Mah Bank Q3 PAT seen up 3% at Rs 373cr: ICICIdirect
6.02 pm , 20 Jan 2014 ,   Source: CNBC-TV18,"Kotak Mah Bank Q3 PAT seen up 7%, may surprise street: Poll"
11.20 am , 09 Jan 2014 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank's Q3 results on Jan 21, 2014"
3.03 pm , 03 Jan 2014 ,   Source: CNBC-TV18,"Below Rs 707, Kotak Mahindra may test Rs 680: Kunal Bothra"
10.01 am , 30 Dec 2013 ,   Source: PTI,Seeing fall in home loan book growth: Kotak Mah Bank
10.27 pm , 18 Dec 2013 ,   Source: CNBC-TV18,Banks not keen to act as insurance brokers
10.28 pm , 17 Dec 2013 ,   Source: PTI,Kotak Mahindra Bank plans to increase branches to 600 plus
11.28 am , 21 Nov 2013 ,   Source: CNBC-TV18,Gautam Shah bullish on private banking space
4.18 pm , 10 Nov 2013 ,   Source: PTI,"Bank licences: Sebi scans listed applicants, group firms"
10.59 am , 05 Nov 2013 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank on dips: Anu Jain
2.47 pm , 29 Oct 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank may test Rs 760: Kunal Bothra
8.43 am , 25 Oct 2013 ,   Source: CNBC-TV18,Super Six buy/sell call for October 25
5.57 pm , 24 Oct 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank may test Rs 750: Abhijit Paul
12.49 pm , 24 Oct 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank Q2 profit up 16%, NIM rises to 4.9%"
12.24 pm , 24 Oct 2013 ,   Source: CNBC-TV18,See 5-6% upside in Kotak Mahindra Bank: Baliga
11.50 am , 24 Oct 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q2 net may rise to Rs 392cr: KR Choksey
11.49 am , 24 Oct 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q2 PAT seen up Rs 370cr: ICICIdirect
11.35 am , 24 Oct 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q2 PAT may rise 28.5% to Rs 360.4 cr
10.44 am , 14 Oct 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank's Q2 results on Oct 24, 2013"
8.24 am , 10 Oct 2013 ,   Source: CNBC-TV18,Super Six: Top chart picks for October 10
3.09 pm , 08 Oct 2013 ,   Source: CNBC-TV18,Prefer Kotak Mahindra Bank: Pritesh Mehta
2.20 pm , 06 Oct 2013 ,   Source: PTI,Chakrabarty says only provisional list of new banks by Jan
9.30 am , 04 Oct 2013 ,   Source: CNBC-TV18,"Brokerage calls: Buy Sun Pharma, Tata Motors; sell Bharti"
12.36 pm , 03 Oct 2013 ,   Source: Moneycontrol.com,Buy Kotak Mahindra Bank; target Rs 786: Firstcall Research
9.59 am , 01 Oct 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank not to transfer any SLR security from AFS/ HFT to HTM
9.30 am , 30 Sep 2013 ,   Source: CNBC-TV18,"Here's how brokerage are playing Marico, SBI, Mah & Mah Fin"
11.24 am , 29 Sep 2013 ,   Source: PTI,RBI likely to finish scrutiny for new bank licence in 1-mth
5.32 pm , 26 Sep 2013 ,   Source: CNBC-TV18,"Buy Syndicate Bank, Canara Bank, ICICI Bank: Vayalar"
6.46 pm , 02 Sep 2013 ,   Source: PTI,New banks: RBI zeroes on 5 for panel to screen applications
6.17 pm , 02 Sep 2013 ,   Source: CNBC-TV18,Avoid Kotak Mahindra Bank: Shardul Kulkarni
8.49 am , 13 Aug 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank revises its base rate to 10%
7.05 pm , 01 Aug 2013 ,   Source: PTI,Kotak Mahindra Bank to open 100 new branches in FY 2014
12.44 pm , 31 Jul 2013 ,   Source: CNBC-TV18,"Buy Infosys; sell Kotak Mahindra Bank, Tata Motors"
1.36 pm , 30 Jul 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank:  Updates on outcome of AGM
2.50 pm , 20 Jul 2013 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target Rs 690: ICICIdirect.com
12.20 pm , 18 Jul 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q1 PAT up 43% aided by other income
7.26 pm , 17 Jul 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q1 profit may rise 38% to Rs 388 cr
5.25 pm , 17 Jul 2013 ,   Source: CNBC-TV18,Axis Bank may slip to Rs 1000: Sudarshan Sukhani
4.53 pm , 16 Jul 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank may touch Rs 1000: SP Tulsian
3.40 pm , 15 Jul 2013 ,   Source: Moneycontrol.com,"RBI fines 22 banks, warns 7 for KYC violations"
11.04 pm , 12 Jul 2013 ,   Source: Moneycontrol.com,Yes Bank sees corporate rivalry behind family feud
9.00 am , 10 Jul 2013 ,   Source: CNBC-TV18,Super Six stocks you can bet on July 10
11.26 am , 09 Jul 2013 ,   Source: CNBC-TV18,Sell Kotak Mahindra Bank: Sudarshan Sukhani
4.54 pm , 08 Jul 2013 ,   Source: CNBC-TV18,"Sell Kotak Mahindra Bank, buy HCL Tech: Sudarshan Sukhani"
9.19 am , 08 Jul 2013 ,   Source: CNBC-TV18,6 trading stocks for short term gains
6.54 pm , 03 Jul 2013 ,   Source: Reuters,"Bank hopefuls stare down road fraught with cost, risks"
2.32 pm , 02 Jul 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank Q1 results on July 18, 2013"
9.28 pm , 01 Jul 2013 ,   Source: Moneycontrol.com,RBI names 26 applicants for new banking licence
9.05 am , 28 Jun 2013 ,   Source: CNBC-TV18,Check out: Super six ideas for Friday
5.30 pm , 25 Jun 2013 ,   Source: CNBC-TV18,Sell IndusInd Bank & Kotak Mahindra Bank: Sudarshan Sukhani
5.43 pm , 21 Jun 2013 ,   Source: CNBC-TV18,"Sell Kotak Mahindra Bank, Shriram Transport: Sukhani"
6.57 pm , 20 Jun 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank: AGM on July 18, 2013"
4.44 pm , 20 Jun 2013 ,   Source: PTI,No plan to trim saving deposit rate from 6%: Kotak Bank
8.33 am , 19 Jun 2013 ,   Source: CNBC-TV18,Super Six short term picks for June 19
8.39 am , 14 Jun 2013 ,   Source: CNBC-TV18,Top super six ideas that you can bet on
3.47 pm , 13 Jun 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank fixes book closure for dividend & AGM
8.45 am , 12 Jun 2013 ,   Source: CNBC-TV18,Check out: Top super six ideas for the day
4.38 pm , 10 Jun 2013 ,   Source: CNBC-TV18,Short Maruti Suzuki & Kotak Mahindra Bank: Sukhani
5.46 pm , 07 Jun 2013 ,   Source: CNBC-TV18,Be cautious on HDFC Bank and Kotak Mahindra Bank: Merani
5.00 pm , 04 Jun 2013 ,   Source: CNBC-TV18,"Bet on HDFC, HDFC Bank, Kotak Mahindra Bank: Darashaw"
9.09 pm , 31 May 2013 ,   Source: Moneycontrol.com,RBI to clarify new banking licence queries on June 3
5.26 pm , 20 May 2013 ,   Source: CNBC-TV18,"Buy ICICI Bank, Kotak Mahindra Bank on dips: Sukhani"
11.49 am , 16 May 2013 ,   Source: Moneycontrol.com,Kotak Mahindra allots 2cr equity shares to Heliconia Pte
5.37 pm , 15 May 2013 ,   Source: CNBC-TV18,Prefer Kotak Mahindra Bank over PNB: Sudarshan Sukhani
6.26 pm , 09 May 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank can test Rs 745-750: Mohindar
5.25 pm , 09 May 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank approves to issue 2cr equity shares to Heliconia Pte
2.11 pm , 07 May 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank denies takeover buzz
6.15 pm , 02 May 2013 ,   Source: CNBC-TV18,Enter Kotak Mahindra Bank at Rs 690: SP Tulsian
5.05 pm , 02 May 2013 ,   Source: Moneycontrol.com,Kotak Mahindra board recommends dividend
2.10 pm , 02 May 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank Q4 net up 47%, beats estimates"
11.08 am , 02 May 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank hits 52-week high, Q4 earnings eyed"
11.04 am , 02 May 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q4 PAT seen up 23% to Rs 364 cr
5.11 pm , 23 Apr 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank EGM on May 09, 2013"
4.43 pm , 16 Apr 2013 ,   Source: Moneycontrol.com,Banking sector results preview for Q4FY13: Motilal Oswal
12.22 pm , 16 Apr 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra FY13 results on May 02, 2013"
1.28 pm , 12 Apr 2013 ,   Source: CNBC-TV18,Heliconia to hold 2.6% stake post allotment: Kotak Mah Bank
11.58 am , 12 Apr 2013 ,   Source: Moneycontrol.com,Kotak Mahindra to issue 2 cr equity shares to Heliconia Pte
9.07 am , 28 Mar 2013 ,   Source: CNBC-TV18,Super Six short term picks for March 28
10.34 pm , 15 Mar 2013 ,   Source: CNBC-TV18,Q4 Advance Tax: Banks likely to aid Mumbai meet its target 
2.58 pm , 15 Mar 2013 ,   Source: Moneycontrol.com,Kotak Mahindra: Outcome of board meeting
5.46 pm , 12 Mar 2013 ,   Source: Reuters,Kotak says raises $90 m in infra fund
11.42 am , 12 Mar 2013 ,   Source: Moneycontrol.com,Kotak announces first close of its India infrastructure fund
12.51 pm , 11 Mar 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank looks strong among private banks: Jain
1.20 pm , 04 Mar 2013 ,   Source: Moneycontrol.com,Buy Kotak Mahindra Bank; target Rs 727: Firstcall Research
11.10 am , 01 Mar 2013 ,   Source: Moneycontrol.com,Buy Kotak Mahindra Bank; target of Rs 675: IIFL
6.34 pm , 22 Feb 2013 ,   Source: Moneycontrol.com,RBI issues guidelines for new banking licence
10.02 am , 14 Feb 2013 ,   Source: CNBC-TV18,"Short Kotak Mahindra Bank, says ICICI Direct"
5.47 pm , 05 Feb 2013 ,   Source: Moneycontrol.com,Kotak Mahindra acquires business loans portfolio of Barclays India
5.46 pm , 05 Feb 2013 ,   Source: Reuters,Kotak Mahindra Bank buys biz loans book of Barclays India
3.09 pm , 25 Jan 2013 ,   Source: CNBC-TV18,Hold Kotak Mahindra Bank: Ventura
8.51 pm , 24 Jan 2013 ,   Source: PTI,CCI gives its consent to Kotak-Barclay deal
3.27 pm , 24 Jan 2013 ,   Source: Moneycontrol.com,Hold Kotak Mahindra Bank; target of Rs 666: KRChoksey
11.12 am , 23 Jan 2013 ,   Source: CNBC-TV18,"Avoid Kotak Mahindra Bank, says Sukhani"
6.22 pm , 22 Jan 2013 ,   Source: CNBC-TV18,Stay away from Kotak Mahindra Bank: Sukhani
4.09 pm , 22 Jan 2013 ,   Source: Moneycontrol.com,Kotak Mahindra Bank director resigns
1.39 pm , 22 Jan 2013 ,   Source: Moneycontrol.com,Kotak Mah Bank rises over 2% post stellar Q3 earnings
1.16 pm , 22 Jan 2013 ,   Source: Moneycontrol.com,"Kotak Mah Bank Q3 beats estimate, profit up 31% to Rs 362cr"
9.38 am , 22 Jan 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q3 profit seen up 11% to Rs 306.7 cr
4.21 pm , 21 Jan 2013 ,   Source: CNBC-TV18,Kotak Mahindra Bank can go upto Rs 650: Vayalar
9.25 am , 21 Jan 2013 ,   Source: CNBC-TV18,Super Six stocks you can bet on Jan 21
3.25 pm , 10 Jan 2013 ,   Source: Moneycontrol.com,Private banks to post healthy earnings growth in Q3FY13
11.31 am , 10 Jan 2013 ,   Source: Moneycontrol.com,"Kotak Mahindra Q3 results on Jan 22, 2013"
9.07 am , 07 Jan 2013 ,   Source: CNBC-TV18,"Short Kotak Mahindra Bank, Voltas: Sudarshan Sukhani"
9.12 am , 26 Dec 2012 ,   Source: CNBC-TV18,"Short Kotak Mahindra Bank, says Sudarshan Sukhani"
4.55 pm , 13 Dec 2012 ,   Source: CNBC-TV18,Mkt looking weak; buy ACC & Ambuja Cement on dip: Tulsian 
1.27 pm , 13 Dec 2012 ,   Source: Moneycontrol.com,Kotak Investment Banking enters into exclusive strategic alliance
12.00 pm , 01 Dec 2012 ,   Source: Moneycontrol.com,Kotak Mahindra Bank denies merger talks
9.47 am , 29 Nov 2012 ,   Source: Moneycontrol.com,Expert tips: 9 stocks that you can buy now
9.42 am , 29 Nov 2012 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank: Sukhani
1.25 pm , 23 Nov 2012 ,   Source: Moneycontrol.com,Buzzing Karnataka Bank: What lifts investors' mood
9.56 am , 20 Nov 2012 ,   Source: Moneycontrol.com,Top 10 intraday and long-term bets to beat volatility
8.59 am , 16 Nov 2012 ,   Source: CNBC-TV18,"Buy Kotak Mahindra, JP Power: Sudarshan Sukhani "
8.52 am , 16 Nov 2012 ,   Source: CNBC-TV18,6 stocks likely to see lot of action on Nov 16
2.28 pm , 09 Nov 2012 ,   Source: Moneycontrol.com,Buy Kotak Bank Nov fut below Rs 609; target Rs 636: IIFL
8.52 am , 06 Nov 2012 ,   Source: CNBC-TV18,Super Six trading ideas for Nov 06
3.07 pm , 26 Oct 2012 ,   Source: Moneycontrol.com,Reduce Kotak Mahindra Bank; target of Rs 615: KRChoksey
5.00 pm , 25 Oct 2012 ,   Source: Reuters,Kotak Mahindra says retail credit quality may deteriorate
3.25 pm , 25 Oct 2012 ,   Source: CNBC-TV18,ICICI Bank numbers may surprise the market: Tulsian
2.31 pm , 25 Oct 2012 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q2 NII rises 25% to Rs 758 cr
12.54 pm , 25 Oct 2012 ,   Source: Moneycontrol.com,Kotak Mahindra Bank Q2 net profit up 8% to Rs 280 cr
10.15 am , 25 Oct 2012 ,   Source: CNBC-TV18,Kotak Mahindra Bank Q2 PAT seen up 11% to Rs 288 cr
8.56 am , 25 Oct 2012 ,   Source: CNBC-TV18,6 stock ideas to liven up your trade
6.25 pm , 23 Oct 2012 ,   Source: CNBC-TV18,"Kotak Mahindra Bank, ICICI Bank best picks: Sukhani"
3.39 pm , 13 Oct 2012 ,   Source: Moneycontrol.com,MOST expects banking cos to post 19% PAT growth in Q2FY13
8.08 pm , 10 Oct 2012 ,   Source: Moneycontrol.com,"See no asset quality concern, says IndusInd MD"
11.10 am , 10 Oct 2012 ,   Source: Moneycontrol.com,"Kotak Mahindra Bank Q2 results on Oct 25, 2012"
11.45 am , 09 Oct 2012 ,   Source: CNBC-TV18,Q2 results: What to expect from banks
6.53 pm , 26 Sep 2012 ,   Source: Moneycontrol.com,Prefer SBI to Kotak Mahindra Bank: Sekhar
12.23 pm , 26 Sep 2012 ,   Source: CNBC-TV18,"BHEL, Kotak Mah Bank has good upside potential: Sukhani"
9.43 am , 26 Sep 2012 ,   Source: CNBC-TV18,Kotak Mahindra Bank has potential to move up: Manghnani
5.47 pm , 25 Sep 2012 ,   Source: CNBC-TV18,Buy Kotak Mahindra Bank at current levels: Sukhani
2.31 pm , 14 Sep 2012 ,   Source: Moneycontrol.com,"Federal Bank, Kotak Bank good picks: Murlidharan"
6.02 pm , 12 Sep 2012 ,   Source: PTI,Kotak Bank sees its SB deposits jumping 68% in Q1
2.00 pm , 12 Sep 2012 ,   Source: CNBC-TV18,"Go long on ICICI Bank, Kotak Mahindra Bank: Sukhani"
8.41 am , 12 Sep 2012 ,   Source: Moneycontrol.com,Super Six short term picks for Sept 12
9.46 am , 05 Sep 2012 ,   Source: CNBC-TV18,Kotak Mahindra Bank may decline to Rs 563-553: Manghnani
4.36 pm , 03 Sep 2012 ,   Source: Moneycontrol.com,"Kotak Mahindra allots 2,40,374 equity shares under ESOP"
10.44 am , 03 Sep 2012 ,   Source: CNBC-TV18,"Short BHEL, buy Kotak Mahindra Bank: Sukhani"
