Date,Open,High,Low,Close,Volume
31/05/10,139.014999,143.158997,139.014999,141.770996,1080841
01/06/10,142.410004,143.468002,137.626007,139.412003,857100
02/06/10,139.764008,140.557999,134.914993,136.039001,1119565
03/06/10,138.464005,139.5,137.207001,138.817001,789485
04/06/10,139.324005,141.528,137.449997,140.910995,707063
07/06/10,137.559998,140.205002,134.253006,138.595993,858601
08/06/10,139.919006,140.779007,135.399994,136.061005,402831
09/06/10,136.677994,137.824005,134.804001,135.554001,606180
10/06/10,134.981003,138.001007,134.981003,137.647995,400207
11/06/10,139.324005,139.324005,136.281006,137.207001,382733
14/06/10,139.324005,139.324005,137.427994,139.037003,354811
15/06/10,140.160995,142.188995,138.927002,140.867004,1241475
16/06/10,141.748001,142.210999,137.847,138.529999,938398
17/06/10,137.162994,139.102997,136.237,137.362,742032
18/06/10,137.119003,137.559998,135.488007,136.104996,434396
21/06/10,138.882996,140.470001,136.787994,139.919006,1055110
22/06/10,140.205002,140.425995,138.507996,138.927002,566513
23/06/10,138.927002,143.158997,137.912994,141.263,783883
24/06/10,142.388,145.231995,141.593994,144.746994,1612507
25/06/10,145.054993,146.334,142.960999,143.843002,668732
28/06/10,145.054993,145.054993,143.600006,144.173004,441674
29/06/10,144.613998,149.442001,143.070999,146.576004,1960173
30/06/10,147.701004,149.641006,144.613998,147.391998,1886755
01/07/10,146.223999,147.567993,145.231995,145.496002,718662
02/07/10,143.070999,144.128998,140.690002,142.145004,689471
05/07/10,141.925003,145.231995,141.528,142.828995,944787
06/07/10,143.666,144.570007,142.365997,143.643997,630816
07/07/10,143.313995,144.063004,141.880997,143.158997,725983
08/07/10,143.733002,144.988998,142.917007,143.380005,863940
09/07/10,144.878998,145.276001,143.511993,144.195007,807469
12/07/10,144.613998,146.201996,142.850998,144.570007,605048
13/07/10,144.658005,146.246002,143.755005,145.011002,771066
14/07/10,146.289993,146.289993,143.070999,143.401993,514698
15/07/10,143.203003,144.613998,142.850998,143.292007,616613
16/07/10,142.983002,144.481995,142.563995,143.380005,636994
19/07/10,140.645996,144.548004,140.645996,143.511993,345139
20/07/10,144.173004,144.393997,142.895004,143.292007,493451
21/07/10,143.511993,145.671997,143.292007,144.945007,881970
22/07/10,145.054993,145.804993,143.423996,143.820999,637632
23/07/10,145.276001,145.276001,143.048996,144.328003,1037357
26/07/10,144.503998,145.363998,143.931,144.679993,421479
27/07/10,144.835007,145.276001,144.173004,144.613998,348414
28/07/10,145.033005,145.804993,143.798996,144.416,736069
29/07/10,145.451996,145.936996,140.733994,141.990997,2433390
30/07/10,142.057007,150.169998,142.057007,148.494003,2610002
02/08/10,149.772995,155.945007,149.772995,155.481995,2700990
03/08/10,156.518997,156.541,153.520004,154.115997,719780
04/08/10,154.138,154.248001,152.042999,153.212006,395391
05/08/10,152.639008,153.763,149.110992,149.882996,1349208
06/08/10,151.227997,159.317993,150.345993,156.826996,3287081
09/08/10,157.796997,163.462997,157.399994,162.205994,2376302
10/08/10,163.175995,163.550995,158.811005,159.494995,1583763
11/08/10,159.516998,164.675003,158.942993,159.692993,1541808
12/08/10,158.723007,161.147995,157.951004,158.942993,1418605
13/08/10,158.854996,162.029999,158.854996,160.134003,723128
16/08/10,161.875,169.701004,161.809006,168.996002,4008489
17/08/10,169.744995,172.347,169.701004,170.914001,2543493
18/08/10,172.259003,178.343002,171.927994,177.085999,3706292
19/08/10,178.563004,181.759995,172.016006,176.910004,2682031
20/08/10,176.358994,178.033997,172.610992,174.794006,802126
23/08/10,175.477005,179.621994,173.272995,178.695999,1423808
24/08/10,179.666,180.084,174.639008,176.843994,1044869
25/08/10,175.102005,178.365005,172.369003,174.75,1682142
26/08/10,175.257004,176.712006,171.222,172.059998,743522
27/08/10,172.610992,176.227005,166.240005,168.423004,1149789
