Time,Dates,Sources,Headlines
6.41 pm , 13 Jul 2011 ,   Source: CNBC-TV18,"Kamdar bullish on Infosys, TCS, HCL Tech"
3.17 pm , 13 Jul 2011 ,   Source: CNBC-Awaaz,Infosys looks weak: Ranak Merchant
2.52 pm , 13 Jul 2011 ,   Source: Moneycontrol.com,Accumulate Infosys; target of Rs 3200: Angel Broking
2.11 pm , 13 Jul 2011 ,   Source: CNBC-TV18,Accumulate Infosys: Angel Broking
8.43 am , 12 Jul 2011 ,   Source: Moneycontrol.com,Infosys Q1 net dips 5.4% QoQ to Rs 1720cr
10.42 pm , 11 Jul 2011 ,   Source: CNBC-TV18,Q1 earnings preview: Will Infosys deliver?
5.37 pm , 11 Jul 2011 ,   Source: CNBC-TV18,TCS may outperform Infosys: Bandyopadhyay
5.24 pm , 11 Jul 2011 ,   Source: Moneycontrol.com,Infosys Jun qtr PAT seen down 3% at Rs 1759 cr: KRChoksey
5.22 pm , 11 Jul 2011 ,   Source: CNBC-TV18,Baliga`s view on Infosys
5.04 pm , 11 Jul 2011 ,   Source: CNBC-TV18,Infosys likely to trade between Rs 2880-2980: IIFL
4.32 pm , 11 Jul 2011 ,   Source: CNBC-Awaaz,Hold Infosys: Jagannadham Thunuguntla
4.18 pm , 11 Jul 2011 ,   Source: CNBC-TV18,Buy Infosys on dips: LKP
2.23 pm , 11 Jul 2011 ,   Source: Moneycontrol.com,Higher costs drag CMC Q1 consol net profit down 25%
1.41 pm , 11 Jul 2011 ,   Source: CNBC-TV18,"Stay invested in Infosys, says Rajesh Jain"
11.01 am , 11 Jul 2011 ,   Source: Moneycontrol.com,Infosys Q1 PAT seen down 4.5% at Rs 1736 cr
2.39 pm , 09 Jul 2011 ,   Source: Moneycontrol.com,"Infosys results keenly eyed amid wage hikes, global worries"
5.10 pm , 08 Jul 2011 ,   Source: Moneycontrol.com,Sharekhan handpicks 15 stocks for investment
4.22 pm , 08 Jul 2011 ,   Source: Reuters,Strong quarterly revenue forecast for IT firms
11.00 am , 07 Jul 2011 ,   Source: CNBC-TV18,Infosys may test Rs 2520: Jai Bala
2.26 pm , 06 Jul 2011 ,   Source: CNBC-Awaaz,Buy Infosys: Rajiv Mehta
10.21 am , 06 Jul 2011 ,   Source: CNBC-TV18,Go long on Infosys: ICICI Direct
10.14 am , 06 Jul 2011 ,   Source: CNBC-TV18,"Infosys looks weak, says Manghnani"
5.08 pm , 05 Jul 2011 ,   Source: Moneycontrol.com,Infosys' Jun qtr PAT seen down 7% at Rs 1689 cr
6.29 pm , 04 Jul 2011 ,   Source: CNBC-TV18,IT sector may do well: PN Vijay
6.25 pm , 04 Jul 2011 ,   Source: CNBC-TV18,Prefer Infosys to Mahindra Satyam: PN Vijay
7.17 pm , 30 Jun 2011 ,   Source: CNBC-TV18,"Sajiv Dhawan positive on Infosys, TCS"
3.40 pm , 30 Jun 2011 ,   Source: CNBC-Awaaz,Buy IT stocks: Vivek Mawani
7.44 pm , 29 Jun 2011 ,   Source: Moneycontrol.com,PN Vijay bullish on IT stocks
1.21 pm , 27 Jun 2011 ,   Source: CNBC-TV18,Infosys has target of Rs 2950: VVLN Sastry
12.44 pm , 27 Jun 2011 ,   Source: CNBC-TV18,Prefer HCL Technologies: Sharmila Joshi
11.14 am , 27 Jun 2011 ,   Source: Moneycontrol.com,Bull's Eye: 11 stocks experts bet on for quick buck
10.14 am , 27 Jun 2011 ,   Source: CNBC-TV18,Infosys may test Rs 2920: Anu Jain
5.45 pm , 24 Jun 2011 ,   Source: PTI,Infosys sees big opportunities in cloud computing
7.24 pm , 23 Jun 2011 ,   Source: PTI,IT sector upbeat despite visa misuse controversy
7.21 pm , 23 Jun 2011 ,   Source: Moneycontrol.com,Infosys Tech name changed to Infosys
3.48 pm , 23 Jun 2011 ,   Source: CNBC-TV18,Lupin has target of Rs 530: Pankaj Pandey
3.42 pm , 23 Jun 2011 ,   Source: CNBC-TV18,"Pankaj Pandey positive on TCS, HCL Tech, Infosys"
10.45 am , 23 Jun 2011 ,   Source: CNBC-TV18,"Growth outlook remains robust despite visa issues, says TCS"
7.18 pm , 22 Jun 2011 ,   Source: CNBC-TV18,"Buy S Kumars, Orchid on dips: Irani"
1.47 pm , 22 Jun 2011 ,   Source: CNBC-Awaaz,Sell tech space: Shardul Kulkarni
10.40 am , 22 Jun 2011 ,   Source: CNBC-TV18,Infosys a best value pick: PN Vijay
10.33 am , 21 Jun 2011 ,   Source: CNBC-TV18,Expect 10-11% downside in CNX IT: Sushil Kedia
5.15 pm , 20 Jun 2011 ,   Source: CNBC-TV18,PN Vijay`s view on IT space
3.42 pm , 20 Jun 2011 ,   Source: CNBC-TV18,Short Infosys: Edelweiss
7.24 pm , 17 Jun 2011 ,   Source: Moneycontrol.com,Infosys Tech name changed to Infosys
6.31 pm , 17 Jun 2011 ,   Source: Moneycontrol.com,Amit Gupta views on IT stocks
4.20 pm , 17 Jun 2011 ,   Source: Moneycontrol.com,Why is PINC Research upbeat on IT stocks?
2.20 pm , 16 Jun 2011 ,   Source: CNBC-TV18,India contributes 8-9% to total IT revenue: Wipro Infotech
12.37 pm , 16 Jun 2011 ,   Source: Moneycontrol.com,"Prefer TCS, Infosys to Wipro: Thunuguntla"
6.45 pm , 15 Jun 2011 ,   Source: CNBC-TV18,PN Vijay`s view on Infosys
2.49 pm , 15 Jun 2011 ,   Source: CNBC-TV18,Infosys may see 25-30% upside: Religare Capital
10.07 pm , 14 Jun 2011 ,   Source: CNBC-TV18,'Infy's newly constituted board will take on any challenge'
4.41 pm , 14 Jun 2011 ,   Source: CNBC-TV18,Global economic volatility to hit income in near-term: Infy
1.18 pm , 14 Jun 2011 ,   Source: Moneycontrol.com,Buy Infosys Tech on any decline: Bhamre
6.34 pm , 13 Jun 2011 ,   Source: CNBC-TV18,Mehta`s view on Infosys
5.14 pm , 13 Jun 2011 ,   Source: PTI,BCCI contact Infosys to prepare injury database of players
4.26 pm , 13 Jun 2011 ,   Source: CNBC-TV18,Infy to be in transitional phase for few yrs: Mohandas Pai
11.56 am , 13 Jun 2011 ,   Source: Moneycontrol.com,PN Vijay`s views on IT sector
11.25 am , 12 Jun 2011 ,   Source: Reuters,Infosys inducts four new members to its board
1.44 pm , 10 Jun 2011 ,   Source: CNBC-Awaaz,Infosys can go upto Rs 3300: Abhishek Agarwal
5.29 pm , 08 Jun 2011 ,   Source: CNBC-TV18,TCS a steady performer: Mavani
4.28 pm , 08 Jun 2011 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 3400: Motilal Oswal
2.35 pm , 08 Jun 2011 ,   Source: CNBC-Awaaz,Infosys can go upto Rs 3050: Rajesh Satpute
2.13 pm , 08 Jun 2011 ,   Source: Reuters,Infosys buys NZ Gen-i's software solutions biz
3.08 pm , 07 Jun 2011 ,   Source: CNBC-TV18,Reliance may test Rs 995-1000 levels: Sharma
4.36 pm , 29 May 2011 ,   Source: PTI,30 corporate honchos get Rs 1 crore-plus salary
12.00 pm , 29 May 2011 ,   Source: PTI,Big CEO churn in the offing for India Inc: Experts 
3.00 pm , 26 May 2011 ,   Source: CNBC-TV18,Murlidhar's view on Infosys
4.59 pm , 25 May 2011 ,   Source: CNBC-TV18,Infosys gears up to defy B-1 visa misuse allegation
3.00 pm , 25 May 2011 ,   Source: CNBC-TV18,Infosys may test Rs 2620-2630: Kulkarni
9.37 pm , 24 May 2011 ,   Source: CNBC-TV18,Mohandas Pai appointed non-exec chairman of MUL: Sources
6.47 pm , 24 May 2011 ,   Source: Reuters,Got subpoena from US court on visas: Infosys
12.34 pm , 21 May 2011 ,   Source: PTI,Infosys to start new campus in China; to invest $125-150m
3.46 pm , 18 May 2011 ,   Source: Moneycontrol.com,Buy Infosys Tech; target of Rs 3358: KRChoksey
12.28 pm , 18 May 2011 ,   Source: PTI,Leaving Infosys like daughter's marriage: Narayana Murthy
6.57 pm , 06 May 2011 ,   Source: CNBC-TV18,Infosys may raise FY12 M&A budget to $1 bn
4.11 pm , 06 May 2011 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 3400: Motilal Oswal
11.36 am , 06 May 2011 ,   Source: CNBC-TV18,Infosys likely to hike M&A budget to $1-bn: Sources
1.17 pm , 05 May 2011 ,   Source: Moneycontrol.com,"Buy HCL Tech, Infosys, TCS: Prabhudas Lilladher"
5.47 pm , 02 May 2011 ,   Source: Reuters,Niche IT firms could see price uptick in FY12
2.05 pm , 02 May 2011 ,   Source: CNBC-TV18,Nitin Raheja view on Infosys
3.52 pm , 01 May 2011 ,   Source: Reuters,Infosys to complete restructuring in two months: Shibulal
11.52 am , 01 May 2011 ,   Source: Reuters,"Infosys eyes buys in Europe, Japan, and healthcare sector"
9.40 pm , 30 Apr 2011 ,   Source: CNBC-TV18,A banker leading Infosys is a welcome change: Analyst 
9.09 pm , 30 Apr 2011 ,   Source: CNBC-TV18,A confident Murthy says he leaves Infosys in capable hands
8.42 pm , 30 Apr 2011 ,   Source: CNBC-TV18,"'Kamath, a vote for continuity, not about rocking boat'"
8.02 pm , 30 Apr 2011 ,   Source: CNBC-TV18,Infosys rejig is shift from promoters to leaders: Raghavan
7.45 pm , 30 Apr 2011 ,   Source: CNBC-TV18,Kamath to bring fresh perspective for Infy: Chanda Kochhar
6.07 pm , 30 Apr 2011 ,   Source: Moneycontrol.com,Change of guard: KV Kamath is new Infosys chairman
10.47 am , 29 Apr 2011 ,   Source: CNBC-TV18,"Below Rs 2880, Infosys can go to Rs 2720: Manghnani"
10.42 am , 29 Apr 2011 ,   Source: CNBC-TV18,TS Harihar view on Infosys
7.59 pm , 27 Apr 2011 ,   Source: PTI,Infosys post Murthy? Honestly I know nothing: Azim Premji
4.49 pm , 27 Apr 2011 ,   Source: CNBC-TV18,PN Vijay`s view on Subex
1.15 pm , 27 Apr 2011 ,   Source: CNBC-TV18,HCL Technologies can test Rs 600: Joshi
12.54 pm , 27 Apr 2011 ,   Source: CNBC-TV18,Expect integration with SAIC to be consummated in Q1: Wipro
8.20 pm , 25 Apr 2011 ,   Source: PTI,IndusInd Bank selects Finacle core banking transformation
11.22 am , 25 Apr 2011 ,   Source: CNBC-TV18,Infosys a market performer: First Global
4.12 pm , 21 Apr 2011 ,   Source: CNBC-TV18,Experts doubtful on TCS margin expansion post Q4
3.12 pm , 21 Apr 2011 ,   Source: CNBC-TV18,TCS vs Infosys in Q4: Udayan analyses 
10.01 pm , 20 Apr 2011 ,   Source: Moneycontrol.com,Will TCS impress post Infy's dismal performance?
7.11 pm , 20 Apr 2011 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 3393: BP Equities
5.49 pm , 20 Apr 2011 ,   Source: CNBC-TV18,Manghnani`s view on Hero Honda
12.37 pm , 20 Apr 2011 ,   Source: CNBC-TV18,What discount to multiple does Nomura give HCL Tech vs TCS?
5.50 pm , 19 Apr 2011 ,   Source: CNBC-TV18,Agrawal`s view on Infosys
4.53 pm , 19 Apr 2011 ,   Source: CNBC-TV18,Infosys has target of Rs 3200: Seth
4.24 pm , 19 Apr 2011 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 3215: FIFL 
4.22 pm , 19 Apr 2011 ,   Source: Moneycontrol.com,Slideshow: Hits and Misses of Q4 earnings season so far
2.32 pm , 19 Apr 2011 ,   Source: CNBC-TV18,"Below Rs 2850, Infosys may slip to Rs 2650: IIFL"
9.49 am , 19 Apr 2011 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 3360: Sushil Finance
6.44 pm , 18 Apr 2011 ,   Source: CNBC-TV18,Buy Infosys around Rs 2700-2800 levels: Irani
6.33 pm , 18 Apr 2011 ,   Source: CNBC-TV18,Diwan` view on Infosys
6.16 pm , 18 Apr 2011 ,   Source: CNBC-TV18,Infosys may slip to Rs 2500-2550: Mohindar
3.44 pm , 18 Apr 2011 ,   Source: CNBC-TV18,"Below Rs 2850, Infosys can slip to Rs 2600: Bothra"
1.07 pm , 18 Apr 2011 ,   Source: CNBC-TV18,Infy slow in reacting to changing client needs: Expert view
12.56 pm , 18 Apr 2011 ,   Source: Moneycontrol.com,Check out: What Murthy has to say about Pai's resignation?
12.26 pm , 18 Apr 2011 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 3250: Unicon Investment
11.59 am , 18 Apr 2011 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 2932: Nirmal Bang
11.43 am , 18 Apr 2011 ,   Source: Moneycontrol.com,Accumulate Infosys Tech; target of Rs 3435: Angel Broking
11.34 am , 18 Apr 2011 ,   Source: Moneycontrol.com,Buy Infosys Tech; target of Rs 3400: Motilal Oswal
11.09 am , 18 Apr 2011 ,   Source: CNBC-TV18,Not for me to offer anyone a position in Infosys: Murthy
10.01 am , 18 Apr 2011 ,   Source: Moneycontrol.com,Buy Infosys Tech; target of Rs 3690: PINC Research
7.29 pm , 15 Apr 2011 ,   Source: Moneycontrol.com,Accumulate Infosys; target of Rs 3250: Emkay
7.05 pm , 15 Apr 2011 ,   Source: CNBC-TV18,Bhavin Shah`s view on Infosys
7.00 pm , 15 Apr 2011 ,   Source: CNBC-TV18,"Bhavin Shah`s view on Infosys, TCS"
6.39 pm , 15 Apr 2011 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 4200: P Lilladher
6.28 pm , 15 Apr 2011 ,   Source: CNBC-TV18,Baliga`view on Infosys
6.25 pm , 15 Apr 2011 ,   Source: CNBC-TV18,Buy Infosys at Rs 2700-2800 levels: Baliga
5.39 pm , 15 Apr 2011 ,   Source: Moneycontrol.com,Was Pai's exit reason for Rs 18500cr mkt cap loss for Infy?
5.38 pm , 15 Apr 2011 ,   Source: CNBC-TV18,Earnings expectations likely to get toned down: Networth
4.50 pm , 15 Apr 2011 ,   Source: CNBC-TV18,Infosys has support at Rs 2980-3000: Mehta
2.56 pm , 15 Apr 2011 ,   Source: CNBC-TV18,EPS guidance muted as Infy plans to hire 45000 in FY12
1.45 pm , 15 Apr 2011 ,   Source: Moneycontrol.com,"Infy nos no more yardstick for sector, TCS may outperform"
1.36 pm , 15 Apr 2011 ,   Source: CNBC-TV18,Infosys may not outperform in near-term: Prabhudas Liladhar
12.50 pm , 15 Apr 2011 ,   Source: CNBC-TV18,Need more details on why Pai quit Infosys: Cowen & Co
11.38 am , 15 Apr 2011 ,   Source: CNBC-TV18,Exclusive interview: Mohandas Pai on why he quit Infosys
10.54 am , 15 Apr 2011 ,   Source: CNBC-TV18,Kotak sees earnings downgrade for Infosys 
10.54 am , 15 Apr 2011 ,   Source: Moneycontrol.com,Hold Infosys Tech: KRChoksey
10.49 am , 15 Apr 2011 ,   Source: CNBC-TV18,"Infy fails street in Q4, will it dampen investor view?"
10.14 am , 15 Apr 2011 ,   Source: Moneycontrol.com,Infosys Technologies declares final dividend of Rs 20 per share
10.00 am , 15 Apr 2011 ,   Source: CNBC-TV18,"Infy to add 45,000 staff in FY12; client budget seen flat "
10.00 am , 15 Apr 2011 ,   Source: Moneycontrol.com,Infosys expects normal demand environment for sector FY12
9.41 am , 15 Apr 2011 ,   Source: Moneycontrol.com,Mohandas Pai resigns from Infosys board
9.26 am , 15 Apr 2011 ,   Source: CNBC-TV18,See Infosys posting EPS around 140 a share: Nilesh Shah
8.51 am , 15 Apr 2011 ,   Source: CNBC-TV18,Infosys Q4 profit below expectation; up 2% at Rs 1818cr
2.33 pm , 13 Apr 2011 ,   Source: CNBC-TV18,Religare Securities positive on Infosys Tech
1.57 pm , 13 Apr 2011 ,   Source: CNBC-TV18,Hold Infosys Technologies: Antique Stock Broking
11.24 am , 13 Apr 2011 ,   Source: CNBC-TV18,Infosys Q4 profit seen up over 4% to Rs 1856 cr
11.15 am , 13 Apr 2011 ,   Source: CNBC-TV18,Nomura expects high margin pressure for India Inc in Q4
1.32 pm , 12 Apr 2011 ,   Source: Reuters,IT firms set for robust outlook as tech spending rises
5.25 pm , 11 Apr 2011 ,   Source: CNBC-TV18,Patni`s view on Infosys
5.02 pm , 11 Apr 2011 ,   Source: CNBC-TV18,Bandyopadhyay positive on Infosys
1.33 pm , 11 Apr 2011 ,   Source: CNBC-TV18,Stay invested in Infosys: SP Tulsian
5.35 pm , 08 Apr 2011 ,   Source: CNBC-TV18,IT sector continues to be attractive: Malkani
12.09 pm , 08 Apr 2011 ,   Source: Moneycontrol.com,Infosys Mar qtr PAT seen up 10% at Rs 1952cr: MOST
11.22 am , 08 Apr 2011 ,   Source: CNBC-TV18,Wipro has resistance at Rs 500: Manghnani
1.58 pm , 07 Apr 2011 ,   Source: Moneycontrol.com,Infosys Mar qtr PAT seen 7% at Rs 1898 cr: Angel
11.18 am , 07 Apr 2011 ,   Source: CNBC-TV18,"Technology, automobiles will lead rally: ICICI Sec"
11.12 am , 07 Apr 2011 ,   Source: CNBC-TV18,"Prefer Infosys, TCS: ICICI Securities"
2.33 pm , 06 Apr 2011 ,   Source: Moneycontrol.com,Infosys Mar qtr PAT up by 7.3% at Rs 1910 cr
11.46 am , 06 Apr 2011 ,   Source: CNBC-TV18,Daiwa Capital neutral on IT space
1.47 pm , 05 Apr 2011 ,   Source: Moneycontrol.com,Infosys March qtr PAT seen up 20% at Rs 1885 cr
10.32 am , 05 Apr 2011 ,   Source: CNBC-TV18,Buy Wipro at around Rs 440-430: Bhamre
2.44 pm , 04 Apr 2011 ,   Source: Moneycontrol.com,Infosys March qtr PAT seen up 7% at Rs 1901 cr
11.12 am , 03 Apr 2011 ,   Source: PTI,Godrej elected chairman of ISB executive board
11.37 am , 31 Mar 2011 ,   Source: CNBC-TV18,TCS has target of Rs 1220: Hemant Thukral
1.13 pm , 30 Mar 2011 ,   Source: Moneycontrol.com,Buy Infosys Technologies; target of Rs 3664: Motilal Oswal
11.10 am , 30 Mar 2011 ,   Source: CNBC-TV18,Pick Infosys on declines: Deven Choksey
5.51 pm , 28 Mar 2011 ,   Source: CNBC-TV18,Sriram positive on IT space
5.13 pm , 28 Mar 2011 ,   Source: CNBC-TV18,"Prefer Infosys to TCS, says Irani"
2.16 pm , 28 Mar 2011 ,   Source: CNBC-TV18,Exit Infosys Technologies at Rs 3300: SP Tulsian
2.49 pm , 25 Mar 2011 ,   Source: CNBC-TV18,Hold long position of Infosys: Jitendra Mehta
11.51 am , 25 Mar 2011 ,   Source: CNBC-TV18,Avoid IT space: Anil Manghnani
10.55 am , 24 Mar 2011 ,   Source: CNBC-TV18,Keep stoploss of Rs 2978-2976 in Infosys: Anu Jain
5.33 pm , 23 Mar 2011 ,   Source: CNBC-TV18,"Infosys, TCS may fetch 17-20% return in one year: Bhat"
5.02 pm , 23 Mar 2011 ,   Source: CNBC-TV18,"Be cautious on IT stocks, says Jai Bala"
1.15 pm , 22 Mar 2011 ,   Source: CNBC-TV18,Accumulate Infosys: PLilladher
12.30 pm , 22 Mar 2011 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 3557: Sushil Finance
8.22 pm , 21 Mar 2011 ,   Source: PTI,Indian IT cos recall staff from Bahrain
4.47 pm , 21 Mar 2011 ,   Source: CNBC-TV18,Infosys may go down to Rs 2800: Gandhi
4.02 pm , 21 Mar 2011 ,   Source: CNBC-TV18,Choksey`s view on IT sector
3.09 pm , 18 Mar 2011 ,   Source: CNBC-TV18,Buy TCS with stoploss of Rs 1050: Mehta
11.40 am , 17 Mar 2011 ,   Source: CNBC-TV18,UBS Securities positive on IT services
7.00 pm , 15 Mar 2011 ,   Source: CNBC-TV18,Indian IT cos relocating employees from Japan 
5.37 pm , 15 Mar 2011 ,   Source: CNBC-TV18,RIL a top pick amongst oil & gas sector: Maheshwari
1.28 pm , 15 Mar 2011 ,   Source: Reuters,Infosys CEO says staff in Japan returning to India
10.39 am , 11 Mar 2011 ,   Source: Moneycontrol.com,Sell Infosys Fut between Rs 3130-3140: IIFL
9.00 pm , 09 Mar 2011 ,   Source: CNBC-TV18,IT bids adieu to big hikes
6.00 pm , 09 Mar 2011 ,   Source: CNBC-TV18,Infosys may slip further if it breaks Rs 2950 levels: Bala
5.59 pm , 08 Mar 2011 ,   Source: CNBC-TV18,"Infosys, HCL, TCS top picks in IT sector: Seth "
2.20 pm , 08 Mar 2011 ,   Source: CNBC-TV18,Hemang Jani positive on IT space
10.50 am , 08 Mar 2011 ,   Source: CNBC-TV18,IT space to remain outperformer: Fortune Financial
11.25 am , 07 Mar 2011 ,   Source: CNBC-TV18,"Do not go long on TCS, Infosys: Thukral"
11.26 pm , 04 Mar 2011 ,   Source: PTI,Attrition in the IT BPO sector expected to moderate
3.17 pm , 04 Mar 2011 ,   Source: Moneycontrol.com,Buy Infosys Technologies; target of Rs 3817: Sharekhan
10.21 am , 28 Feb 2011 ,   Source: CNBC-TV18,"No need for any tax exemption, says Narayana Murthy"
2.53 pm , 25 Feb 2011 ,   Source: PTI,I-T Dept slaps Rs 450cr demand on Infosys
10.31 am , 25 Feb 2011 ,   Source: Moneycontrol.com,Sell Infosys; target of Rs 2900/2870: Aditya Birla Money
10.00 am , 25 Feb 2011 ,   Source: CNBC-TV18,"Buy Infosys, says Rajesh Jain"
8.12 am , 25 Feb 2011 ,   Source: Moneycontrol.com,Bull's Eye: Stocks to buy today
11.07 am , 24 Feb 2011 ,   Source: CNBC-TV18,Buy Infosys Technologies: Jain
10.24 am , 24 Feb 2011 ,   Source: VCCircle,Catamaran to invest Rs 200Cr in Manipal Univsersal
8.26 am , 24 Feb 2011 ,   Source: CNBC-TV18,Bull's Eye: Stocks to buy today
3.10 pm , 23 Feb 2011 ,   Source: CNBC-TV18,Budget needs to focus on sops for job creation: Infosys
6.01 pm , 21 Feb 2011 ,   Source: CNBC-TV18,"Prefer Infosys to TCS, says Prashastha Seth"
9.00 am , 18 Feb 2011 ,   Source: PTI,ICT will transform country's future: Narayana Murthy
7.33 pm , 17 Feb 2011 ,   Source: Moneycontrol.com,Infosys Tech expands operations in Thiruvananthapuram
2.14 pm , 17 Feb 2011 ,   Source: Moneycontrol.com,Infosys expands operations in Thiruvananthapuram
7.59 pm , 10 Feb 2011 ,   Source: CNBC-TV18,Would consider restructuring if clients demand it: HCL Tech
9.21 am , 08 Feb 2011 ,   Source: CNBC-TV18,"Large deals back on the table, says Infosys"
2.16 pm , 04 Feb 2011,@,Shibulal maybe Infosys next CEO
11.09 am , 02 Feb 2011 ,   Source: Reuters,New CEO likely for Infosys in April
10.50 am , 29 Jan 2011 ,   Source: Reuters,Top India IT outsourcers worry about Euro debt: Davos
5.26 pm , 28 Jan 2011 ,   Source: CNBC-TV18,"Short Infosys, says Mitesh Thacker"
2.01 pm , 28 Jan 2011 ,   Source: Moneycontrol.com,Sell Infosys; target of Rs 3075-3050: Aditya Birla Money
1.47 pm , 28 Jan 2011 ,   Source: Reuters,Infosys seeks selective M&As
11.09 am , 24 Jan 2011 ,   Source: CNBC-TV18,How is JPMorgan reading Q3 nos of tech majors?
11.55 am , 22 Jan 2011 ,   Source: Reuters,Wipro IT chiefs quit; profit lags rivals
3.53 pm , 18 Jan 2011 ,   Source: CNBC-TV18,"Angel Broking positive on Infosys, TCS"
12.57 pm , 18 Jan 2011 ,   Source: CNBC-TV18,How is Antique Broking reading TCS' Dec results?
12.15 pm , 18 Jan 2011 ,   Source: Reuters,Infosys to appeal tax demand on onshore work
10.45 am , 18 Jan 2011 ,   Source: CNBC-TV18,TCS beats Infy in Q3; expects 2011 to be better than 2010
7.31 pm , 14 Jan 2011 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 3520: Anand Rathi Securities
6.07 pm , 14 Jan 2011 ,   Source: Moneycontrol.com,Buy Infosys Technologies; target of Rs 3664: Motilal Oswal
11.50 am , 14 Jan 2011 ,   Source: Moneycontrol.com,Buy Infosys Tech; target of Rs 3750: PINC Research
11.39 am , 14 Jan 2011 ,   Source: Moneycontrol.com,Accumulate Infosys Tech; target of Rs 3605: Angel Broking
11.31 am , 14 Jan 2011 ,   Source: Moneycontrol.com,Buy Infosys Tech; target of Rs 4200: Prabhudas Lilladher
11.25 am , 14 Jan 2011 ,   Source: CNBC-TV18,Buy Infosys Technologies on dip: Kapoor
11.21 am , 14 Jan 2011 ,   Source: Moneycontrol.com,Hold Infosys Technologies; target of Rs 3208: Nirmal Bang
11.08 am , 14 Jan 2011 ,   Source: Moneycontrol.com,Accumulate Infosys Tech; target of Rs 3400: Emkay
10.58 am , 14 Jan 2011 ,   Source: Moneycontrol.com,Hold Infosys Technologies; target of Rs 3298: KRChoksey
4.24 pm , 13 Jan 2011 ,   Source: CNBC-TV18,Short Infosys: Radhika Gupta
3.58 pm , 13 Jan 2011 ,   Source: CNBC-TV18,Infosys has strong support at Rs 3120-3150: Bhamre
3.15 pm , 13 Jan 2011 ,   Source: CNBC-TV18,Infosys could slip to about Rs 3140-3150: Jatinder Sharma
2.43 pm , 13 Jan 2011 ,   Source: CNBC-TV18,"Infy price target at Rs 3560, may revise it upwards: Angel"
1.43 pm , 13 Jan 2011 ,   Source: CNBC-TV18,Buy Infosys Technologies: Angel Stock Broking
12.36 pm , 13 Jan 2011 ,   Source: CNBC-TV18,See sequential growth of 2% in Q4: Infosys
11.59 am , 13 Jan 2011 ,   Source: Reuters,"Infosys Q3 upsets, economic worries hit outlook: Experts"
10.53 am , 13 Jan 2011 ,   Source: CNBC-TV18,Infosys Technologies has support at Rs 3162: Anu Jain
10.28 am , 13 Jan 2011 ,   Source: CNBC-TV18,Infy headcount additions to be strong in FY12: Cowen & Co
9.56 am , 13 Jan 2011 ,   Source: CNBC-TV18,Infosys Tech has target of Rs 3500: Jain
8.46 am , 13 Jan 2011 ,   Source: Moneycontrol.com,Infosys Q3 net profit up 2.5% at Rs 1780 cr
8.12 am , 13 Jan 2011 ,   Source: CNBC-TV18,Bull's Eye: Stocks to buy today
10.55 pm , 12 Jan 2011 ,   Source: Moneycontrol.com,Infosys Q3 net profit seen up 4.5% at Rs 1814.69 cr
6.30 pm , 12 Jan 2011 ,   Source: Moneycontrol.com,Infy Q3 nos tomorrow: What do experts forsee?
11.59 am , 12 Jan 2011 ,   Source: CNBC-TV18,Q3 results: What is IIFL expecting from the IT bellwether?
5.04 pm , 11 Jan 2011 ,   Source: CNBC-TV18,Infosys has support at Rs 3200: Manghnani
4.30 pm , 11 Jan 2011 ,   Source: CNBC-TV18,How will Q3 fare for the IT pack? Bhavin Shah explains
12.00 pm , 11 Jan 2011 ,   Source: CNBC-TV18,See Infosys dollar growth at 7.5%: Kotak Sec
5.39 pm , 10 Jan 2011 ,   Source: Moneycontrol.com,Infosys Dec qtr PAT seen up 4.5% at Rs 1815 cr: Angel
1.55 pm , 10 Jan 2011 ,   Source: CNBC-TV18,Avoid Infosys: Thacker
2.12 pm , 08 Jan 2011 ,   Source: CNBC-TV18,Infosys Dec qtr PAT seen up 5% at Rs 1812 cr: PLilladher
2.40 pm , 07 Jan 2011 ,   Source: CNBC-TV18,Experts debate: How will IT co's fare this earnings season?
12.02 pm , 07 Jan 2011 ,   Source: Moneycontrol.com,Infosys Dec qtr PAT seen up 5.6% at Rs 1834 cr: Karvy
2.01 pm , 06 Jan 2011 ,   Source: Moneycontrol.com,Infosys Dec qtr PAT seen up 4% at Rs 1809 cr: KRChoksey
11.17 am , 05 Jan 2011 ,   Source: Reuters,BofA Merrill upgrades Infosys to buy
6.00 pm , 03 Jan 2011 ,   Source: CNBC-TV18,Buy Infosys: Bhambwani
1.52 pm , 31 Dec 2010 ,   Source: CNBC-TV18,"Hold Infosys, says Rajesh Jain"
2.33 pm , 30 Dec 2010 ,   Source: CNBC-TV18,Q3 earnings: What to expect from the IT sector?
6.16 pm , 28 Dec 2010 ,   Source: CNBC-TV18,Infosys has target at Rs 3450: Manghnani
11.29 am , 28 Dec 2010 ,   Source: CNBC-TV18,Short Infosys Technologies at Rs 3400: Bhamre
