Date,Open Price,Close Price,Label
15-Jan-19,705.1,726.55,__label__1
14-Jan-19,706,700.9,__label__1
11-Jan-19,683.9,683.7,__label__1
10-Jan-19,681.15,679.75,__label__1
09-Jan-19,684.9,675.85,__label__2
08-Jan-19,673.05,669.85,__label__1
07-Jan-19,666.95,671.15,__label__1
04-Jan-19,671.1,660.75,__label__1
03-Jan-19,670.9,667.55,__label__2
02-Jan-19,668,669.3,__label__2
01-Jan-19,661,664.65,__label__1
31-Dec-18,659,659.85,__label__1
28-Dec-18,662.8,657.6,__label__2
27-Dec-18,652.1,657.35,__label__1
26-Dec-18,648.9,644.6,__label__1
24-Dec-18,658,649.05,__label__2
21-Dec-18,660.7,645.75,__label__2
20-Dec-18,662.7,666.85,__label__2
19-Dec-18,673,665.25,__label__2
18-Dec-18,694,676.35,__label__2
17-Dec-18,713,693.55,__label__2
14-Dec-18,695.15,705.6,__label__2
13-Dec-18,679.25,696.5,__label__1
12-Dec-18,674.95,678.7,__label__1
11-Dec-18,665.15,674.25,__label__1
10-Dec-18,678,667.8,__label__2
07-Dec-18,670.5,681.05,__label__2
06-Dec-18,675.3,668.2,__label__1
05-Dec-18,682.2,681.45,__label__2
04-Dec-18,673.9,684.45,__label__1
03-Dec-18,670.5,669.85,__label__1
30-Nov-18,663,666.5,__label__1
29-Nov-18,672,659.6,__label__2
28-Nov-18,643,666.35,__label__1
27-Nov-18,627,637,__label__1
26-Nov-18,623.5,621.3,__label__1
22-Nov-18,623.9,620.45,__label__2
21-Nov-18,642,620.95,__label__2
20-Nov-18,648.55,641.1,__label__2
19-Nov-18,655,651.8,__label__2
16-Nov-18,664,650.45,__label__2
15-Nov-18,653.45,656.35,__label__2
14-Nov-18,669,653.45,__label__2
13-Nov-18,666,665.7,__label__2
12-Nov-18,666,664.45,__label__2
09-Nov-18,677.2,661.45,__label__2
07-Nov-18,674.45,676,__label__2
06-Nov-18,669,666.8,__label__1
05-Nov-18,663,662.75,__label__1
02-Nov-18,668.1,662.05,__label__2
01-Nov-18,693.9,666.35,__label__2
31-Oct-18,665,686.25,__label__1
30-Oct-18,640,659.75,__label__1
29-Oct-18,633,643.8,__label__1
26-Oct-18,645.1,633.5,__label__2
25-Oct-18,643,649.3,__label__2
24-Oct-18,663.05,650.15,__label__2
23-Oct-18,679,657.85,__label__2
22-Oct-18,691,678.25,__label__2
19-Oct-18,689.8,682.6,__label__2
17-Oct-18,707,704.5,__label__2
16-Oct-18,709,696.4,__label__2
15-Oct-18,690,699.1,__label__1
12-Oct-18,677,679.05,__label__1
11-Oct-18,689.9,675,__label__2
10-Oct-18,718.15,700.3,__label__2
09-Oct-18,716,717.35,__label__2
08-Oct-18,725.05,714.5,__label__2
05-Oct-18,711,721.85,__label__1
04-Oct-18,728,706.35,__label__2
03-Oct-18,744.7,727.85,__label__2
01-Oct-18,735.1,744.45,__label__2
28-Sep-18,720,727.85,__label__1
27-Sep-18,719.5,724.15,__label__1
26-Sep-18,738,717.8,__label__2
25-Sep-18,720,726.5,__label__2
24-Sep-18,709,717.3,__label__1
21-Sep-18,719,706.3,__label__2
19-Sep-18,725,720.4,__label__2
18-Sep-18,732,719.15,__label__2
17-Sep-18,736.4,726.55,__label__2
14-Sep-18,742.5,735.2,__label__2
12-Sep-18,743,742.7,__label__2
11-Sep-18,734.3,734.25,__label__1
10-Sep-18,737,731.95,__label__2
07-Sep-18,733.05,733.15,__label__2
06-Sep-18,734.5,727.95,__label__2
05-Sep-18,741.75,729.8,__label__2
04-Sep-18,723.7,735.65,__label__1
03-Sep-18,1458,1433.45,__label__2
31-Aug-18,1422,1440,__label__1
30-Aug-18,1411,1417.5,__label__1
29-Aug-18,1435,1410.35,__label__2
28-Aug-18,1416,1424.35,__label__2
27-Aug-18,1383.35,1414.9,__label__1
24-Aug-18,1392.55,1379.95,__label__1
23-Aug-18,1388.3,1399.2,__label__2
21-Aug-18,1386.1,1384.3,__label__1
20-Aug-18,1388.7,1385.2,__label__2
17-Aug-18,1432.85,1431.35,__label__2
16-Aug-18,1411.25,1425.3,__label__1
14-Aug-18,1410.35,1408.75,__label__1
13-Aug-18,1385,1409.45,__label__1
10-Aug-18,1382.3,1385.2,__label__1
09-Aug-18,1366.05,1380.3,__label__1
08-Aug-18,1368.1,1362.9,__label__1
07-Aug-18,1367,1369.4,__label__2
06-Aug-18,1365,1360.8,__label__1
03-Aug-18,1360,1364.1,__label__1
02-Aug-18,1355.1,1355.4,__label__1
01-Aug-18,1365.85,1353.75,__label__2
31-Jul-18,1350,1365,__label__1
30-Jul-18,1385,1353.15,__label__2
27-Jul-18,1380,1374.55,__label__2
26-Jul-18,1380,1375.2,__label__2
25-Jul-18,1380,1383.7,__label__2
24-Jul-18,1362,1376,__label__1
23-Jul-18,1350.1,1355.75,__label__1
20-Jul-18,1321.05,1348.35,__label__1
19-Jul-18,1322.4,1316.55,__label__1
18-Jul-18,1340,1322.4,__label__2
17-Jul-18,1332.7,1327.4,__label__2
16-Jul-18,1325,1333.05,__label__1
13-Jul-18,1310,1309.1,__label__1
12-Jul-18,1324,1294.6,__label__2
11-Jul-18,1310,1320.35,__label__2
10-Jul-18,1305.2,1302.5,__label__1
09-Jul-18,1292.55,1299.15,__label__1
06-Jul-18,1280,1284.5,__label__1
05-Jul-18,1349.8,1284.5,__label__2
04-Jul-18,1353,1344.6,__label__2
03-Jul-18,1340,1353.65,__label__1
02-Jul-18,1313.9,1334.45,__label__1
29-Jun-18,1295.2,1306.75,__label__1
28-Jun-18,1269.2,1288.85,__label__1
27-Jun-18,1281.15,1269.2,__label__1
26-Jun-18,1269.9,1277.85,__label__2
25-Jun-18,1250,1272.3,__label__1
22-Jun-18,1245.5,1246.45,__label__1
21-Jun-18,1250,1246.35,__label__2
20-Jun-18,1245,1243.35,__label__1
19-Jun-18,1266,1244.05,__label__2
18-Jun-18,1285,1266.5,__label__2
15-Jun-18,1238.7,1280.45,__label__1
14-Jun-18,1259,1238.7,__label__1
13-Jun-18,1265,1276.1,__label__2
12-Jun-18,1265,1258.4,__label__1
11-Jun-18,1259.75,1263.05,__label__2
08-Jun-18,1249.9,1259.75,__label__1
07-Jun-18,1238,1250.8,__label__1
06-Jun-18,1221.2,1235.6,__label__1
05-Jun-18,1225.1,1221.2,__label__1
04-Jun-18,1220,1239.6,__label__1
01-Jun-18,1231.9,1220.25,__label__1
31-May-18,1217,1231.9,__label__1
30-May-18,1216.7,1214.1,__label__1
29-May-18,1220,1216.65,__label__2
28-May-18,1228.3,1214.5,__label__2
25-May-18,1223,1228.8,__label__2
24-May-18,1192.45,1221.85,__label__1
23-May-18,1196.8,1185.25,__label__1
22-May-18,1175.6,1193.55,__label__1
21-May-18,1180,1182.6,__label__1
18-May-18,1186,1183.75,__label__2
17-May-18,1198.9,1184.95,__label__2
16-May-18,1192.55,1190.05,__label__2
15-May-18,1189.3,1192.55,__label__1
14-May-18,1175,1189.6,__label__1
11-May-18,1170.5,1181,__label__1
10-May-18,1165,1167.55,__label__1
09-May-18,1170,1171.25,__label__2
08-May-18,1176.55,1165.35,__label__2
07-May-18,1177.1,1183.35,__label__2
04-May-18,1190,1172.9,__label__2
03-May-18,1198,1181.85,__label__2
02-May-18,1200,1197.8,__label__2
30-Apr-18,1188,1199.4,__label__1
27-Apr-18,1180,1185.15,__label__1
26-Apr-18,1165,1175.65,__label__1
25-Apr-18,1154,1160.9,__label__1
24-Apr-18,1185,1153.9,__label__2
23-Apr-18,1166,1183.35,__label__2
20-Apr-18,1138.5,1178.25,__label__1
19-Apr-18,1124,1132.7,__label__1
18-Apr-18,1124,1125.45,__label__1
17-Apr-18,1131.95,1125,__label__2
16-Apr-18,1099.3,1132.8,__label__1
13-Apr-18,1174.5,1169,__label__2
12-Apr-18,1132.9,1162.25,__label__1
11-Apr-18,1118,1123.9,__label__1
10-Apr-18,1127,1114.15,__label__2
09-Apr-18,1129.9,1110.95,__label__2
06-Apr-18,1140,1129.3,__label__2
05-Apr-18,1134.05,1145,__label__2
04-Apr-18,1140.5,1124.55,__label__1
03-Apr-18,1136.8,1140.05,__label__2
02-Apr-18,1135.5,1137.5,__label__1
28-Mar-18,1153,1134.4,__label__2
27-Mar-18,1145,1152.8,__label__2
26-Mar-18,1167,1154.3,__label__2
23-Mar-18,1145,1167.45,__label__1
22-Mar-18,1166.9,1158.8,__label__1
21-Mar-18,1163.1,1168.6,__label__2
20-Mar-18,1147.15,1162.1,__label__1
19-Mar-18,1164.7,1147.15,__label__2
16-Mar-18,1184.8,1172.5,__label__2
15-Mar-18,1180,1182.15,__label__2
14-Mar-18,1179,1180.2,__label__1
13-Mar-18,1176.2,1180.55,__label__1
12-Mar-18,1170.3,1185.85,__label__1
09-Mar-18,1160.2,1163.4,__label__1
08-Mar-18,1144,1156.7,__label__1
07-Mar-18,1151.3,1142.8,__label__1
06-Mar-18,1167.25,1146.85,__label__2
05-Mar-18,1160,1153.1,__label__2
01-Mar-18,1173.45,1160.25,__label__2
28-Feb-18,1148.05,1174.25,__label__1
27-Feb-18,1142.1,1148.3,__label__1
26-Feb-18,1157,1141.05,__label__2
23-Feb-18,1165,1155.65,__label__2
22-Feb-18,1148.9,1160.5,__label__1
21-Feb-18,1146,1148.7,__label__1
20-Feb-18,1132,1134.7,__label__1
19-Feb-18,1125.2,1130,__label__1
16-Feb-18,1121,1124.85,__label__1
15-Feb-18,1100.1,1114.15,__label__1
14-Feb-18,1104,1098.05,__label__1
12-Feb-18,1112,1103.8,__label__2
09-Feb-18,1124.9,1111.8,__label__2
08-Feb-18,1120.3,1134.55,__label__2
07-Feb-18,1112.1,1108.75,__label__1
06-Feb-18,1109,1108.45,__label__2
05-Feb-18,1138,1138.3,__label__2
02-Feb-18,1140,1141.7,__label__2
01-Feb-18,1150,1144.5,__label__2
31-Jan-18,1160,1150.65,__label__2
30-Jan-18,1180.5,1169.7,__label__2
29-Jan-18,1165,1181.5,__label__1
25-Jan-18,1184.4,1170.8,__label__2
24-Jan-18,1177.8,1185.15,__label__2
23-Jan-18,1151.2,1175.2,__label__1
22-Jan-18,1141.7,1150.3,__label__1
19-Jan-18,1148.9,1143.25,__label__1
18-Jan-18,1149,1152.75,__label__2
17-Jan-18,1118,1152.25,__label__1
16-Jan-18,1080,1122.9,__label__1
15-Jan-18,1078.5,1080.4,__label__1
12-Jan-18,1089,1078.4,__label__2
11-Jan-18,1053,1075.6,__label__1
10-Jan-18,1049.9,1051.6,__label__1
09-Jan-18,1040,1041.3,__label__1
08-Jan-18,1015,1035.65,__label__1
05-Jan-18,1015.3,1012.1,__label__1
04-Jan-18,1022,1015.3,__label__2
03-Jan-18,1035,1019.1,__label__2
02-Jan-18,1037.2,1029.5,__label__2
01-Jan-18,1040,1034.55,__label__2
29-Dec-17,1030,1039.3,__label__1
28-Dec-17,1031.9,1034,__label__1
27-Dec-17,1029,1034.05,__label__1
26-Dec-17,1029.8,1034.35,__label__1
22-Dec-17,1019.4,1038.4,__label__1
21-Dec-17,1013.3,1021.55,__label__1
20-Dec-17,1004.8,1013.3,__label__1
19-Dec-17,1015.35,1004.8,__label__2
18-Dec-17,1015,1015.35,__label__2
15-Dec-17,1015,1023.45,__label__1
14-Dec-17,1005.25,1012.45,__label__1
13-Dec-17,1012,1003.45,__label__1
12-Dec-17,1003,1011.1,__label__1
11-Dec-17,997,1003.5,__label__1
08-Dec-17,1000.1,1001.55,__label__1
07-Dec-17,987.5,1000.1,__label__1
06-Dec-17,984.4,990.4,__label__1
05-Dec-17,986,984.4,__label__1
04-Dec-17,983,985.3,__label__1
01-Dec-17,977.5,958.5,__label__1
30-Nov-17,989,974.95,__label__2
29-Nov-17,989,983.3,__label__2
28-Nov-17,996.9,984.5,__label__2
27-Nov-17,1000,997.5,__label__2
24-Nov-17,989.1,1009.95,__label__1
23-Nov-17,970,991.4,__label__1
22-Nov-17,965,966.3,__label__1
21-Nov-17,961.35,966.4,__label__1
20-Nov-17,969.7,961.35,__label__2
17-Nov-17,989.8,970.95,__label__2
16-Nov-17,951.15,988.6,__label__1
15-Nov-17,947,951.95,__label__1
14-Nov-17,950,949.45,__label__1
13-Nov-17,960.6,951.8,__label__2
10-Nov-17,954.6,960.6,__label__2
09-Nov-17,958.5,954.6,__label__1
08-Nov-17,958.25,951.95,__label__2
07-Nov-17,928.5,955.7,__label__1
06-Nov-17,925,928.6,__label__1
03-Nov-17,922.7,926.65,__label__1
02-Nov-17,924,922.9,__label__1
01-Nov-17,924,926.25,__label__2
31-Oct-17,923.4,921.65,__label__1
30-Oct-17,954,944.65,__label__2
27-Oct-17,955,947.45,__label__2
26-Oct-17,940.15,947.5,__label__1
25-Oct-17,920,935.4,__label__1
24-Oct-17,945,926.75,__label__2
23-Oct-17,928.2,939.65,__label__2
19-Oct-17,930,927.1,__label__1
18-Oct-17,929,924.45,__label__2
17-Oct-17,935,931.45,__label__2
16-Oct-17,935,939.3,__label__2
13-Oct-17,930.05,931.9,__label__1
12-Oct-17,930,927.15,__label__1
11-Oct-17,936,930.6,__label__2
10-Oct-17,940,935.6,__label__2
09-Oct-17,922,923.65,__label__1
06-Oct-17,906.6,919.45,__label__1
05-Oct-17,899,903.1,__label__1
04-Oct-17,903.95,899.8,__label__2
03-Oct-17,908,903.95,__label__2
29-Sep-17,900,898.75,__label__1
28-Sep-17,898,895.7,__label__1
27-Sep-17,905,898.65,__label__2
26-Sep-17,896,906.45,__label__1
25-Sep-17,901,896.65,__label__1
22-Sep-17,908.2,898.05,__label__2
21-Sep-17,912.5,909.55,__label__2
20-Sep-17,915.3,912,__label__2
19-Sep-17,910.1,911.3,__label__1
18-Sep-17,910,908.45,__label__1
15-Sep-17,895,908.6,__label__1
14-Sep-17,886.4,892.3,__label__1
13-Sep-17,885,883.55,__label__1
12-Sep-17,881,883.85,__label__1
11-Sep-17,890,878.55,__label__2
08-Sep-17,896.1,884.4,__label__2
07-Sep-17,898,895.55,__label__2
06-Sep-17,899,895.7,__label__2
05-Sep-17,903.35,901.1,__label__2
04-Sep-17,921.25,901.3,__label__2
01-Sep-17,915.2,920.1,__label__2
31-Aug-17,928,915.3,__label__2
30-Aug-17,935.1,926.65,__label__2
29-Aug-17,943.4,927.55,__label__2
28-Aug-17,947,941.15,__label__2
24-Aug-17,907,912.5,__label__1
23-Aug-17,881.1,894.5,__label__1
22-Aug-17,892.5,877.15,__label__1
21-Aug-17,929,873.5,__label__2
18-Aug-17,1021.5,923.1,__label__2
17-Aug-17,1010,1021.15,__label__2
16-Aug-17,984,976.8,__label__1
14-Aug-17,985.15,979.45,__label__2
11-Aug-17,977,987.75,__label__1
10-Aug-17,971.9,982.5,__label__1
09-Aug-17,966.25,969.45,__label__1
08-Aug-17,970,964.6,__label__2
07-Aug-17,982,968.15,__label__2
04-Aug-17,985.2,985.35,__label__2
03-Aug-17,992.45,983.6,__label__2
02-Aug-17,1005,992.45,__label__2
01-Aug-17,1007,1005,__label__2
31-Jul-17,997.85,1011.3,__label__1
28-Jul-17,980,997.85,__label__1
27-Jul-17,994,972.3,__label__1
26-Jul-17,996,993.75,__label__2
25-Jul-17,991,994.15,__label__1
24-Jul-17,981.1,991.2,__label__1
21-Jul-17,971,979.9,__label__1
20-Jul-17,980,969,__label__2
19-Jul-17,989,979.9,__label__2
18-Jul-17,984.9,985.4,__label__2
17-Jul-17,973.25,985.35,__label__1
14-Jul-17,1000,972.05,__label__2
13-Jul-17,973.95,976.3,__label__2
12-Jul-17,976,973.8,__label__1
11-Jul-17,955,975.8,__label__1
10-Jul-17,945,959.05,__label__1
07-Jul-17,945,936,__label__1
06-Jul-17,946,947.5,__label__2
05-Jul-17,955.6,951.05,__label__2
04-Jul-17,955,960.5,__label__2
03-Jul-17,935,951.4,__label__1
30-Jun-17,927.35,935.65,__label__1
29-Jun-17,927,929.5,__label__1
28-Jun-17,930.3,924.4,__label__2
27-Jun-17,944.05,926.35,__label__2
23-Jun-17,940,943.35,__label__2
22-Jun-17,945,940.3,__label__2
21-Jun-17,943.5,943.95,__label__2
20-Jun-17,935,943.8,__label__1
19-Jun-17,938.6,929.45,__label__1
16-Jun-17,951.9,940.5,__label__2
15-Jun-17,955,952.3,__label__2
14-Jun-17,957,958.65,__label__2
13-Jun-17,959.7,958.2,__label__2
12-Jun-17,943,963.8,__label__1
09-Jun-17,940,948.65,__label__1
08-Jun-17,961.1,956.3,__label__2
07-Jun-17,982.05,961.5,__label__2
06-Jun-17,965,979.45,__label__2
05-Jun-17,969,960.2,__label__1
02-Jun-17,970.95,969.45,__label__2
01-Jun-17,969,970.95,__label__1
31-May-17,991.15,976.95,__label__2
30-May-17,985.3,996.45,__label__2
29-May-17,992.7,985.3,__label__1
26-May-17,980,996.2,__label__1
25-May-17,959.9,981.9,__label__1
24-May-17,957.15,953.55,__label__1
23-May-17,963,957.4,__label__2
22-May-17,957.8,959.75,__label__2
19-May-17,956,957.9,__label__1
18-May-17,949,961.7,__label__1
17-May-17,955,952.2,__label__1
16-May-17,952,956.5,__label__1
15-May-17,965,951.95,__label__2
12-May-17,950,963.9,__label__1
11-May-17,945,943.85,__label__1
10-May-17,947,943.2,__label__2
09-May-17,949.9,946.7,__label__2
08-May-17,936,945.45,__label__1
05-May-17,936,931.5,__label__1
04-May-17,935,936.3,__label__2
03-May-17,924.3,935.65,__label__1
02-May-17,924.8,921,__label__1
28-Apr-17,925.05,919.4,__label__2
27-Apr-17,920,923.95,__label__2
26-Apr-17,933,914.05,__label__2
25-Apr-17,929.8,929,__label__2
24-Apr-17,918.8,926.05,__label__1
21-Apr-17,934.2,923.7,__label__2
20-Apr-17,920,927.65,__label__1
19-Apr-17,929.8,918.8,__label__2
18-Apr-17,925,922.4,__label__2
17-Apr-17,932,924.8,__label__2
13-Apr-17,974,931.4,__label__2
12-Apr-17,972,968.8,__label__2
11-Apr-17,955,967.15,__label__1
10-Apr-17,982,952.95,__label__2
07-Apr-17,1000,981.25,__label__2
06-Apr-17,995.1,999.15,__label__2
05-Apr-17,1005,995.4,__label__2
03-Apr-17,1027.1,1009.45,__label__2
31-Mar-17,1026,1020.8,__label__2
30-Mar-17,1034.2,1024.5,__label__2
29-Mar-17,1035,1031.35,__label__2
28-Mar-17,1026.25,1035.1,__label__1
27-Mar-17,1033,1028.8,__label__1
24-Mar-17,1040.4,1031.8,__label__2
23-Mar-17,1028,1040.6,__label__1
22-Mar-17,1020,1027.8,__label__1
21-Mar-17,1021,1032,__label__1
20-Mar-17,1029,1020.6,__label__1
17-Mar-17,1035,1040,__label__2
16-Mar-17,1012,1028.5,__label__1
15-Mar-17,1035,1012.1,__label__2
14-Mar-17,1032.5,1035,__label__2
10-Mar-17,1011.7,1020.1,__label__1
09-Mar-17,1007.25,1011.6,__label__1
08-Mar-17,1020,1007.25,__label__2
07-Mar-17,1024,1019.7,__label__2
06-Mar-17,1019.8,1033.85,__label__2
03-Mar-17,1010.1,1031.15,__label__1
02-Mar-17,1025,1020.65,__label__1
01-Mar-17,1014.6,1025,__label__1
28-Feb-17,1011,1012.3,__label__1
27-Feb-17,1005.5,1012.75,__label__1
23-Feb-17,991,1009.05,__label__1
22-Feb-17,1012.7,991.85,__label__2
21-Feb-17,1020,1012.95,__label__2
20-Feb-17,998.9,1011.7,__label__1
17-Feb-17,1011.9,999.7,__label__2
16-Feb-17,992,1011.9,__label__1
15-Feb-17,982.15,982.35,__label__1
14-Feb-17,982.55,987.3,__label__2
13-Feb-17,975,983.5,__label__1
10-Feb-17,945,968.05,__label__1
09-Feb-17,936,948.1,__label__1
08-Feb-17,940,936.45,__label__1
07-Feb-17,934.9,944.75,__label__1
06-Feb-17,939,934.45,__label__1
03-Feb-17,934,934.95,__label__1
02-Feb-17,916,935.35,__label__1
01-Feb-17,921.9,916.55,__label__1
31-Jan-17,943.9,929.3,__label__2
30-Jan-17,938.7,948.35,__label__2
27-Jan-17,935,942.15,__label__1
25-Jan-17,948.75,936.65,__label__2
24-Jan-17,952.85,945.1,__label__2
23-Jan-17,947,951.75,__label__2
20-Jan-17,953,948.8,__label__2
19-Jan-17,951,958.55,__label__2
18-Jan-17,958,950.9,__label__1
17-Jan-17,959.8,956.05,__label__2
16-Jan-17,965,955.7,__label__2
13-Jan-17,1026.35,975.15,__label__2
12-Jan-17,972.25,1000.05,__label__1
11-Jan-17,978,969,__label__1
10-Jan-17,976.25,970.6,__label__2
09-Jan-17,974,970.55,__label__2
06-Jan-17,993,971.45,__label__2
05-Jan-17,999,996.4,__label__2
04-Jan-17,994.6,998.3,__label__1
03-Jan-17,1002.35,994.65,__label__2
02-Jan-17,1012,1001.6,__label__2
30-Dec-16,995.25,1010.7,__label__1
29-Dec-16,1000,994.1,__label__1
28-Dec-16,999.5,999.15,__label__2
27-Dec-16,983.1,999.25,__label__1
26-Dec-16,989,983,__label__1
23-Dec-16,981.35,989.3,__label__1
22-Dec-16,1002.9,985.2,__label__2
21-Dec-16,1015,1003.7,__label__2
20-Dec-16,998,1010.4,__label__1
19-Dec-16,1005,1002.2,__label__1
16-Dec-16,999.2,1004.2,__label__1
15-Dec-16,997.9,993.25,__label__1
14-Dec-16,991.55,999.05,__label__1
13-Dec-16,977,990.05,__label__1
12-Dec-16,981,977.5,__label__1
09-Dec-16,986.5,987.35,__label__2
08-Dec-16,966.6,984.75,__label__1
07-Dec-16,967.2,966.6,__label__1
06-Dec-16,966.5,966.95,__label__1
05-Dec-16,965,961.4,__label__1
02-Dec-16,969,964.1,__label__2
01-Dec-16,976,976.05,__label__2
30-Nov-16,970,975.45,__label__1
29-Nov-16,983,972.65,__label__2
28-Nov-16,994.8,979.65,__label__2
25-Nov-16,930.3,977.3,__label__1
24-Nov-16,923.3,932.7,__label__1
23-Nov-16,924,920.5,__label__1
22-Nov-16,921.75,913.95,__label__2
21-Nov-16,930.9,911.15,__label__2
18-Nov-16,929.8,919.8,__label__2
17-Nov-16,934.8,929.55,__label__2
16-Nov-16,926.1,940.1,__label__1
15-Nov-16,922,924.75,__label__1
11-Nov-16,940,921.85,__label__2
10-Nov-16,961.05,938.6,__label__2
09-Nov-16,940,955.85,__label__2
08-Nov-16,986.05,982.8,__label__2
07-Nov-16,982.25,978.75,__label__1
04-Nov-16,966.9,970.8,__label__1
03-Nov-16,984.5,966.9,__label__2
02-Nov-16,988,981.1,__label__2
01-Nov-16,1009.85,988.85,__label__2
30-Oct-16,1001,1002.5,__label__2
28-Oct-16,1007,997.45,__label__2
27-Oct-16,1015.9,1006.15,__label__2
26-Oct-16,1020,1014.85,__label__2
25-Oct-16,1029.9,1017.35,__label__2
24-Oct-16,1040,1029,__label__2
21-Oct-16,1035,1038.1,__label__2
20-Oct-16,1041.1,1036.95,__label__2
19-Oct-16,1042,1041.6,__label__2
18-Oct-16,1030,1038.2,__label__1
17-Oct-16,1036,1022.05,__label__1
14-Oct-16,1060,1027.4,__label__2
13-Oct-16,1029.45,1052.05,__label__2
10-Oct-16,1014.55,1029.55,__label__1
07-Oct-16,1030,1012.65,__label__2
06-Oct-16,1041,1026.65,__label__2
05-Oct-16,1048.7,1041.15,__label__2
04-Oct-16,1040,1048.8,__label__1
03-Oct-16,1038.1,1037.85,__label__1
30-Sep-16,1031,1038.1,__label__1
29-Sep-16,1041,1029.9,__label__2
28-Sep-16,1040,1038.6,__label__2
27-Sep-16,1035.7,1040.45,__label__1
26-Sep-16,1041,1035.7,__label__2
23-Sep-16,1059,1043,__label__2
22-Sep-16,1056,1058.5,__label__2
21-Sep-16,1051,1056.7,__label__1
20-Sep-16,1054,1050.35,__label__1
19-Sep-16,1050,1061.15,__label__1
16-Sep-16,1051,1060.35,__label__1
15-Sep-16,1048,1041.35,__label__1
14-Sep-16,1055,1047.1,__label__2
12-Sep-16,1028,1054,__label__1
09-Sep-16,1038,1036,__label__1
08-Sep-16,1048,1037.9,__label__2
07-Sep-16,1045,1055,__label__2
06-Sep-16,1040,1045.1,__label__1
02-Sep-16,1037,1031.05,__label__1
01-Sep-16,1036,1037.65,__label__2
31-Aug-16,1041.5,1036.8,__label__2
30-Aug-16,1037,1041,__label__2
29-Aug-16,1020,1022.25,__label__1
26-Aug-16,1037,1020.75,__label__2
25-Aug-16,1058,1036.55,__label__2
24-Aug-16,1045,1057.55,__label__2
23-Aug-16,1016.45,1039.25,__label__1
22-Aug-16,1021.1,1015.4,__label__1
19-Aug-16,1026.5,1021.1,__label__2
18-Aug-16,1035,1024.3,__label__2
17-Aug-16,1046,1033.4,__label__2
16-Aug-16,1042,1050.95,__label__2
12-Aug-16,1075,1063.3,__label__2
11-Aug-16,1081.9,1077.1,__label__2
10-Aug-16,1079.9,1079.95,__label__2
09-Aug-16,1079,1081.5,__label__1
08-Aug-16,1068,1078.8,__label__1
05-Aug-16,1065,1067.4,__label__1
04-Aug-16,1090,1072.15,__label__2
03-Aug-16,1085,1085,__label__2
02-Aug-16,1089.9,1084.3,__label__2
01-Aug-16,1074,1085,__label__1
29-Jul-16,1078,1073.95,__label__1
28-Jul-16,1087.55,1079.2,__label__2
27-Jul-16,1088.7,1087.55,__label__2
26-Jul-16,1080,1088.8,__label__1
25-Jul-16,1065,1080.5,__label__1
22-Jul-16,1075,1072.65,__label__1
21-Jul-16,1080,1080.35,__label__2
20-Jul-16,1071,1083.05,__label__1
19-Jul-16,1086.5,1086.3,__label__2
18-Jul-16,1075,1081.7,__label__1
15-Jul-16,1186.35,1072.25,__label__2
14-Jul-16,1195,1175.85,__label__2
13-Jul-16,1180,1193.15,__label__2
12-Jul-16,1174,1176,__label__1
11-Jul-16,1165,1174.85,__label__1
08-Jul-16,1177.2,1158.75,__label__2
07-Jul-16,1175.45,1157.2,__label__2
05-Jul-16,1185,1175.45,__label__2
04-Jul-16,1176,1184.25,__label__2
01-Jul-16,1180,1172.1,__label__1
30-Jun-16,1192.7,1170.75,__label__2
29-Jun-16,1165,1176.55,__label__1
28-Jun-16,1166.25,1161.05,__label__1
27-Jun-16,1176,1166.25,__label__2
24-Jun-16,1199,1194.5,__label__2
23-Jun-16,1199.9,1211.55,__label__2
22-Jun-16,1197.25,1198.55,__label__1
21-Jun-16,1209,1205.9,__label__2
20-Jun-16,1178.2,1208.6,__label__1
17-Jun-16,1190,1178.3,__label__1
16-Jun-16,1193.7,1186.2,__label__2
15-Jun-16,1180,1189.2,__label__1
14-Jun-16,1183.1,1175.2,__label__1
13-Jun-16,1176,1182.55,__label__2
10-Jun-16,1175.5,1180.8,__label__1
09-Jun-16,1228.9,1185.45,__label__2
08-Jun-16,1260,1238.3,__label__2
07-Jun-16,1267,1257.2,__label__2
06-Jun-16,1270,1267.1,__label__2
03-Jun-16,1264,1266.45,__label__1
02-Jun-16,1253,1260.25,__label__1
01-Jun-16,1241,1256.45,__label__1
31-May-16,1268,1249.85,__label__2
30-May-16,1247,1263.45,__label__1
27-May-16,1230,1246.4,__label__1
26-May-16,1208,1231.65,__label__1
25-May-16,1196,1208.85,__label__1
24-May-16,1190,1188.2,__label__1
23-May-16,1201.5,1190.75,__label__2
20-May-16,1204,1201.75,__label__2
19-May-16,1209,1205.35,__label__2
18-May-16,1203.5,1209.75,__label__1
17-May-16,1218,1214.05,__label__2
16-May-16,1210,1213.95,__label__1
13-May-16,1207,1206.7,__label__1
12-May-16,1208.95,1210.2,__label__2
11-May-16,1205,1201.05,__label__1
10-May-16,1200,1212.55,__label__1
09-May-16,1190,1199.15,__label__1
06-May-16,1192,1181.45,__label__1
05-May-16,1191,1192.45,__label__2
04-May-16,1191,1189.55,__label__1
03-May-16,1200,1180.75,__label__2
02-May-16,1214,1200.65,__label__2
29-Apr-16,1212,1210.85,__label__2
28-Apr-16,1233,1211.45,__label__2
27-Apr-16,1229.9,1240,__label__2
26-Apr-16,1215,1232.95,__label__1
25-Apr-16,1214,1217.05,__label__1
