Time,Dates,Sources,Headlines
10.39 am , 31 Dec 2015 ,   Source: CNBC-TV18,"Short Infosys, says Shubham Agarwal"
10.39 am , 30 Dec 2015 ,   Source: CNBC-TV18,"Chennai rain, seasonality to hurt IT cos in Q3:Offshore Insights"
8.49 am , 29 Dec 2015 ,   Source: PTI,Infosys sets up 6.6 MW solar plant in Telangana campus
1.28 pm , 26 Dec 2015 ,   Source: PTI,Startups get $8.4 bn funding in 2015; Nearly 1k deals inked
9.50 am , 23 Dec 2015 ,   Source: CNBC-TV18,"Prefer TCS, Infosys: Sudarshan Sukhani"
1.30 pm , 22 Dec 2015 ,   Source: CNBC-TV18,Infosys may move to Rs 1150: Shubham Agarwal
11.31 am , 22 Dec 2015 ,   Source: CNBC-TV18,Infosys may slip to Rs 1073: Rajat Bose
9.22 am , 22 Dec 2015 ,   Source: CNBC-TV18,"Buy Britannia, Idea, ONGC: Prakash Gaba"
10.40 am , 21 Dec 2015 ,   Source: CNBC-TV18,"Sell HDFC, Infosys: Rajat Bose"
10.20 am , 21 Dec 2015 ,   Source: PTI,Tata Motors only Indian firm on top-50 global R&D list
10.09 am , 18 Dec 2015 ,   Source: CNBC-TV18,Expect Infosys to slip to Rs 1073: Rajat Bose
9.56 am , 17 Dec 2015 ,   Source: CNBC-TV18,"Like Infosys; buy ICICI Bank, Lupin, TCS: Prakash Gaba"
9.43 am , 17 Dec 2015 ,   Source: CNBC-TV18,"Buy Infosys, advises Sudarshan Sukhani"
2.46 pm , 16 Dec 2015 ,   Source: CNBC-TV18,"Majesco may test Rs 800, says Harit Shah"
12.16 pm , 16 Dec 2015 ,   Source: CNBC-TV18,TVS Srichakra may test Rs 3240 in 9 months: Mayuresh Joshi
11.56 am , 15 Dec 2015 ,   Source: CNBC-TV18,"Infosys good bet, target Rs 1110: Rajat Bose"
9.20 am , 15 Dec 2015 ,   Source: CNBC-TV18,"Sell Dish TV; buy LIC Housing, TV18 Broadcast: Prakash Gaba"
5.21 pm , 14 Dec 2015 ,   Source: Moneycontrol.com,"Infosys Q3 results on January 14, 2016"
10.07 am , 14 Dec 2015 ,   Source: CNBC-TV18,"Prefer Infosys, Hexaware Technologies: Ajay Bodke"
12.43 pm , 10 Dec 2015 ,   Source: PTI,Infosys invests $4mn in Israeli startup CloudEndure
10.26 am , 10 Dec 2015 ,   Source: CNBC-TV18,Tata Consultancy Services will outperform: Sukhani
3.40 pm , 09 Dec 2015 ,   Source: PTI,'Startup valuations to settle once eco sense takes over'
1.56 pm , 08 Dec 2015 ,   Source: PTI,"Norms soon for crowdfunding, MF sale through ecomm:UK Sinha"
11.04 am , 08 Dec 2015 ,   Source: CNBC-TV18,Stock picks by Simi Bhaumik that can yield handsome returns
7.06 pm , 07 Dec 2015 ,   Source: PTI,Infosys to create 250 new technology jobs in Ireland   
10.17 am , 07 Dec 2015 ,   Source: CNBC-TV18,Sell Tata Consultancy Services: Sudarshan Sukhani
12.43 pm , 04 Dec 2015 ,   Source: CNBC-TV18,"Buy Infosys 1060 Call, advises Krish Subramanyam"
12.39 pm , 04 Dec 2015 ,   Source: CNBC-TV18,"Buy Lupin 1850 Put, sell 1750 Put: Krish Subramanyam"
9.10 am , 04 Dec 2015 ,   Source: CNBC-TV18,"Short Infosys, target Rs 1020: Rahul Mohindar "
4.04 pm , 03 Dec 2015 ,   Source: CNBC-TV18,"Sell Infosys on bounce, says Hemen Kapadia"
4.04 pm , 30 Nov 2015 ,   Source: CNBC-TV18,Infosys may outperform: Sudarshan Sukhani
3.26 pm , 27 Nov 2015 ,   Source: CNBC-TV18,"Buy Infosys, L&T: Hemen Kapadia"
9.27 am , 24 Nov 2015 ,   Source: CNBC-TV18,"Sell Infosys on any rally, says Rajat Bose"
11.23 am , 23 Nov 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani"
11.41 am , 21 Nov 2015 ,   Source: CNBC-TV18,"Below Rs 800, HCL Technologies good bet: Jai Bala"
11.40 am , 21 Nov 2015 ,   Source: CNBC-TV18,"Underweight on pharma, IT space: Sanjay Dutt"
5.26 pm , 20 Nov 2015 ,   Source: CNBC-TV18,"Sell Infosys, says Rajat Bose"
11.18 am , 20 Nov 2015 ,   Source: CNBC-TV18,Infosys may go to Rs 1070-1080: Rahul Mohindar
10.33 am , 20 Nov 2015 ,   Source: PTI,Infosys completes acquisition of Noah Consulting
5.06 pm , 19 Nov 2015 ,   Source: CNBC-TV18,Dipan Mehta negative on largecap IT stocks
2.44 pm , 19 Nov 2015 ,   Source: CNBC-TV18,No plans for changing bullish view on India: Anand Mahindra
12.05 pm , 19 Nov 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Ajay Bodke"
11.48 am , 19 Nov 2015 ,   Source: CNBC-TV18,"Positive on Infosys, Tech Mah may test Rs 680: IDFC Sec"
10.58 am , 19 Nov 2015 ,   Source: CNBC-TV18,Global ops will boost biz growth in FY16: Tech Mahindra
8.55 am , 19 Nov 2015 ,   Source: CNBC-TV18,Super Six trading stocks for short term gain
4.58 pm , 18 Nov 2015 ,   Source: CNBC-TV18,Buy Infosys for long term: Sudip Bandopadhyay
1.26 pm , 18 Nov 2015 ,   Source: CNBC-TV18,Top buzzing midcap stocks to trade on November 18
5.17 pm , 17 Nov 2015 ,   Source: CNBC-TV18,"Look at Infosys, says Gautam Sinha Roy"
4.59 pm , 17 Nov 2015 ,   Source: CNBC-TV18,"Expect more pain in TCS, Infosys: Kunal Bothra"
12.32 pm , 17 Nov 2015 ,   Source: CNBC-TV18,"Sell Infosys on rallies, says Rajat Bose"
8.39 am , 17 Nov 2015 ,   Source: CNBC-TV18,"Infosys warns of weak Q3 margins, maintains FY16 guidance"
4.41 pm , 16 Nov 2015 ,   Source: CNBC-TV18,"Prefer TCS, Infosys: Mayuresh Joshi"
4.05 pm , 16 Nov 2015 ,   Source: CNBC-TV18,"Short TCS, HCL Tech, Tech Mahindra: Sukhani"
11.32 am , 16 Nov 2015 ,   Source: CNBC-TV18,"Below Rs 1075, go short in Infosys: Hemant Thukral"
4.56 pm , 09 Nov 2015 ,   Source: CNBC-TV18,"Hold Mindtree, advises Mayuresh Joshi"
11.07 am , 09 Nov 2015 ,   Source: CNBC-TV18,"Buy HCL Tech, Infosys, TCS, Tech Mahindra: Sukhani"
3.32 pm , 06 Nov 2015 ,   Source: CNBC-TV18,"Buy Infosys, TCS, Tech Mahindra: Sharmila Joshi"
4.33 pm , 05 Nov 2015 ,   Source: CNBC-TV18,Top Diwali stock picks by R Sreeshankar
6.53 pm , 04 Nov 2015 ,   Source: CNBC-TV18,"Cognizant Q3 nos good; Infosys, HCL top picks: Elara"
12.15 pm , 04 Nov 2015 ,   Source: CNBC-TV18,"Prefer Infosys, TCS: Mayuresh Joshi"
9.52 am , 04 Nov 2015 ,   Source: CNBC-TV18,"Buy Tech Mahindra, says Sudarshan Sukhani"
4.39 pm , 03 Nov 2015 ,   Source: CNBC-TV18,"Like Infosys, bullish on NTPC, Power Grid: Parag Thakkar"
7.52 am , 27 Oct 2015 ,   Source: PTI,Indian IT cos to benefit from H-1B filing fee drop:Law firm
12.28 pm , 26 Oct 2015 ,   Source: CNBC-TV18,"Like TCS, Infosys, Tata Motors, Sun Pharma: R Venkatraman"
9.26 am , 26 Oct 2015 ,   Source: CNBC-TV18,"Buy Infosys, advises Sudarshan Sukhani"
12.07 pm , 24 Oct 2015 ,   Source: CNBC-TV18,"Infosys may move to Rs 1300-1350, says Jai Bala"
4.08 pm , 21 Oct 2015 ,   Source: CNBC-TV18,"Enter Infosys for long term, says Sudip Bandopadhyay"
12.28 pm , 21 Oct 2015 ,   Source: CNBC-TV18,"Buy Infosys, advises Sudarshan Sukhani"
9.00 am , 21 Oct 2015 ,   Source: CNBC-TV18,"After robust Q2, Zensar confident of upping margins further"
4.48 pm , 20 Oct 2015 ,   Source: CNBC-TV18,Infosys may test Rs 1050 in next couple of weeks: LKP Sec
3.37 pm , 20 Oct 2015 ,   Source: PTI,"Infosys, Huawei to jointly launch smart stadium solutions"
2.54 pm , 20 Oct 2015 ,   Source: CNBC-TV18,"Positive on Infosys, target Rs 1180: Amit Harchekar"
1.53 pm , 20 Oct 2015 ,   Source: Moneycontrol.com,Excl: Is top management trouble again brewing at Infosys?
10.44 am , 19 Oct 2015 ,   Source: Moneycontrol.com,Infosys to acquire Noah Consulting for USD70 million
5.37 pm , 18 Oct 2015 ,   Source: PTI,Mindtree shares jump over 5% on higher earnings
8.47 pm , 16 Oct 2015 ,   Source: PTI,"Mahindra Comviva to aid Airtel, Voda start mobile fin srvs"
4.40 pm , 15 Oct 2015 ,   Source: CNBC-TV18,Prefer midcap IT stocks: Dipan Mehta
4.25 pm , 15 Oct 2015 ,   Source: CNBC-TV18,"Buy TCS, Infosys from IT space: Ambareesh Baliga"
2.32 pm , 15 Oct 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1306: Reliance Securities
2.13 pm , 15 Oct 2015 ,   Source: CNBC-TV18,"Short Infosys, says CA Rudramurthy BV"
1.20 pm , 15 Oct 2015 ,   Source: CNBC-TV18,"Like LIC Housing Finance, Mindtree: Sudarshan Sukhani"
4.48 pm , 14 Oct 2015 ,   Source: CNBC-TV18,"Avoid Infosys, says Parag Thakkar"
1.17 pm , 14 Oct 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1306: Angel Broking
12.02 pm , 14 Oct 2015 ,   Source: Moneycontrol.com,TCS falls 4% but analysts bullish: Key concerns in Q2
11.06 am , 14 Oct 2015 ,   Source: CNBC-TV18,"Sell TCS, Infosys: Sudarshan Sukhani"
10.16 am , 14 Oct 2015 ,   Source: CNBC-TV18,IT biz seeing shift; size not a disadvantage: TCS CFO
10.10 am , 14 Oct 2015 ,   Source: CNBC-TV18,Infosys top pick but TCS remains an add: Kotak Equities
9.00 am , 14 Oct 2015 ,   Source: CNBC-TV18,TCS's Chandra hints 2% dip in FY16 constant currency growth
4.32 pm , 13 Oct 2015 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 1200: Arihant Capital
4.30 pm , 13 Oct 2015 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 1060: Firstcall research
4.15 pm , 13 Oct 2015 ,   Source: CNBC-TV18,"Buy Infosys for long term, says Neeraj Dewan"
4.01 pm , 13 Oct 2015 ,   Source: CNBC-TV18,"Prefer TCS over Infosys, Wipro: Mehraboon Irani"
1.44 pm , 13 Oct 2015 ,   Source: CNBC-TV18,"Prefer Infosys, HCL Tech; buy Cyient: Ravi Menon"
1.10 pm , 13 Oct 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1240: Sharekhan
1.08 pm , 13 Oct 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1280: Reliance Securities
1.03 pm , 13 Oct 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1440: Prabhudas Lilladher
12.34 pm , 13 Oct 2015 ,   Source: Moneycontrol.com,Hold Infosys; target of Rs 1200: Emkay
12.21 pm , 13 Oct 2015 ,   Source: CNBC-TV18,Prefer Infosys: Prakash Diwan
12.07 pm , 13 Oct 2015 ,   Source: CNBC-TV18,CK Narayan cautious on HCL Technologies
12.06 pm , 13 Oct 2015 ,   Source: CNBC-TV18,"Infosys may dip to Rs 1010-1020, says CK Narayan"
10.24 am , 13 Oct 2015 ,   Source: CNBC-TV18,"Here’s why Elara Cap prefers Infy, HCL Tech over TCS"
9.56 am , 13 Oct 2015 ,   Source: CNBC-TV18,"Below Rs 1090-1095, Infosys may slip to Rs 1060: Mehta"
1.16 pm , 12 Oct 2015 ,   Source: CNBC-TV18,See Infosys FY16 EPS at Rs 57.5; $ rev at 9%: Religare Cap
11.55 am , 12 Oct 2015 ,   Source: CNBC-TV18,Revised $ rev guidance only due to currency moves: Infosys
11.27 am , 12 Oct 2015 ,   Source: CNBC-TV18,"Like Infosys, HCL Technologies: Girish Pai"
11.12 am , 12 Oct 2015 ,   Source: CNBC-TV18,"Accumulate Infosys, target Rs 1,190: Girish Pai"
11.09 am , 12 Oct 2015 ,   Source: Moneycontrol.com,Infosys falls 5% after hitting new high: What went wrong?
11.05 am , 12 Oct 2015 ,   Source: Moneycontrol.com,Infosys shares heading into 'quarter of pause': Nilesh Shah
10.14 am , 12 Oct 2015 ,   Source: CNBC-TV18,Infosys to meet constant currency guidance of 10-12%: Katri
10.09 am , 12 Oct 2015 ,   Source: Moneycontrol.com,"See challenging H2, will meet guidance, says Infy COO"
10.08 am , 12 Oct 2015 ,   Source: CNBC-TV18,"Buy Infosys, expect new highs: Sudarshan Sukhani"
9.51 am , 12 Oct 2015 ,   Source: Moneycontrol.com,Infosys CFO Rajiv Bansal steps down
9.38 am , 12 Oct 2015 ,   Source: Moneycontrol.com,Infosys' CFO Rajiv Bansal resigns
9.33 am , 12 Oct 2015 ,   Source: Moneycontrol.com,Infosys declares interim dividend of Rs 10 per share
9.18 am , 12 Oct 2015 ,   Source: Moneycontrol.com,"Infosys Q2 profit rises 12%, tweaks FY16 $ revenue guidance"
12.48 pm , 10 Oct 2015 ,   Source: CNBC-TV18,"Look at Infosys, Aurobindo Pharma: CK Narayan"
3.47 pm , 09 Oct 2015 ,   Source: CNBC-TV18,Six in 60: Six stocks one needs to keep an eye on
1.42 pm , 09 Oct 2015 ,   Source: CNBC-TV18,"Buy Infosys on correction, says Deven Choksey"
1.20 pm , 09 Oct 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Rajat Bose"
11.15 am , 09 Oct 2015 ,   Source: CNBC-TV18,Positive on private sector banks: Nischal Maheshwari
10.27 am , 09 Oct 2015 ,   Source: CNBC-TV18,Expect Infosys Q2 to be strong; 4.5% revenue growth: IIFL 
10.09 am , 09 Oct 2015 ,   Source: CNBC-TV18,"Infosys Q2 profit seen up 7%, $ rev growth may lead sector"
8.08 pm , 08 Oct 2015 ,   Source: Moneycontrol.com,"HCL warning notwithstanding, IT Q2 revenue seen strong"
4.22 pm , 08 Oct 2015 ,   Source: CNBC-TV18,Infosys on verge of breakout: Sukhani
2.42 pm , 08 Oct 2015 ,   Source: CNBC-TV18,"Environment for start-ups, funding maturing:Ex-Infy exec VC"
4.29 pm , 07 Oct 2015 ,   Source: CNBC-TV18,Stay away from IT space: Dipan Mehta
1.51 pm , 07 Oct 2015 ,   Source: CNBC-TV18,"Infosys top pick in IT space, says R Sreesankar"
11.20 am , 07 Oct 2015 ,   Source: CNBC-TV18,"Positive on Infosys, target Rs 1,340 in medium term: Bodke"
1.35 pm , 06 Oct 2015 ,   Source: CNBC-TV18,"Buy Put options in Infosys, advises Gaurav Bissa"
1.24 pm , 05 Oct 2015 ,   Source: CNBC-TV18,"IT should outperform, pick Infosys, target Rs 1,230: MOST"
12.00 pm , 05 Oct 2015 ,   Source: CNBC-TV18,"Infosys looks strong, TCS may hit Rs 2680-2700: AB Money"
5.14 pm , 01 Oct 2015 ,   Source: CNBC-TV18,"Prefer TCS, Wipro, Infosys: Mehraboon Irani"
2.52 pm , 01 Oct 2015 ,   Source: CNBC-TV18,Trade Infosys 1200 call; positive on TCS: Chandan Taparia
3.30 pm , 30 Sep 2015 ,   Source: CNBC-TV18,Buy Infosys 1200 Call: Krish Subramanyam
11.33 am , 28 Sep 2015 ,   Source: CNBC-TV18,"Buy Aurobindo Pharma 760 Call, pick Infosys: VK Sharma"
11.56 am , 25 Sep 2015 ,   Source: CNBC-TV18,"Pick Mindtree, Strides Arcolab, Aurobindo: CK Narayan"
4.59 pm , 24 Sep 2015 ,   Source: CNBC-TV18,"Buy Wipro, Infosys: Siddarth Bhamre"
4.26 pm , 24 Sep 2015 ,   Source: CNBC-TV18,"Lupin, Infosys, IndusInd Bank look interesting: MOST"
10.11 am , 24 Sep 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani"
12.15 pm , 23 Sep 2015 ,   Source: CNBC-TV18,"Go long in Infosys Oct future, short TCS future: TS Harihar"
11.25 am , 23 Sep 2015 ,   Source: CNBC-TV18,"Prefer Sun Pharma, LIC Housing, Infosys: Mayuresh Joshi"
2.51 pm , 22 Sep 2015 ,   Source: CNBC-TV18,Expect Infosys to test Rs 1180: Sacchitanand Uttekar
12.07 pm , 22 Sep 2015 ,   Source: CNBC-TV18,"Like IT, commercial vehicle space: Gautam Trivedi"
10.00 pm , 21 Sep 2015 ,   Source: CNBC-TV18,"Exit policy, impact assessment vital for CSR: Sudha Murthy"
4.16 pm , 18 Sep 2015 ,   Source: CNBC-TV18,"Look at Infosys, says Gautam Sinha Roy"
2.49 pm , 18 Sep 2015 ,   Source: CNBC-TV18,"Buy Infosys, BPCL, ACC, sell L&T: Rahul Mohindar"
3.47 pm , 15 Sep 2015 ,   Source: PTI,Nandan Nilekani invests in telecom startup Mubble
3.21 pm , 15 Sep 2015 ,   Source: CNBC-TV18,"Pick L&T, Dabur, Sun Pharma: Sharmila Joshi"
4.40 pm , 14 Sep 2015 ,   Source: CNBC-TV18,"See higher levels in Infosys, says Sudarshan Sukhani"
1.24 pm , 14 Sep 2015 ,   Source: CNBC-TV18,"Pick Infosys, HCL Technologies: Dipen Sheth"
1.17 pm , 11 Sep 2015 ,   Source: CNBC-TV18,Margins to be under pressure for 12-18 months: Infosys
7.25 pm , 10 Sep 2015 ,   Source: PTI,Infosys to be global technology services partner for ATP
4.19 pm , 10 Sep 2015 ,   Source: CNBC-TV18,"HDFC Bank, Infosys top picks; like L&T, IOC: R Sreeshankar"
12.26 pm , 09 Sep 2015 ,   Source: CNBC-TV18,"Like TCI, Inox Wind, Bajaj Electricals: Mayuresh Joshi"
11.50 am , 09 Sep 2015 ,   Source: CNBC-TV18,"Like private banks, selective pharma, TCS, Infosys: Angel"
9.28 am , 09 Sep 2015 ,   Source: CNBC-TV18,"Buy TCS, Infosys: Sudarshan Sukhani"
12.40 pm , 08 Sep 2015 ,   Source: CNBC-TV18,Top buzzing midcap stocks to trade on September 8
11.39 am , 08 Sep 2015 ,   Source: CNBC-TV18,"Remain invested in Infosys, advises Sameet Chavan"
3.25 pm , 07 Sep 2015 ,   Source: Moneycontrol.com,"Buy Infosys, recommends GEPL Capital"
12.12 pm , 07 Sep 2015 ,   Source: CNBC-TV18,"Invest in ICICI Bank, Infosys, SBI, RIL, HUL: Sukhani"
3.38 pm , 03 Sep 2015 ,   Source: CNBC-TV18,Software is the new hardware in cloud services: Infosys
3.32 pm , 02 Sep 2015 ,   Source: Moneycontrol.com,Infosys Finacle launches solutions for payments banks and small finance banks
12.07 pm , 02 Sep 2015 ,   Source: Moneycontrol.com,"Bet on Infosys, watch out for per capita revenue: JP Morgan"
7.55 am , 02 Sep 2015 ,   Source: CNBC-TV18,"Bull's Eye: Sell Infosys, BPCL, Vedanta, Maruti Suzuki, SRF"
10.37 am , 01 Sep 2015 ,   Source: CNBC-TV18,"Prefer IT, pharma space: Siddarth Bhamre"
8.18 am , 01 Sep 2015 ,   Source: CNBC-TV18,Need to focus on increasing exports: NRN Narayana Murthy
4.51 pm , 31 Aug 2015 ,   Source: CNBC-TV18,"Infosys looks attractive, says Mayuresh Joshi"
1.48 pm , 31 Aug 2015 ,   Source: CNBC-TV18,Top buzzing midcap stocks to trade on August 31
11.55 am , 31 Aug 2015 ,   Source: CNBC-TV18,"Buy Infosys, Sun Pharma, SBI, ICICI Bank, HDFC: Sukhani"
9.14 am , 31 Aug 2015 ,   Source: CNBC-TV18,"Buy IT, pharma stocks on dips: Sudarshan Sukhani"
10.10 pm , 30 Aug 2015 ,   Source: PTI,Infosys gets govt nod for 3 more campuses in Bengaluru
4.20 pm , 28 Aug 2015 ,   Source: CNBC-TV18,"Prefer pharma, IT stocks: Rahul Mohindar"
2.43 pm , 28 Aug 2015 ,   Source: CNBC-TV18,"Buy Lupin, Infosys, Bank of Baroda: Rahul Mohindar"
4.45 pm , 27 Aug 2015 ,   Source: CNBC-TV18,"Infosys, TCS, Wipro good picks: Siddarth Bahmre"
4.32 pm , 27 Aug 2015 ,   Source: CNBC-TV18,"Look at pharma, private banks, IT: Dipan Mehta"
11.26 am , 27 Aug 2015 ,   Source: CNBC-TV18,The A-List: CNBC-TV18 selects four stocks that stand out
9.22 am , 27 Aug 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani"
7.20 pm , 26 Aug 2015 ,   Source: Moneycontrol.com,"Infosys, HCL Technologies top picks in IT space: Religare"
9.41 am , 26 Aug 2015 ,   Source: Moneycontrol.com,"Jefferies upgrades Infosys to buy; revenue, weak INR key"
11.18 am , 24 Aug 2015 ,   Source: CNBC-TV18,"Invest in Infosys, SBI, Maruti, Sun Pharma, L&T: Sukhani"
11.12 am , 24 Aug 2015 ,   Source: CNBC-TV18,"Like IT; Infosys, HCL Tech best picks: Hemant Thukral"
6.28 pm , 21 Aug 2015 ,   Source: Moneycontrol.com,Buy Infosys; target Rs 1250: Motilal Oswal
4.17 pm , 21 Aug 2015 ,   Source: CNBC-TV18,"Infosys can rise by 5-8%, says Rahul Mohindar"
2.50 pm , 21 Aug 2015 ,   Source: CNBC-TV18,"Buy Infosys, Sun Pharma, Zee Entertainment: Rahul Mohindar"
1.18 pm , 21 Aug 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Mahantesh Sabarad"
8.05 pm , 20 Aug 2015 ,   Source: CNBC-TV18,Infosys' Vishal Sikka announces 3 new services 'Ai-Ki-Do'
4.53 pm , 20 Aug 2015 ,   Source: CNBC-TV18,"Like Infosys, TCS: Devang Mehta"
3.12 pm , 20 Aug 2015 ,   Source: CNBC-TV18,"Hold Marico, MCX: Hemen Kapadia"
11.28 am , 20 Aug 2015 ,   Source: CNBC-TV18,Invest in Infosys on every dip; look at SpiceJet: HDFC Sec
10.51 am , 20 Aug 2015 ,   Source: CNBC-TV18,"Bullish on Infosys, like Mindtree: Parag Thakkar"
10.11 am , 20 Aug 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani"
10.29 am , 19 Aug 2015 ,   Source: CNBC-TV18,"Hiring, retaining talent hurdle for industry: Infy chairman"
8.48 am , 19 Aug 2015 ,   Source: CNBC-TV18,Super Six stocks you can bet on August 19
1.52 pm , 18 Aug 2015 ,   Source: CNBC-TV18,Top buzzing midcap stocks to trade on August 18
11.46 am , 14 Aug 2015 ,   Source: CNBC-TV18,"Positive on consumer durables, cautious on infra: Patnaik"
11.28 am , 14 Aug 2015 ,   Source: CNBC-TV18,"Overweight on IT, weak currency to help sector: Mizuho Bank"
11.44 am , 13 Aug 2015 ,   Source: CNBC-TV18,"Exit JSPL; buy SBI, Infosys, TCS, Maruti: Sudarshan Sukhani"
3.15 pm , 12 Aug 2015 ,   Source: CNBC-TV18,"Invest in Infosys, target Rs 1306: Mayuresh Joshi"
10.48 am , 12 Aug 2015 ,   Source: CNBC-TV18,"TCS, Infosys may perform, support market: Amit Gupta"
12.16 pm , 11 Aug 2015 ,   Source: CNBC-TV18,"Like PTC India Fin, look at pharma, prefer Infosys: SBI Cap"
1.42 pm , 06 Aug 2015 ,   Source: CNBC-TV18,"Buy HDFC Bank, short Infosys, IDFC: Amit Harchekar"
9.29 am , 06 Aug 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Sukhani"
6.06 pm , 05 Aug 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1340: P Lilladher
4.48 pm , 05 Aug 2015 ,   Source: CNBC-TV18,"Prefer Infosys, TCS, HCL Tech: Dilip Bhat"
4.47 pm , 05 Aug 2015 ,   Source: CNBC-TV18,Infosys can give decent returns in 15-18 months: Dilip Bhat
4.20 pm , 05 Aug 2015 ,   Source: CNBC-TV18,Look at IT stocks: Sudarshan Sukhani
11.14 am , 05 Aug 2015 ,   Source: CNBC-TV18,"Buy Infosys, says Sudarshan Sukhani"
12.34 pm , 04 Aug 2015 ,   Source: CNBC-TV18,"See 10-12% upside in HCL Tech, positive on IT: Maheshwari"
12.33 pm , 04 Aug 2015 ,   Source: CNBC-TV18,"Remain invested in Infosys, advises Sameet Chavan"
12.16 pm , 03 Aug 2015 ,   Source: CNBC-TV18,"Buy SBI, ICICI Bank, RIL, Infosys, Sun Pharma: Sukhani"
1.35 pm , 30 Jul 2015 ,   Source: CNBC-TV18,"Bullish on Infosys, will buy pharma on weakness: IDFC Sec"
12.26 pm , 30 Jul 2015 ,   Source: CNBC-TV18,"Stay with Infosys, advises Sudarshan Sukhani"
12.35 pm , 29 Jul 2015 ,   Source: CNBC-TV18,"Exit RCF; buy Infosys, TCS, Reliance Industries: Sukhani"
11.58 am , 27 Jul 2015 ,   Source: CNBC-TV18,"Exit Rolta India, opportunities in IT sector: Sukhani"
6.29 pm , 24 Jul 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1306: Angel Broking
2.12 pm , 24 Jul 2015 ,   Source: CNBC-TV18,Expect Infosys to test Rs 1210: Kawaljeet Saluja
2.05 pm , 24 Jul 2015 ,   Source: CNBC-TV18,"Prefer Infosys, says Amit Khurana"
8.35 pm , 23 Jul 2015 ,   Source: PTI,"TCS, Cognizant, Infy top employers in FY15: Nasscom"
2.30 pm , 23 Jul 2015 ,   Source: CNBC-TV18,HCL Tech top bet from IT space: Rahul Arora
12.17 pm , 23 Jul 2015 ,   Source: CNBC-TV18,"Buy Infosys, recommends Saurabh Mukherjea"
6.45 pm , 22 Jul 2015 ,   Source: Moneycontrol.com,Buy Infosys; target of Rs 1340: P Lilladher
4.45 pm , 22 Jul 2015 ,   Source: CNBC-TV18,"Prefer Infosys, says Anand Tandon"
4.15 pm , 22 Jul 2015 ,   Source: CNBC-TV18,"Pick Infosys, says Sudip Bandyopadhyay"
1.42 pm , 22 Jul 2015 ,   Source: CNBC-TV18,"See limited upside in Infosys, says Sachin Shah"
12.43 pm , 22 Jul 2015 ,   Source: CNBC-TV18,"Infosys top pick, says Gautam Trivedi"
11.31 am , 22 Jul 2015 ,   Source: CNBC-TV18,"Odds stacked against Sikka & co, says ex-Infosys CFO Bala"
4.10 pm , 21 Jul 2015 ,   Source: CNBC-TV18,Look at Sun Pharma: Parag Thakkar
1.31 pm , 21 Jul 2015 ,   Source: CNBC-TV18,"Buy Infosys, target Rs 1188: India Nivesh Securities"
12.59 pm , 21 Jul 2015 ,   Source: CNBC-TV18,"Will lead industry growth, meet FY16 guidance: Infosys"
12.21 pm , 21 Jul 2015 ,   Source: CNBC-TV18,"Stay with Infosys, may outperform: Nilesh Shah"
12.01 pm , 21 Jul 2015 ,   Source: CNBC-TV18,See better Q2 for Infy; buy HDFC Bank: India Nivesh Sec 
11.24 am , 21 Jul 2015 ,   Source: Moneycontrol.com,Here's how Vishal Sikka led Infosys recovery in Q1
10.32 am , 21 Jul 2015 ,   Source: Moneycontrol.com,BLOG: Sikka says on track for $20bn revenue target by 2020
10.00 am , 21 Jul 2015 ,   Source: Moneycontrol.com,Infosys set to bridge valuation gap with TCS: Analysts
9.20 am , 21 Jul 2015 ,   Source: Moneycontrol.com,Infosys: Outcome of board meeting
9.11 am , 21 Jul 2015 ,   Source: Moneycontrol.com,"Infosys Q1 $ revenue swells 4.5%, vol growth at 19-qtr high"
8.11 am , 21 Jul 2015 ,   Source: Moneycontrol.com,Infosys Apr-June net seen down 2.7% at Rs 3013 cr: MOST
12.53 pm , 20 Jul 2015 ,   Source: Moneycontrol.com,3% Q1 quarterly growth high ask for Infosys: PhillipCap
11.04 am , 20 Jul 2015 ,   Source: CNBC-TV18,"Indian IT victim of success, start-ups next big idea: Pai"
10.07 am , 20 Jul 2015 ,   Source: CNBC-TV18,"Infosys Q1 profit may slip 2.5%, $ revenue seen up 3%: Poll"
3.37 pm , 18 Jul 2015 ,   Source: PTI,"Microsoft, TCS, 3 other IT firms bid to build GST Network"
