Date,Open,High,Low,Close,Volume
08/10/09,231.25,231.712006,225.287994,226.938004,1306424
09/10/09,228,233.113007,226.261993,229.837006,2049720
12/10/09,228.75,233.225006,228.5,231.149994,1011484
14/10/09,235.5,235.811996,231.25,233.386993,1346400
15/10/09,235.475006,236.75,229.675003,232.311996,2326708
16/10/09,233.5,238.287994,231.5,237.5,2136712
20/10/09,235.75,240.125,233.761993,235.399994,2365860
21/10/09,237.5,239.75,234.5,235.824997,2661964
22/10/09,235.5,237.363007,233.75,234.675003,1487880
23/10/09,237.261993,237.5,233.824997,234.761993,895500
26/10/09,235.5,236.675003,232,234.837006,1019168
27/10/09,233.75,238.449997,232.511993,234.011993,1935340
28/10/09,232.625,236.824997,228.125,235.761993,938252
29/10/09,234.25,235.162994,228.886993,232.274994,1798492
30/10/09,236,239,229,233.587006,1917820
03/11/09,232.25,233.738007,221.75,224.162994,1262492
04/11/09,225,231.449997,218.25,229.475006,1212312
05/11/09,228.649994,233.738007,224.274994,232.600006,753448
06/11/09,229.600006,236,226.5,233.511993,495164
09/11/09,235,259.388,232.5,257.375,6869916
10/11/09,260.5,262.25,247.037994,249.899994,4429816
11/11/09,250,266,247.5,263.562012,4443720
12/11/09,269.75,269.75,250.850006,262.162994,2743344
13/11/09,255.75,264.138,249.162994,250.5,2184792
16/11/09,252.25,254.75,248.050003,251.375,2393840
17/11/09,252.5,257.475006,251.011993,255.087006,1597896
18/11/09,253.5,260.225006,251.561996,254.125,1153256
19/11/09,251.5,254.725006,241.287994,243.511993,1566716
20/11/09,242.5,248.238007,231.850006,246,1220064
23/11/09,245.300003,249.625,244.274994,246.636993,994072
24/11/09,243,248.5,241.399994,242.988007,1188332
25/11/09,242.5,244.675003,226,231.011993,3721488
26/11/09,228,233.600006,220.324997,227.311996,7326916
27/11/09,223.225006,231.238007,220.125,229.136993,3755384
30/11/09,234.225006,234.225006,227.800003,232.162994,1474564
01/12/09,233.75,236.774994,231.675003,234.574997,861096
02/12/09,237,242.25,231,232.261993,1057620
03/12/09,233.75,242.925003,233.75,239.574997,2346120
04/12/09,239,245.774994,238.800003,242.011993,1780952
07/12/09,244.975006,247.5,242.375,244.625,1654988
08/12/09,242.587006,249.050003,240.837006,247.324997,1241108
09/12/09,246.274994,253.725006,245.712006,248.912994,1639624
10/12/09,253.550003,259.200012,251.25,254.375,2143292
11/12/09,255,256.888,248.800003,250.5,723572
14/12/09,250.5,253.675003,246.511993,250.800003,1020372
15/12/09,248.787994,252.550003,245.287994,247.162994,761756
16/12/09,247.5,249.75,245.662994,247.938004,530668
17/12/09,249.024994,253.5,247,251.488007,923244
18/12/09,287.174988,287.174988,246.600006,248,754816
21/12/09,252.5,252.5,247.75,249.037994,636332
22/12/09,250,251.25,247.5,248.587006,372556
23/12/09,249.25,254.011993,248.074997,252.212006,954956
24/12/09,253.774994,255.188004,249.363007,250.712006,767824
29/12/09,252.5,253.412994,249.024994,249.649994,311792
30/12/09,250,252.449997,246.25,247.649994,730524
31/12/09,246.25,252.5,246.25,247.800003,843908
04/01/10,249.199997,258.25,248,255.75,1268756
05/01/10,258.5,263,257.274994,259.024994,1706608
06/01/10,258.549988,262.25,257.937988,260.299988,840360
07/01/10,260.75,261.25,252.488007,254.574997,734988
08/01/10,254.5,263.200012,252.524994,261.274994,2080960
11/01/10,262.5,266.174988,258.024994,259.625,1319720
12/01/10,262.25,265.975006,260,261.388,1315112
13/01/10,258.75,272.737,257.5,271.774994,2910448
14/01/10,276,276,267.75,270.362,1362068
15/01/10,275,286,271.5,284.287994,3870856
18/01/10,282.75,288.5,281.450012,284.263,1208876
19/01/10,269.125,287.475006,269.125,279.350006,629720
20/01/10,280.5,286,276.612,280.024994,657428
21/01/10,278.75,283.75,270.337006,276.850006,787508
22/01/10,272.75,289.5,269.325012,284.412994,2176368
25/01/10,282.5,282.5,256.399994,262.274994,4302320
27/01/10,260,260,231.774994,236.113007,2686004
28/01/10,239.625,252.625,237.25,249.212006,2997204
29/01/10,244,248.25,234.425003,243.125,1312588
01/02/10,241.25,247.725006,238.175003,242.149994,1158824
02/02/10,243.475006,249.449997,235.561996,237.199997,1183620
03/02/10,242.5,246.5,239.811996,240.975006,1286516
04/02/10,239.975006,241.949997,233.949997,235.912994,944008
05/02/10,232.524994,238.75,226.5,234.175003,854112
08/02/10,236.25,240.311996,231.25,235.761993,625648
09/02/10,230.524994,238.600006,230.524994,235.5,539220
10/02/10,237,241,232.037994,233.238007,588020
11/02/10,238,239.024994,234,235.175003,437160
15/02/10,235.5,239.050003,235.024994,236.988007,392224
16/02/10,239,239,235.25,237.475006,416352
17/02/10,239.5,242.75,238.5,239.949997,827240
18/02/10,241.225006,243.649994,237.912994,239.725006,509164
19/02/10,238.25,239.162994,233,235.037994,440920
22/02/10,238.787994,239.363007,233.475006,235.136993,418120
23/02/10,232.75,234.25,230,232.125,489340
24/02/10,230.261993,235.100006,228.311996,229.488007,695924
25/02/10,230.5,232.75,224.587006,226.863007,876132
26/02/10,231.050003,231.050003,220.561996,222.712006,1618956
02/03/10,225.25,226.824997,222.649994,224.287994,826260
03/03/10,226,228,224.75,227.25,532760
04/03/10,227.811996,230.662994,226.25,229.625,1261860
05/03/10,231.238007,236.225006,229.712006,232.925003,2210240
08/03/10,237.25,239.5,227.25,227.899994,1649728
09/03/10,227.75,230.475006,226,226.811996,1981948
10/03/10,226.899994,230.225006,222,224.837006,1105076
11/03/10,217.75,227.087006,217.75,225.875,813940
12/03/10,226.25,229,225.100006,226.761993,1007880
15/03/10,227,227.5,224.287994,225.625,1071648
16/03/10,226.25,229.875,226.25,228.363007,779820
17/03/10,230,233.561996,229.061996,229.636993,2117624
18/03/10,231.25,231.25,226.261993,226.688004,1542284
19/03/10,228.037994,229.25,225.837006,226.613007,900384
22/03/10,225,228.375,223.75,227.912994,1089636
23/03/10,228.5,229.550003,225.899994,227.537994,609348
25/03/10,229.050003,229.925003,222.524994,223.574997,1958456
26/03/10,226,227.738007,224.524994,226.761993,839664
29/03/10,227.625,228.699997,225.274994,226.074997,532008
