Date,Open,Close,Label
02-01-2009,40,41.849998,
05-01-2009,45.799999,45.950001,__label__2
06-01-2009,44.099998,43.700001,__label__1
07-01-2009,44,38.200001,__label__2
09-01-2009,37.5,37.400002,__label__1
12-01-2009,36.049999,36.299999,__label__1
13-01-2009,36.400002,36.099998,__label__2
14-01-2009,36.849998,38.299999,__label__2
15-01-2009,37.5,37.5,__label__1
16-01-2009,38.5,38.099998,__label__2
19-01-2009,38.400002,37.450001,__label__2
20-01-2009,37,37.150002,__label__1
21-01-2009,36.400002,35.549999,__label__1
22-01-2009,36.5,34.650002,__label__2
23-01-2009,34.25,32.799999,__label__1
27-01-2009,34,32.700001,__label__2
28-01-2009,33.349998,32.950001,__label__2
29-01-2009,33.799999,32.700001,__label__2
30-01-2009,32.25,33.299999,__label__1
02-02-2009,33.75,32.549999,__label__2
03-02-2009,32.299999,31.75,__label__1
04-02-2009,31.5,32.549999,__label__1
05-02-2009,32.200001,32.049999,__label__1
06-02-2009,32.5,33.200001,__label__2
09-02-2009,33,34.25,__label__1
10-02-2009,34.349998,34.450001,__label__2
11-02-2009,33.299999,35,__label__1
12-02-2009,34.849998,34.849998,__label__1
13-02-2009,35.5,34.450001,__label__2
16-02-2009,34.75,33.400002,__label__2
17-02-2009,33.450001,32.099998,__label__2
18-02-2009,32,31.9,__label__1
19-02-2009,32.150002,31.4,__label__2
20-02-2009,31.4,31.200001,__label__1
24-02-2009,31,30.799999,__label__1
25-02-2009,31,30.799999,__label__2
26-02-2009,30.35,30.1,__label__1
27-02-2009,30,30.15,__label__1
02-03-2009,29.700001,28.700001,__label__1
03-03-2009,28.950001,28.700001,__label__2
04-03-2009,29,28.049999,__label__2
05-03-2009,28.950001,27.35,__label__2
06-03-2009,26.549999,28.4,__label__1
09-03-2009,28.1,28,__label__1
12-03-2009,28.5,28.799999,__label__2
13-03-2009,29.25,29.65,__label__2
16-03-2009,30.15,30.200001,__label__2
17-03-2009,30.5,30.25,__label__2
18-03-2009,30.9,30.700001,__label__2
19-03-2009,31,30.450001,__label__2
20-03-2009,30.15,30.25,__label__1
23-03-2009,30.549999,31.299999,__label__2
24-03-2009,32,30.700001,__label__2
25-03-2009,30.5,31.049999,__label__1
26-03-2009,31.5,33.450001,__label__2
27-03-2009,35.049999,34.200001,__label__2
30-03-2009,34.200001,31.75,__label__1
31-03-2009,32.099998,32.299999,__label__2
01-04-2009,33,33.150002,__label__2
02-04-2009,34.25,33.849998,__label__2
06-04-2009,34.650002,36.599998,__label__2
08-04-2009,35.900002,37.75,__label__1
09-04-2009,39,38.799999,__label__2
13-04-2009,39.799999,40.799999,__label__2
