Time,Dates,Sources,Headlines
3.31 pm , 07 Mar 2011 ,   Source: CNBC-TV18,Buy IndusInd Bank: Rakesh Gandhi
6.19 pm , 28 Feb 2011 ,   Source: VCCircle,General Atlantic buys IndusInd Bank pie for Rs 67cr
12.47 pm , 03 Feb 2011 ,   Source: Moneycontrol.com,Mahindra's automotive sector ties up with IndusInd Bank
5.04 pm , 02 Feb 2011 ,   Source: CNBC-TV18,See stability in margins ahead: IndusInd Bank
3.26 pm , 31 Jan 2011 ,   Source: Moneycontrol.com,All you want to know about Romesh Sobti
4.58 pm , 25 Jan 2011 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 303: ULJK Securities
3.42 pm , 24 Jan 2011 ,   Source: CNBC-TV18,"Q3 results: Review of IndusInd, Bk, LIC Housing, JSW Energy"
3.35 pm , 24 Jan 2011 ,   Source: CNBC-TV18,IndusInd Bank has target of Rs 318: D'cunha
12.05 pm , 20 Jan 2011 ,   Source: Moneycontrol.com,IndusInd Bank Dec '10 profit at Rs 914.91 crore
11.32 am , 19 Jan 2011 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 247: IIFL
6.10 pm , 17 Jan 2011 ,   Source: CNBC-TV18,Downward pressure may see IndusInd Bank: Jain
2.04 pm , 17 Jan 2011 ,   Source: CNBC-TV18,IndusInd Bank Q3 net profit up 75% at Rs 154 cr
11.58 am , 12 Jan 2011 ,   Source: Moneycontrol.com,IndusInd Bank revises interest rates on domestic term deposits 10% per annum
