Time,Dates,Sources,Headlines
9.52 am , 13 Oct 2014 ,   Source: Moneycontrol.com,IndusInd Bank Q2 PAT seen up 30% at Rs 430 cr: KR Choksey
9.43 am , 13 Oct 2014 ,   Source: Moneycontrol.com,IndusInd Bank Q2 PAT may rise 30.6% at Rs 431.4 cr: MOST
4.52 pm , 25 Sep 2014 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target of Rs 625: PLilladher
4.44 pm , 24 Sep 2014 ,   Source: Moneycontrol.com,Why PSBs may bridge valuation gap with private banks
3.21 pm , 22 Sep 2014 ,   Source: CNBC-TV18,"Buy Tata Motors, IndusInd Bank: Manas Jaiswal"
1.53 pm , 19 Sep 2014 ,   Source: Moneycontrol.com,Hold IndusInd Bank: target of Rs 650: Emkay
10.33 am , 17 Sep 2014 ,   Source: CNBC-TV18,"Expect better Q2, CV loan demand to pick up in Q4: IndusInd"
10.32 am , 17 Sep 2014 ,   Source: CNBC-TV18,Dipan Mehta neutral on banking space
5.25 pm , 15 Sep 2014 ,   Source: CNBC-TV18,"Expect lower levels in YES Bank, IndusInd Bank: Sukhani"
3.29 pm , 09 Sep 2014 ,   Source: Moneycontrol.com,Indusind Bank opens new branch in Mira Road in Thane District
3.01 pm , 09 Sep 2014 ,   Source: Moneycontrol.com,Indusind Bank opens new branch at New Delhi
1.32 pm , 06 Sep 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 811: IIFL
8.58 am , 02 Sep 2014 ,   Source: CNBC-TV18,"Bull's Eye: Tata Global, LIC Housing, Sarda Energy"
6.17 pm , 01 Sep 2014 ,   Source: CNBC-TV18,Buy bank stocks on dips: Parag Thakkar
3.14 pm , 01 Sep 2014 ,   Source: CNBC-TV18,Buy IndusInd Bank; target Rs 620: Kunal Saraogi
8.21 am , 28 Aug 2014 ,   Source: CNBC-TV18,Super Six trading stocks for short term gain
4.00 pm , 23 Aug 2014 ,   Source: CNBC-TV18,"Stay invested in HDFC Bank, IndusInd Bank: Sandeep Shah"
10.26 am , 20 Aug 2014 ,   Source: CNBC-TV18,Buy IndusInd Bank 570 Call: VK Sharma
8.26 am , 20 Aug 2014 ,   Source: CNBC-TV18,Super Six: Top chart picks for August 20
8.24 am , 19 Aug 2014 ,   Source: CNBC-TV18,Super Six short term picks for August 19
11.22 am , 13 Aug 2014 ,   Source: CNBC-TV18,Pick IndusInd Bank: Gopi Suvanam
5.23 pm , 08 Aug 2014 ,   Source: CNBC-TV18,"Buy HDFC Bank, sell HDFC: Gopi Suvanam"
9.51 am , 08 Aug 2014 ,   Source: Moneycontrol.com,Indusind Bank expands presence across Thane district
3.29 pm , 30 Jul 2014 ,   Source: CNBC-TV18,"Buy Century Textiles, M&M, IndusInd Bank: Sudarshan Sukhani"
8.25 am , 30 Jul 2014 ,   Source: CNBC-TV18,Super Six stocks likely to see lot of action today
8.34 pm , 25 Jul 2014 ,   Source: PTI,"RBI penalises ICICI Bank, Canara Bank, Yes Bank & 9 others"
2.49 pm , 23 Jul 2014 ,   Source: CNBC-TV18,"Buy IndusInd Bank, Lakshmi Machine Works: Vishal Jajoo"
8.15 am , 22 Jul 2014 ,   Source: CNBC-TV18,Super Six trading stocks for short term gain
2.47 pm , 21 Jul 2014 ,   Source: CNBC-TV18,"Buy Godrej Industries, M&M, IndusInd Bank: Sukhani"
3.53 pm , 19 Jul 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 650: ICICIdirect
11.42 am , 15 Jul 2014 ,   Source: CNBC-TV18,"Prefer Kotak Mahindra Bank, IndusInd Bank, HDFC Bank: Irani"
10.42 am , 14 Jul 2014 ,   Source: CNBC-TV18,NIMs should improve on asset mix rebalance in H2: IndusInd
12.27 pm , 11 Jul 2014 ,   Source: CNBC-TV18,"Sell IndusInd Bank, Bharat Forge, Arvind: Paras Bothra"
8.40 am , 11 Jul 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy Bata, DHFL; short Titan, Aurobindo Pharma"
7.49 pm , 10 Jul 2014 ,   Source: CNBC-TV18,"Buy HDFC Bank, IndusInd Bank, HDFC: Mehraboon Irani"
11.57 am , 10 Jul 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 700: Religare Capital
2.54 pm , 09 Jul 2014 ,   Source: CNBC-TV18,Six in 60: Six stocks one needs to keep an eye on
2.24 pm , 09 Jul 2014 ,   Source: Moneycontrol.com,"IndusInd Bank meets forecast, Q1 net rises 26% to Rs 421 cr"
7.42 pm , 08 Jul 2014 ,   Source: CNBC-TV18,IndusInd Bank Q1 PAT seen up 25.3% to Rs 420 cr: Poll
8.55 am , 02 Jul 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy Indiabulls Real, ITI, Exide, Tata Comm"
1.36 pm , 01 Jul 2014 ,   Source: Moneycontrol.com,"IndusInd Bank's Q1 results on July 09, 2014"
2.14 pm , 30 Jun 2014 ,   Source: Moneycontrol.com,Indusind Bank inaugurates a branch in Solapur
2.14 pm , 30 Jun 2014 ,   Source: Moneycontrol.com,Induslnd Bank inaugurates a branch in Satara
2.14 pm , 30 Jun 2014 ,   Source: Moneycontrol.com,"Indusind Bank opens branch at CBD Belapur, Navi Mumbai"
1.43 pm , 30 Jun 2014 ,   Source: Moneycontrol.com,IndusInd Bank launches tractor and farm equipment division for agri-finance
1.35 pm , 25 Jun 2014 ,   Source: Moneycontrol.com,IndusInd Bank unveils its third Currency Chest in Chennai
10.48 am , 11 Jun 2014 ,   Source: CNBC-TV18,IndusInd Bank may test Rs 610-620: Amit Gupta
11.36 am , 09 Jun 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 625: ICICIdirect.com
12.39 pm , 03 Jun 2014 ,   Source: CNBC-TV18,"Buy Syndicate Bank, IndusInd: Kunal Saraogi"
8.59 am , 03 Jun 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy IRB Infra, Kalpataru Power, Syndicate Bank"
3.56 pm , 01 Jun 2014 ,   Source: PTI,"RIL rejigs investment portfolio; focus on bonds, deposits"
12.55 pm , 21 May 2014 ,   Source: Moneycontrol.com,IndusInd Bank fixes book closure for dividend & AGM
2.53 pm , 07 May 2014 ,   Source: CNBC-TV18,Don't levy penalty on inoperative bank accounts: IndusInd
3.42 pm , 30 Apr 2014 ,   Source: Moneycontrol.com,"IndusInd Bank opens new branch at Varachha, Gujarat"
4.58 pm , 28 Apr 2014 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target of Rs 575: Sushil Finance
1.13 pm , 28 Apr 2014 ,   Source: Moneycontrol.com,Indusind Bank opens new branch at Jaipur
12.03 pm , 28 Apr 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 550: Firstcall Research
3.43 pm , 22 Apr 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 600: KRChoksey
6.49 pm , 21 Apr 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 570: Motilal Oswal
1.58 pm , 17 Apr 2014 ,   Source: CNBC-TV18,"Top 10 stocks: Focus on RIL, HCL, Bajaj Auto, USL"
1.31 pm , 17 Apr 2014 ,   Source: CNBC-TV18,Buy DCB Bank; positive on IndusInd Bank: Ambareesh Baliga
4.19 pm , 16 Apr 2014 ,   Source: CNBC-TV18,Prefers private sector banks: Mayuresh Joshi
3.25 pm , 16 Apr 2014 ,   Source: CNBC-TV18,"Short Canara Bank, BHEL: SP Tulsian"
2.46 pm , 16 Apr 2014 ,   Source: Moneycontrol.com,"IndusInd Bank Q4 beats forecast, net up 29% on other income"
2.38 pm , 16 Apr 2014 ,   Source: Moneycontrol.com,IndusInd Bank's Q4 PAT at Rs 396cr
2.21 pm , 16 Apr 2014 ,   Source: Moneycontrol.com,IndusInd Bank recommends dividend
10.37 am , 16 Apr 2014 ,   Source: CNBC-TV18,"Buy IndusInd Bank, advises Sudarshan Sukhani"
10.14 am , 16 Apr 2014 ,   Source: CNBC-TV18,IndusInd Bank Q4 PAT seen up 13.5% to Rs 349 cr: Poll
9.56 am , 16 Apr 2014 ,   Source: CNBC-TV18,Checkout: Stocks that should be on your radar for April 16
10.43 am , 11 Apr 2014 ,   Source: CNBC-TV18,Buy IndusInd Bank 500 Put: VK Sharma
8.51 am , 11 Apr 2014 ,   Source: CNBC-TV18,Top 10 stocks to focus on April 11
9.16 pm , 10 Apr 2014 ,   Source: PTI,FIIs need RBI nod to buy further shares in IndusInd Bank
3.19 pm , 01 Apr 2014 ,   Source: Moneycontrol.com,"IndusInd Bank's FY14 results on April 16, 2014"
10.44 am , 01 Apr 2014 ,   Source: Moneycontrol.com,Indusind Bank appoints T. Anantha Narayanan as additional director
3.25 pm , 27 Mar 2014 ,   Source: CNBC-TV18,IndusInd Bank may touch Rs 530-550: Sahil Kapoor
1.34 pm , 24 Mar 2014 ,   Source: CNBC-TV18,"Buy IndusInd Bank, Crompton, JK Tyre: Lancelot D Cunha"
9.01 am , 24 Mar 2014 ,   Source: CNBC-TV18,IndusInd Bank may move to Rs 510: Anu Jain
8.45 am , 24 Mar 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy JK Tyre, Crompton, Adani Enterprises, SRF"
9.22 am , 18 Mar 2014 ,   Source: CNBC-TV18,Checkout how these top 10 stocks are fairing today
8.40 am , 14 Mar 2014 ,   Source: CNBC-TV18,Super Six stocks you can bet on March 14
2.10 pm , 11 Mar 2014 ,   Source: CNBC-TV18,"Prefer Persistent, IndusInd Bank: Manishi Raychaudhuri"
11.53 am , 10 Mar 2014 ,   Source: CNBC-TV18,"Banks to face near-term asset quality, margin woes: Experts"
9.07 am , 10 Mar 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy EIL, HDIL, NCC, Havells; sell Biocon"
11.18 am , 07 Mar 2014 ,   Source: CNBC-TV18,Ten stocks to watchout for as mkt hits new highs
11.11 am , 06 Mar 2014 ,   Source: CNBC-TV18,IndusInd Bank may move to Rs 430-435: Chandan Taparia
4.35 pm , 04 Mar 2014 ,   Source: CNBC-TV18,SP Tulsian positive on private sector banks
12.42 pm , 03 Mar 2014 ,   Source: CNBC-TV18,"Prefer YES Bank, IndusInd Bank: Ajay Srivastava"
12.26 pm , 25 Feb 2014 ,   Source: CNBC-TV18,"Buy IndusInd Bank, Voltas; sell SAIL: Kunal Saraogi"
8.57 am , 25 Feb 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy Voltas, Godrej Properties, Allahabad Bank"
8.28 am , 25 Feb 2014 ,   Source: Moneycontrol.com,Super Six: Top chart picks for February 25
3.12 pm , 24 Feb 2014 ,   Source: CNBC-TV18,Prefer IndusInd Bank: Sudarshan Sukhani
12.16 pm , 24 Feb 2014 ,   Source: Moneycontrol.com,"Indusind Bank relocates branch in Valsad, Gujarat"
11.43 am , 22 Feb 2014 ,   Source: CNBC-TV18,Nischal Maheshwari cautious on banking space
11.45 am , 19 Feb 2014 ,   Source: CNBC-TV18,"Buy IndusInd Bank, Crompton Greaves: Lancelot D Cunha"
8.52 am , 19 Feb 2014 ,   Source: CNBC-TV18,"Bull's Eye: Buy Siemens, MphasiS, Financial Tech, KPIT Tech"
1.25 pm , 07 Feb 2014 ,   Source: CNBC-TV18,"Buy Motherson Sumi, BOI, IndusInd Bank: Dharmesh Kant"
6.08 pm , 31 Jan 2014 ,   Source: CNBC-TV18,"Buy IndusInd Bank, target of Rs 507: Rajiv Mehta"
8.52 am , 28 Jan 2014 ,   Source: Moneycontrol.com,IndusInd Bank: Updates on reappointment of MD & CEO
12.39 pm , 27 Jan 2014 ,   Source: CNBC-TV18,"Sell YES Bank, IndusInd Bank: Sudarshan Sukhani"
8.18 am , 21 Jan 2014 ,   Source: Moneycontrol.com,Induslnd Bank relocates branch in Rajkot
4.52 pm , 17 Jan 2014 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 470: Firstcall Research
5.13 pm , 14 Jan 2014 ,   Source: CNBC-TV18,"Sell IndusInd Bank, buy ICICI Bank: Gopi Suvanam"
1.57 pm , 13 Jan 2014 ,   Source: CNBC-TV18,"Prefer TCS, HCL Tech over Infosys: India Infoline"
12.23 pm , 13 Jan 2014 ,   Source: CNBC-TV18,IndusInd Bank may test Rs 380-385: Hemant Thukral
7.56 pm , 10 Jan 2014 ,   Source: CNBC-TV18,"Buy IndusInd for long-term, recommends Quant Broking "
5.42 pm , 10 Jan 2014 ,   Source: CNBC-TV18,Book profits in IndusInd Bank: Prakash Diwan
3.45 pm , 10 Jan 2014 ,   Source: Moneycontrol.com,IndusInd Q3 NPA jump sign of things to come?
2.53 pm , 10 Jan 2014 ,   Source: CNBC-TV18,"Short IndusInd Bank, says SP Tulsian"
2.14 pm , 10 Jan 2014 ,   Source: Moneycontrol.com,"IndusInd Bank Q3 beats forecast, net up 30% but NPA rises"
2.11 pm , 10 Jan 2014 ,   Source: Moneycontrol.com,IndusInd Bank announces Q3 results; PAT at Rs 346.9cr
6.19 pm , 09 Jan 2014 ,   Source: CNBC-TV18,IndusInd Bank Q3 PAT seen up 21% to Rs 328 cr: Poll
12.59 pm , 09 Jan 2014 ,   Source: Reuters,Indusind Bank Q3 profit may beat estimates: StarMine
11.59 am , 09 Jan 2014 ,   Source: Moneycontrol.com,IndusInd Bank Q3 PAT may rise 28% at Rs 344cr: ICICIdirect
11.29 am , 09 Jan 2014 ,   Source: Moneycontrol.com,IndusInd Bank Q3 PAT seen up 19% at Rs 318.3cr: MOST
1.38 pm , 08 Jan 2014 ,   Source: CNBC-TV18,"See mixed Q3 for banks; HDFC Bank, IndusInd top bets: UBS"
10.44 am , 08 Jan 2014 ,   Source: CNBC-TV18,Why Equirus Securities is betting on these 8 stocks
2.03 pm , 31 Dec 2013 ,   Source: Moneycontrol.com,Hold IndusInd Bank; target of Rs 475: Sushil Finance
8.45 am , 31 Dec 2013 ,   Source: CNBC-TV18/Mint,Super Six buy/sell call for December 31
8.17 pm , 30 Dec 2013 ,   Source: Moneycontrol.com,"IndusInd Bank's Q3 results on Jan 10, 2014"
3.30 pm , 20 Dec 2013 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target of Rs 481: Emkay
9.40 pm , 17 Dec 2013 ,   Source: PTI,Ashok Leyland sells IndusInd Bank shares worth Rs 75 cr
10.33 am , 16 Dec 2013 ,   Source: CNBC-TV18,Short IndusInd Bank: Hemant Thukral
2.45 pm , 13 Dec 2013 ,   Source: CNBC-TV18,"Short IndusInd Bank, advises Kunal Bothra"
12.15 pm , 13 Dec 2013 ,   Source: CNBC-TV18,IndusInd Bank may slip to Rs 415-416: SP Tulsian
8.34 am , 12 Dec 2013 ,   Source: CNBC-TV18,Check Out: Super Six stocks for December 12
5.06 pm , 09 Dec 2013 ,   Source: CNBC-TV18,"Prefer Crompton Greaves, Exide, DCB, IndusInd Bank: Baliga"
4.37 pm , 09 Dec 2013 ,   Source: Moneycontrol.com,IndusInd Bank opens new branch in Aliganj area of Lucknow
10.26 am , 06 Dec 2013 ,   Source: CNBC-TV18,"Prefer ICICI Bank, SBI, YES Bank: Sandip Sabharwal"
3.10 pm , 05 Dec 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, advises Lancelot D'Chuna"
6.07 pm , 22 Nov 2013 ,   Source: CNBC-TV18,"Hold IndusInd Bank, says Vishal Malkan"
3.18 pm , 22 Nov 2013 ,   Source: CNBC-TV18,See 30% upside in IndusInd Bank: Siddharth Teli
3.15 pm , 22 Nov 2013 ,   Source: CNBC-TV18,HDFC Bank top pick: Siddharth Teli
1.14 pm , 22 Nov 2013 ,   Source: CNBC-TV18,"Sell IndusInd Bank, BOI, Exide; buy Dhampur Sugar: Jain"
8.53 am , 22 Nov 2013 ,   Source: CNBC-TV18,"Bull's Eye: Buy Voltas, Amara Raja; short LIC Housing"
8.31 am , 22 Nov 2013 ,   Source: CNBC-TV18,Super Six stocks you can bet on November 22
3.25 pm , 20 Nov 2013 ,   Source: CNBC-TV18,"Buy Adani Enter, Sesa Sterlite; sell IndusInd Bank: Tulsian"
3.21 pm , 19 Nov 2013 ,   Source: CNBC-TV18,"Add SBI, Axis Bank, ICICI Bank in portfolio: Choksey"
11.57 am , 19 Nov 2013 ,   Source: Moneycontrol.com,Indusind Bank opens new branch in Lucknow
4.31 pm , 13 Nov 2013 ,   Source: CNBC-TV18,"Sell IndusInd Bank, Reliance Infra, Andhra Bank: Tulsian"
8.44 am , 06 Nov 2013 ,   Source: CNBC-TV18,6 trading bets for short term gain
10.52 am , 05 Nov 2013 ,   Source: CNBC-TV18,IndusInd Bank may slip to Rs 426: SP Tulsian
12.15 pm , 31 Oct 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, Motherson Sumi, Delta Corp: Jajoo"
8.56 am , 31 Oct 2013 ,   Source: CNBC-TV18,"Bull's Eye: Buy Aurobindo, IndusInd Bank; short HDIL, Bata"
10.37 am , 30 Oct 2013 ,   Source: CNBC-TV18,Buy IndusInd Bank: Sudarshan Sukhani
3.52 pm , 28 Oct 2013 ,   Source: CNBC-TV18,"HDFC Bank top pick, BoB from PSU space Religare Cap Mkts"
9.32 am , 28 Oct 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, advises Sudarshan Sukhani"
9.00 am , 21 Oct 2013 ,   Source: CNBC-TV18,6 trading stocks for short term gain
12.16 pm , 18 Oct 2013 ,   Source: CNBC-TV18,"Prefer YES Bank, IndusInd Bank, says Kunal Bothra"
5.46 pm , 17 Oct 2013 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target Rs 460: ICICIdirect.com
6.38 pm , 16 Oct 2013 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target Rs 460: P Lilladher
2.34 pm , 15 Oct 2013 ,   Source: CNBC-TV18,Buy IndusInd Bank; target Rs 535: Gautam Trivedi
2.05 pm , 15 Oct 2013 ,   Source: CNBC-TV18,"Short IndusInd Bank, advises Shardul Kulkarni"
1.52 pm , 15 Oct 2013 ,   Source: CNBC-TV18,"Accumulate IndusInd Bank, says Mayuresh Joshi"
12.36 pm , 15 Oct 2013 ,   Source: CNBC-TV18,"Buy IndusInd; asset quality, NIMs good: Religare Cap"
5.02 pm , 14 Oct 2013 ,   Source: CNBC-TV18,Book some profits in IndusInd Bank: Phani Sekhar
4.51 pm , 14 Oct 2013 ,   Source: CNBC-TV18,IndusInd Bank may touch Rs 445-450: Kunal Bothra
4.35 pm , 14 Oct 2013 ,   Source: CNBC-TV18,Buy IndusInd with a target of Rs 550: SBICAP Sec
2.46 pm , 14 Oct 2013 ,   Source: Moneycontrol.com,"IndusInd Bank Q2 beats estimates, net up 32% to Rs 330 cr"
2.14 pm , 14 Oct 2013 ,   Source: Moneycontrol.com,IndusInd Bank announces Q2 results; PAT up at Rs 330.23cr
1.56 pm , 14 Oct 2013 ,   Source: CNBC-TV18,"Buy YES Bank, IndusInd Bank on dips: Nitin Jain"
1.15 pm , 14 Oct 2013 ,   Source: CNBC-TV18,IndusInd Bank Q2 NII likely to rise 32% at Rs 675 cr
9.53 am , 14 Oct 2013 ,   Source: CNBC-TV18,Buy IndusInd Bank: Sudarshan Sukhani
2.20 pm , 12 Oct 2013 ,   Source: CNBC-TV18,IndusInd Bank Q2 PAT likely to grow 26% to Rs 316 cr: Poll
7.40 pm , 11 Oct 2013 ,   Source: Moneycontrol.com,IndusInd Bank Q2 net likely to rise 10% at Rs 300.5cr: MOST
7.36 pm , 11 Oct 2013 ,   Source: Moneycontrol.com,IndusInd Bank Q2 net may grow 25% at Rs 312cr: P Lilladher
3.29 pm , 10 Oct 2013 ,   Source: Moneycontrol.com,Induslnd Bank opens three new branches in Vadodara
11.27 am , 10 Oct 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank on dips, advises Ambareesh Baliga"
2.21 pm , 09 Oct 2013 ,   Source: Moneycontrol.com,Induslnd Bank opens new branch in Lucknow
2.59 pm , 08 Oct 2013 ,   Source: CNBC-TV18,"Prefer HDFC Bank, ICICI Bank: Dhananjay Sinha"
9.50 am , 08 Oct 2013 ,   Source: CNBC-TV18,Prefer YES Bank & Axis Bank over IndusInd: SP Tulsian
7.47 am , 03 Oct 2013 ,   Source: Moneycontrol.com,"IndusInd Bank's Q2 results on October 14, 2013"
3.25 pm , 01 Oct 2013 ,   Source: CNBC-TV18,"Prefer Axis Bank, YES Bank over IndusInd Bank: Tulsian"
10.03 am , 30 Sep 2013 ,   Source: CNBC-TV18,"Buy YES Bank, IndusInd Bank: Sandeep J Shah"
12.23 pm , 26 Sep 2013 ,   Source: CNBC-TV18,"Prefer HDFC Bank, ICICI Bank: BNP Paribas Securities"
10.51 am , 26 Sep 2013 ,   Source: Moneycontrol.com,"IndusInd Bank's Q2 results on October 15, 2013"
11.37 am , 25 Sep 2013 ,   Source: CNBC-TV18,See lower levels in IndusInd Bank: Sudarshan Sukhani
1.12 pm , 24 Sep 2013 ,   Source: CNBC-TV18,"Expect 20% returns in HDFC Bank, IndusInd: UBS"
5.09 pm , 23 Sep 2013 ,   Source: CNBC-TV18,"Below Rs 394-395, IndusInd Bank may test Rs 375-380: Bothra"
10.56 am , 20 Sep 2013 ,   Source: CNBC-TV18,IndusInd Bank may come down to Rs 400-405: SP Tulsian
4.59 pm , 19 Sep 2013 ,   Source: CNBC-TV18,YES Bank may test Rs 440-450: SP Tulsian
2.35 pm , 19 Sep 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, advises Jitendra Panda"
4.56 pm , 17 Sep 2013 ,   Source: CNBC-TV18,Sell ICICI Bank above Rs 1000: Shardul Kulkarni
11.41 am , 13 Sep 2013 ,   Source: CNBC-TV18,"Pick YES Bank, Tata Motors, SBI: Deven Choksey"
8.29 am , 11 Sep 2013 ,   Source: CNBC-TV18,6 trading stocks for short term gain
5.58 pm , 05 Sep 2013 ,   Source: CNBC-TV18,"Do not buy Tata Steel, prefer Idea Cellular: SP Tulsian"
2.26 pm , 05 Sep 2013 ,   Source: CNBC-TV18,Book profits in Axis Bank: SP Tulsian
2.23 pm , 05 Sep 2013 ,   Source: CNBC-TV18,Sudarshan Sukhani prefers IndusInd Bank
2.19 pm , 05 Sep 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, advises Sudarshan Sukhani"
8.18 am , 03 Sep 2013 ,   Source: CNBC-TV18,6 stocks likely to see lot of action today
2.21 pm , 22 Aug 2013 ,   Source: CNBC-TV18,"Sell IndusInd Bank, says Jitendra Panda"
10.38 am , 22 Aug 2013 ,   Source: CNBC-TV18,Buy IndusInd Bank on dips; target Rs 375-380: Thukral
5.31 pm , 21 Aug 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, advises Shardul Kulkarni"
11.14 am , 21 Aug 2013 ,   Source: CNBC-TV18,"SBI, Allahabad Bank, Yes Bank may rise 5-10%: SP Tulsian"
3.13 pm , 13 Aug 2013 ,   Source: CNBC-TV18,Go long on IndusInd Bank: SP Tulsian
12.01 pm , 08 Aug 2013 ,   Source: Moneycontrol.com,Hold IndusInd Bank; target Rs 417: Firstcall Research
11.34 am , 08 Aug 2013 ,   Source: Moneycontrol.com,Induslnd Bank opens two new branches at Vadodara
11.33 am , 08 Aug 2013 ,   Source: Moneycontrol.com,Indusind Bank accepts resignation of R. S. Sharma
11.09 am , 08 Aug 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, says Amit Trivedi"
10.54 am , 07 Aug 2013 ,   Source: CNBC-TV18,Buy ICICI Bank 860 Put: VK Sharma
11.18 am , 26 Jul 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank 420 Put, keep stoploss at Rs 10: Sharma"
11.17 am , 26 Jul 2013 ,   Source: Moneycontrol.com,IndusInd Bank expands reach across Patna; opens 2 new branches
6.16 pm , 25 Jul 2013 ,   Source: CNBC-TV18,IndusInd Bank may slip to Rs 320-330: Sukhani
8.01 pm , 24 Jul 2013 ,   Source: Moneycontrol.com,IndusInd Bank: Updates on Outcome of AGM
1.36 pm , 24 Jul 2013 ,   Source: Moneycontrol.com,IndusInd Bank expands reach across NCR and UP; Opens new branch in Greater Noida
2.53 pm , 20 Jul 2013 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target Rs 550: KRChoksey
2.52 pm , 20 Jul 2013 ,   Source: CNBC-TV18,"Sell IndusInd Bank, advises Sudarshan Sukhani"
1.35 pm , 20 Jul 2013 ,   Source: CNBC-TV18,"Positive on Glenmark, GAIL, short IndusInd Bank: Sukhani"
3.09 pm , 16 Jul 2013 ,   Source: CNBC-TV18,Buy IndusInd Bank; sell Ashok Leyland: SP Tulsian
11.04 pm , 12 Jul 2013 ,   Source: Moneycontrol.com,Yes Bank sees corporate rivalry behind family feud
11.44 am , 12 Jul 2013 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 540: P Lilladher
11.28 am , 12 Jul 2013 ,   Source: CNBC-TV18,"Expect stable NIMs, retail growth in FY14: IndusInd Bank"
2.54 pm , 11 Jul 2013 ,   Source: Moneycontrol.com,Sell IndusInd Bank: Ajcon Global
2.24 pm , 11 Jul 2013 ,   Source: CNBC-TV18,Sell IndusInd Bank: Sudarshan Sukhani
6.10 pm , 10 Jul 2013 ,   Source: CNBC-TV18,PLilladher stock bets this Q1 earnings season
6.04 pm , 10 Jul 2013 ,   Source: CNBC-TV18,Book partial profits in IndusInd Bank: Sanjeev Agarwal
5.57 pm , 10 Jul 2013 ,   Source: CNBC-TV18,"Hold IndusInd Bank, says Jagannadham Thununguntla"
2.44 pm , 10 Jul 2013 ,   Source: Moneycontrol.com,IndusInd Bank Q1 net rises 42% on other income and NII
11.45 am , 10 Jul 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, says Sudarshan Sukhani"
9.51 am , 10 Jul 2013 ,   Source: CNBC-TV18,IndusInd Bank Q1: Analysts see 34% PAT growth to Rs 315 cr
5.52 pm , 08 Jul 2013 ,   Source: CNBC-TV18,"Short SBI, HDFC Bank: Gopi Suvanam"
5.40 pm , 05 Jul 2013 ,   Source: Moneycontrol.com,Angel Q1FY14 Preview: Subdued revenues to weigh on earnings
3.12 pm , 05 Jul 2013 ,   Source: Moneycontrol.com,What is in new banking licence to attract companies?
12.17 pm , 04 Jul 2013 ,   Source: Moneycontrol.com,"IndusInd Bank Q1 results on July 10, 2013"
6.54 pm , 03 Jul 2013 ,   Source: Reuters,"Bank hopefuls stare down road fraught with cost, risks"
2.29 pm , 29 Jun 2013 ,   Source: CNBC-TV18,HDFC top pick; buy IndusInd Bank for short-term: Irani
7.12 pm , 26 Jun 2013 ,   Source: CNBC-TV18,Buy IndusInd Bank on decline: Sudarshan Sukhani
9.50 am , 26 Jun 2013 ,   Source: CNBC-TV18,"Buy IndusInd Bank, Madras Cements; sell YES Bank: Experts"
5.30 pm , 25 Jun 2013 ,   Source: CNBC-TV18,Sell IndusInd Bank & Kotak Mahindra Bank: Sudarshan Sukhani
2.27 pm , 25 Jun 2013 ,   Source: CNBC-TV18,"Sell IndusInd Bank, says Sukhani"
7.20 pm , 24 Jun 2013 ,   Source: Moneycontrol.com,IndusInd Bank launches 22K gold inlay credit card 
9.46 am , 21 Jun 2013 ,   Source: CNBC-TV18,"Pick IndusInd Bank, Axis Bank: PN Vijay"
9.38 am , 17 Jun 2013 ,   Source: CNBC-TV18,Super Six stocks you can bet on June 17
6.11 pm , 14 Jun 2013 ,   Source: CNBC-TV18,"Short IndusInd Bank, advises Shardul Kulkarni"
3.47 pm , 11 Jun 2013 ,   Source: CNBC-TV18,"Short IndusInd Bank, says Sudarshan Sukhani"
7.31 pm , 10 Jun 2013 ,   Source: Moneycontrol.com,"IndusInd Bank: AGM on June 28, 2013"
12.17 pm , 07 Jun 2013 ,   Source: Moneycontrol.com,Fire breaks out at Induslnd Bank back office
