Time,Dates,Sources,Headlines
9.55 pm , 16 Nov 2018 ,   Source: Moneycontrol.com,"In tough year for finance, Moneycontrol Wealth Creator Awards honours India's best"
12.45 pm , 13 Nov 2018 ,   Source: PTI,IndusInd Bank calls off deal to acquire IL&FS Securities Services
4.00 pm , 24 Oct 2018 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target of Rs 1743: Arihant Capital
2.34 pm , 22 Oct 2018 ,   Source: Moneycontrol.com,India Inc Q2FY19 review – predictable start with visible margin pressure
3.21 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 1954: HDFC Securities
3.05 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2100: Motilal Oswal
2.52 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2097: KR Choksey
2.49 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy Indusind Bank; target of Rs 2270: LKP Research
2.28 pm , 18 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2000: Prabhudas Lilladher
3.20 pm , 17 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 1916: Nalanda Securities
3.20 pm , 17 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2075: JM Financial
3.19 pm , 17 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 1900: ICICI Direct
3.17 pm , 17 Oct 2018 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target of Rs 1800: Dolat Capital
3.17 pm , 17 Oct 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 1914: Anand Rathi
9.40 am , 16 Oct 2018 ,   Source: Moneycontrol.com,"What should investors do with IndusInd Bank post Q2 results? Buy, sell or hold"
9.01 pm , 15 Oct 2018 ,   Source: Moneycontrol.com,Ideas For Profit |IndusInd Bank Q2 – steady show except for the shadow of IL&FS
3.33 pm , 15 Oct 2018,@,"IndusInd Bank Standalone September 2018 Net Interest Income (NII) at Rs 2,203.28 crore, up  20.99% Q-o-Q"
1.52 pm , 15 Oct 2018 ,   Source: Moneycontrol.com,"IndusInd Bank Q2 profit rises 4.6% to Rs 920 cr; asset quality improves, loan growth at 32%"
9.20 am , 14 Oct 2018 ,   Source: Moneycontrol.com,"IndusInd Bank Q2 preview: PAT may grow 23%, but analysts watch out for IL&FS impact"
9.56 am , 12 Oct 2018 ,   Source: Moneycontrol.com,"After recent drubbing, here’s how you could trade your banking, NBFC stocks"
11.44 am , 09 Oct 2018 ,   Source: Moneycontrol.com,"Buy IndusInd Bank, target Rs 1740: Jayant Manglik"
10.10 am , 10 Sep 2018 ,   Source: Moneycontrol.com,"Buy IndusInd Bank with target Rs 2,248: AnandRathi"
10.26 am , 13 Aug 2018 ,   Source: Moneycontrol.com,"Buy IndusInd Bank, target Rs 2248: AnandRathi"
5.23 pm , 11 Aug 2018 ,   Source: PTI,IndusInd Bank board approves appointment of 2 additional directors
8.45 pm , 24 Jul 2018 ,   Source: Moneycontrol.com,"RBI must allow microfinance firms to lend to small, mid-sized segments: MFIN President"
5.18 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2120: JM Financial
5.12 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2080: Edelweiss
5.11 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2248: Anand Rathi
5.09 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target of Rs 2033: KR Choksey
5.08 pm , 13 Jul 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 1971: HDFC Securities
2.02 pm , 11 Jul 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2075: Prabhudas Lilladher
2.02 pm , 11 Jul 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2250: Motilal Oswal
10.40 am , 11 Jul 2018 ,   Source: Moneycontrol.com,"Analysts retain positive stance on IndusInd Bank, expect stock to return up to 21% post stable Q1"
9.58 am , 11 Jul 2018 ,   Source: Moneycontrol.com,IndusInd Bank – as steady as it gets
1.29 pm , 10 Jul 2018 ,   Source: Moneycontrol.com,"IndusInd Bank posts 23% rise in Q1FY19 net profit at Rs 1,035.7 crore"
7.44 am , 10 Jul 2018 ,   Source: Moneycontrol.com,IndusInd Bank to kick off bank results today; may post over 21% YoY rise in net profit
10.01 pm , 26 Jun 2018 ,   Source: PTI,IndusInd Bank to acquire IL&FS' brokerage business
12.24 pm , 18 Jun 2018 ,   Source: Moneycontrol.com,"IndusInd bank to maintain stable asset quality over FY19-20, stock may give 14% return: Anandrathi"
2.19 pm , 07 Jun 2018 ,   Source: Moneycontrol.com,"Buy IndusInd Bank, target Rs 2248: Siddharth Sedani"
5.19 pm , 23 Apr 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 1966: HDFC Securities
4.54 pm , 23 Apr 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2050: ICICI Direct
4.27 pm , 23 Apr 2018 ,   Source: Moneycontrol.com,Accumulate IndusInd Bank; target of Rs 2033: KRChoksey
10.13 am , 23 Apr 2018 ,   Source: Moneycontrol.com,"Buy IndusInd Bank, target Rs 2250: Yogesh Mehta"
4.56 pm , 20 Apr 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2075: Prabhudas Lilladher
4.50 pm , 20 Apr 2018 ,   Source: Moneycontrol.com,Buy IndusInd Bank; target of Rs 2020: Edelweiss
4.40 pm , 20 Apr 2018 ,   Source: Moneycontrol.com,Buy Indusind Bank; target of Rs 2150: Motilal Oswal
10.09 am , 20 Apr 2018 ,   Source: Moneycontrol.com,"IndusInd Bank Q4 result review: Brokerages give a thumbs up, see up to 20% upside"
7.00 pm , 19 Apr 2018 ,   Source: Moneycontrol.com,IndusInd Bank — no derailment but divergence points to higher scrutiny from RBI
5.20 pm , 19 Apr 2018 ,   Source: Moneycontrol.com,"IndusInd Bank's Q4 net profit rises 27% YoY, divergence in NPAs stood at Rs 1,350 cr"
10.09 am , 19 Apr 2018 ,   Source: Moneycontrol.com,"IndusInd Bank Q4 profit seen up 20%, provisions and exposure to gems, jewellery in focus"
6.38 pm , 17 Apr 2018 ,   Source: Reuters,Deutsche Bank ends talks over sale of India business: Sources
3.25 pm , 04 Apr 2018 ,   Source: PTI,IndusInd Bank gets RBI nod to acquire IL&FS arm
8.09 pm , 03 Apr 2018 ,   Source: PTI,IndusInd Bank customers will soon see transactions on WhatsApp
2.21 pm , 22 Mar 2018 ,   Source: Moneycontrol.com,IDFC may put its AMC biz on sale: Here's what makes it an attractive buy
9.44 am , 21 Mar 2018 ,   Source: Moneycontrol.com,"Buy, Sell, Hold: 5 stocks are on analysts’ radar on March 21, 2018"
12.37 pm , 28 Feb 2018 ,   Source: CNBC-TV18,"Sell PNB, IndusInd Bank, Hindalco Industries, Yes Bank; buy Jubilant Foodworks, Tata Elxsi: Ashwani Gujral"
2.33 pm , 27 Feb 2018 ,   Source: Moneycontrol.com,IndusInd Bank and Ripple tie-up for cross border remittances
2.32 pm , 26 Feb 2018 ,   Source: CNBC-TV18,"Buy Interglobe Aviation, PC Jeweller, Ahluwalia Contracts, IndusInd Bank: Ashwani Gujral"
