Date,Open,High,Low,Close,Adj Close,Volume
2012-09-03,386.000000,387.399994,376.575012,378.649994,333.430756,111598
2012-09-04,375.600006,382.924988,375.600006,380.475006,335.037842,139132
2012-09-05,377.649994,381.200012,370.600006,377.325012,332.264038,104922
2012-09-06,376.899994,380.500000,371.250000,379.174988,333.893066,110352
2012-09-07,383.000000,387.000000,380.350006,381.700012,336.116547,164970
2012-09-08,null,null,null,null,null,null
2012-09-10,383.000000,387.250000,379.524994,382.450012,336.776978,83550
2012-09-11,382.000000,382.850006,378.750000,381.250000,335.720276,86418
2012-09-12,381.725006,383.500000,378.600006,381.075012,335.566193,295222
2012-09-13,384.000000,384.000000,376.149994,377.450012,332.374084,112634
2012-09-14,381.000000,393.575012,380.075012,388.524994,342.126465,475856
2012-09-17,393.500000,397.500000,389.000000,395.500000,348.268494,187360
2012-09-18,395.500000,403.500000,395.000000,398.850006,351.218475,235494
2012-09-20,392.500000,401.000000,390.500000,392.475006,345.604767,124852
2012-09-21,397.500000,410.500000,396.500000,404.075012,355.819489,502572
2012-09-24,404.524994,420.875000,404.524994,418.850006,368.830017,560534
2012-09-25,420.000000,426.000000,415.575012,423.024994,372.506409,347880
2012-09-26,423.024994,429.475006,419.500000,423.125000,372.594513,473662
2012-09-27,423.250000,434.450012,422.075012,425.774994,374.928009,355766
2012-09-28,425.450012,435.750000,425.450012,432.250000,380.629761,313200
2012-10-01,432.250000,435.850006,429.725006,431.725006,380.167450,144202
2012-10-03,432.500000,437.950012,432.500000,434.924988,382.985321,193650
2012-10-04,434.924988,437.649994,427.500000,429.524994,378.230194,237022
2012-10-05,430.500000,439.250000,430.500000,434.524994,382.633026,445016
2012-10-08,435.950012,435.950012,430.049988,432.200012,380.585754,72748
2012-10-09,432.500000,437.674988,431.100006,433.850006,382.038696,113940
2012-10-10,432.500000,432.500000,424.500000,426.274994,375.368286,128508
2012-10-11,425.000000,428.625000,421.350006,425.524994,374.707855,302952
2012-10-12,425.000000,430.950012,425.000000,427.200012,376.182831,78960
2012-10-15,428.325012,431.250000,426.149994,428.700012,377.503693,59326
